"Sample_1","Sample_2","Site_1","Site_2","Pair","Metric","Distance"
"250607_04","220708_05","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",9.16249464139901
"250607_05","220708_05","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",12.1021048146056
"250607_07","220708_05","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",15.6178711703116
"250607_08","220708_05","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",13.2148729264763
"250607_09","220708_05","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",14.603901635099
"250607_10","220708_05","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",15.7942945231773
"250607_01","220708_06","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",15.9367528377732
"250607_02","220708_06","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",16.1363745613468
"250607_03","220708_06","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",17.0039917312714
"250607_04","220708_06","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",11.4818461832374
"250607_05","220708_06","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",14.6342909074012
"250607_07","220708_06","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",16.533981900212
"250607_08","220708_06","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",16.5004666834978
"250607_09","220708_06","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",14.3485215138351
"250607_10","220708_06","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",19.3426003640857
"250607_01","220708_07","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",16.2431073640363
"250607_02","220708_07","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",16.7868782337211
"250607_03","220708_07","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",16.7996982705939
"250607_04","220708_07","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",10.9374914603954
"250607_05","220708_07","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",13.0117492813704
"250607_07","220708_07","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",15.0084850335592
"250607_08","220708_07","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",17.3866949068615
"250607_09","220708_07","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",15.950182036589
"250607_10","220708_07","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",18.3487071345744
"250607_01","220708_08","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",13.2328465107113
"250607_02","220708_08","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",15.8537272180494
"250607_03","220708_08","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",13.6677583667755
"250607_04","220708_08","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",9.6859582880931
"250607_05","220708_08","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",12.0377169192293
"250607_07","220708_08","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",15.9872721432297
"250607_08","220708_08","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",14.1110402315675
"250607_09","220708_08","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",14.2378026536201
"250607_10","220708_08","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",13.2371837513035
"250607_01","220708_09","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",20.3986172097266
"250607_02","220708_09","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",18.8131617568108
"250607_03","220708_09","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",19.8630109316342
"250607_04","220708_09","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",14.6653296677545
"250607_05","220708_09","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",18.4606417408571
"250607_07","220708_09","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",19.9266511123655
"250607_08","220708_09","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",20.8889898200819
"250607_09","220708_09","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",19.4331464360618
"250607_10","220708_09","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",20.0790680172992
"250607_01","220708_10","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",17.5542967663474
"250607_02","220708_10","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",19.9107871995849
"250607_03","220708_10","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",19.9465199406058
"250607_04","220708_10","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",16.9317890975717
"250607_05","220708_10","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",19.0056789676737
"250607_07","220708_10","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",19.4873666239282
"250607_08","220708_10","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",20.409975028315
"250607_09","220708_10","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",19.1035219265379
"250607_10","220708_10","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",14.728747749504
"220604_01","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.4896155681792
"220604_02","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.3756400010368
"220604_03","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",18.0610575882191
"220604_04","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",16.1989410992901
"220604_05","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.7918215731675
"220604_06","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.1803325260576
"220604_07","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.398857959017
"220606_02","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.0027218681199
"220606_04","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.9095175518783
"220607_01","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.0575541279393
"220607_02","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",11.7503777099961
"220607_03","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.0700229000649
"220607_04","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.995972665265
"220609_01","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",16.9797780398285
"220609_02","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.0851188136294
"220609_03","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",17.1613438064581
"220609_04","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",10.9579821166682
"220609_07","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.1403599105248
"220604_01","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.5185280660647
"220604_02","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.2478491893795
"220604_03","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",16.4263267557346
"220604_04","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",17.4088941254049
"220604_05","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.1096781980752
"220604_06","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.2980229036772
"220604_07","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.6298753762432
"220606_02","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.7677832436113
"220606_04","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.9650115921874
"220607_01","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.6279373877856
"220607_02","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.243186557824
"220607_03","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.3360649963648
"220607_04","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.6622724711081
"220609_01","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.2533376365567
"220609_02","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.4629129190456
"220609_03","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.8784350487134
"220609_04","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",9.11262486997993
"220609_07","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.4155469870494
"220604_01","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.0263215008792
"220604_02","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.0738428964076
"220604_03","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",17.8459797553065
"220604_04","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.289918414717
"220604_05","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.9293188259933
"220604_06","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.0716506787939
"220604_07","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.3799450872728
"220606_02","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.7389345374177
"220606_04","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",11.5346390919665
"220607_01","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.5174558762877
"220607_02","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",10.4332797847167
"220607_03","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.6566880244081
"220607_04","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.6205519415866
"220609_01","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.3956913651382
"220609_02","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.5696019041776
"220609_03","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",16.150121331314
"220609_04","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",11.8007296159297
"220609_07","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.610827031631
"220604_01","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.4091061019573
"220604_02","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.3083522275594
"220604_03","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",16.3036386272553
"220604_04","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.5105900335395
"220604_05","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.6043943416143
"220604_06","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.0420485901775
"220604_07","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.4382155834355
"220606_02","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.8381563322205
"220606_04","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",11.4618227159888
"220607_01","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.5639525564347
"220607_02","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",9.9999899611574
"220607_03","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.8559486244881
"220607_04","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.0596129196858
"220609_01","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.4725430412067
"220609_02","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.0145842567309
"220609_03","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.8067841752958
"220609_04","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",11.911669291285
"220609_07","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.8373240526915
"220604_01","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.3997120421352
"220604_02","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",11.2636442146088
"220604_03","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.6583678603903
"220604_04","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",16.2470800692704
"220604_05","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",16.0013939619444
"220604_06","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.7531139775447
"220604_07","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.0365771690174
"220606_02","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.670922444832
"220606_04","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.2259962147594
"220607_01","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.2448056526601
"220607_02","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.9667867346412
"220607_03","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.5414672225647
"220607_04","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.4744921019134
"220609_01","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.3093908673629
"220609_02","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.3155703035721
"220609_03","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",16.7859690450953
"220609_04","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",11.200759597356
"220609_07","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.5445291782906
"220604_01","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",11.4481356372084
"220604_02","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.3050746381689
"220604_03","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",17.7065824993337
"220604_04","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",16.1661061656098
"220604_05","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",10.7809965611868
"220604_06","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",11.1236523424763
"220604_07","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.4957652340723
"220606_02","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.0806481257908
"220606_04","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.123230887667
"220607_01","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.0620014021499
"220607_02","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.5520272941947
"220607_03","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",10.5373859057511
"220607_04","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.3196940610578
"220609_01","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.7003185388892
"220609_02","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",11.804935341048
"220609_03","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.2714323652065
"220609_04","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",9.31726630029502
"220609_07","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.874037055678
"220604_01","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.2852809626854
"220604_02","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",10.3839268230058
"220604_03","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.2090426224972
"220604_04","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",11.6460635509902
"220604_05","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.9379794184202
"220604_06","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.7739944374616
"220604_07","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.2351523265081
"220606_02","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.9471017306344
"220606_04","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.0002252754183
"220607_01","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",11.4115740185237
"220607_02","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",10.3551643175622
"220607_03","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.5027301515966
"220607_04","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",11.7892901032137
"220609_01","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.0898933609747
"220609_02","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.1567141493724
"220609_03","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",9.10988546841247
"220609_04","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",9.4812756192729
"220609_07","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.9004668856148
"220604_01","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",11.0545898720599
"220604_02","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.8739215826303
"220604_03","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.8164461442512
"220604_04","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.8578212590307
"220604_05","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",11.5820198623345
"220604_06","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.7751668242282
"220604_07","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.7805798282582
"220606_02","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.911213061198
"220606_04","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.2524700793838
"220607_01","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",11.6097311179979
"220607_02","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",11.5193713532284
"220607_03","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",11.1083655330886
"220607_04","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",11.6698888184726
"220609_01","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.6109726465566
"220609_02","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",11.9374903605187
"220609_03","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.2237522525815
"220609_04","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",9.72047989532707
"220609_07","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",16.3470229166463
"220604_01","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.965615354222
"220604_02","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.7231361907807
"220604_03","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.1098808420004
"220604_04","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",17.3351755109835
"220604_05","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.8455430543611
"220604_06","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.9560079468092
"220604_07","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.26828747282
"220606_02","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.9831163320623
"220606_04","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.4729456907846
"220607_01","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.1177376913459
"220607_02","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.6428565355367
"220607_03","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.5368187035363
"220607_04","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.6647674614417
"220609_01","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",16.4161347892835
"220609_02","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.8350451237471
"220609_03","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.4469345160233
"220609_04","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",11.385745081021
"220609_07","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",16.6963389828149
"220604_01","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.7589452657752
"220604_02","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.9875796833275
"220604_03","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.9714671442613
"220604_04","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.8714221001559
"220604_05","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.1129072232497
"220604_06","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.0174759470221
"220604_07","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.2278442242036
"220606_02","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.4113596619073
"220606_04","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.3792521052205
"220607_01","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",13.6396340340797
"220607_02","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",11.4243769327508
"220607_03","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",10.8954838844737
"220607_04","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",12.8198766453715
"220609_01","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.0552669800227
"220609_02","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.3478296626928
"220609_03","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",14.6584914386379
"220609_04","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",9.75300318621146
"220609_07","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",15.5185174599146
"220604_01","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",13.4026434014733
"220604_02","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",11.7922725496786
"220604_03","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",17.2589445804028
"220604_04","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",15.0838021177386
"220604_05","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",14.9243762265744
"220604_06","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",13.9430744089258
"220604_07","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",13.9073498640904
"220606_02","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",15.1226518168606
"220606_04","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",14.9772711890583
"220607_01","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",14.0865254437064
"220607_02","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",13.7608098547663
"220607_03","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",12.3798176310306
"220607_04","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",13.7528212282594
"220609_01","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",13.1134088454458
"220609_02","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",12.2784213726419
"220609_03","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",17.751610847997
"220609_04","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",12.2047272621659
"220609_07","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",17.5843128897235
"220604_01","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",9.94286786981203
"220604_02","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",12.391409750604
"220604_03","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",18.5187265493952
"220604_04","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",17.9237435090449
"220604_05","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",15.1734971014909
"220604_06","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",12.9751994045111
"220604_07","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",14.7662582021482
"220606_02","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",12.6173190401915
"220606_04","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",14.7410160823286
"220607_01","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",15.7232751923
"220607_02","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",15.2560173049733
"220607_03","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",13.9203376799871
"220607_04","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",12.789458629501
"220609_01","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",15.3408844215602
"220609_02","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",12.4844851887292
"220609_03","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",15.7580422929532
"220609_04","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",13.4373346367395
"220609_07","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",14.4927337020922
"220604_01","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",9.79003342309685
"220604_02","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",13.3776327099114
"220604_03","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",18.6416990229863
"220604_04","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",19.3842060989629
"220604_05","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",12.1475024821856
"220604_06","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",13.6545879229036
"220604_07","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",14.1220915417071
"220606_02","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",15.0290745734652
"220606_04","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",16.548993284176
"220607_01","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",15.3000318823213
"220607_02","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",14.3649651822273
"220607_03","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",12.7184984698413
"220607_04","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",14.8290137855531
"220609_01","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",15.6859050581456
"220609_02","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",11.1854296542484
"220609_03","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",17.7246810029949
"220609_04","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",11.0423953239652
