"Sample_1","Sample_2","Site_1","Site_2","Bray_Curtis","Pair"
"220604_06","220707_18","Veragua","Altos de Campana",0.583382564067034,"Veragua vs Altos de Campana"
"220604_07","220707_18","Veragua","Altos de Campana",0.400709089715784,"Veragua vs Altos de Campana"
"220606_02","220707_18","Veragua","Altos de Campana",0.471960782063783,"Veragua vs Altos de Campana"
"220606_04","220707_18","Veragua","Altos de Campana",0.780390900627016,"Veragua vs Altos de Campana"
"220607_01","220707_18","Veragua","Altos de Campana",0.386433699521031,"Veragua vs Altos de Campana"
"220607_02","220707_18","Veragua","Altos de Campana",0.632985628678576,"Veragua vs Altos de Campana"
"220607_03","220707_18","Veragua","Altos de Campana",0.357421958146517,"Veragua vs Altos de Campana"
"220607_04","220707_18","Veragua","Altos de Campana",0.529887053459436,"Veragua vs Altos de Campana"
"220609_01","220707_18","Veragua","Altos de Campana",0.843949324764986,"Veragua vs Altos de Campana"
"220609_02","220707_18","Veragua","Altos de Campana",0.538643858221626,"Veragua vs Altos de Campana"
"220609_03","220707_18","Veragua","Altos de Campana",0.594922651190695,"Veragua vs Altos de Campana"
"220609_04","220707_18","Veragua","Altos de Campana",0.503837633926039,"Veragua vs Altos de Campana"
"220609_07","220707_18","Veragua","Altos de Campana",0.577460062087318,"Veragua vs Altos de Campana"
"220707_11","220707_18","Altos de Campana","Altos de Campana",0.401983649139024,"Altos de Campana vs Altos de Campana"
"220707_12","220707_18","Altos de Campana","Altos de Campana",0.31021070177133,"Altos de Campana vs Altos de Campana"
"220707_13","220707_18","Altos de Campana","Altos de Campana",0.386783363762268,"Altos de Campana vs Altos de Campana"
"220707_14","220707_18","Altos de Campana","Altos de Campana",0.351140684965052,"Altos de Campana vs Altos de Campana"
"220707_15","220707_18","Altos de Campana","Altos de Campana",0.527711069977145,"Altos de Campana vs Altos de Campana"
"220707_16","220707_18","Altos de Campana","Altos de Campana",0.268362219539688,"Altos de Campana vs Altos de Campana"
"220707_17","220707_18","Altos de Campana","Altos de Campana",0.43534751361477,"Altos de Campana vs Altos de Campana"
"220604_01","220707_19","Veragua","Altos de Campana",0.672733548811512,"Veragua vs Altos de Campana"
"220604_02","220707_19","Veragua","Altos de Campana",0.735936285279354,"Veragua vs Altos de Campana"
"220604_03","220707_19","Veragua","Altos de Campana",0.767423578520228,"Veragua vs Altos de Campana"
"220604_04","220707_19","Veragua","Altos de Campana",0.704327683289216,"Veragua vs Altos de Campana"
"220604_05","220707_19","Veragua","Altos de Campana",0.683833344291676,"Veragua vs Altos de Campana"
"220604_06","220707_19","Veragua","Altos de Campana",0.641456218154424,"Veragua vs Altos de Campana"
"220604_07","220707_19","Veragua","Altos de Campana",0.540270604279816,"Veragua vs Altos de Campana"
"220606_02","220707_19","Veragua","Altos de Campana",0.557795127361561,"Veragua vs Altos de Campana"
"220606_04","220707_19","Veragua","Altos de Campana",0.794557580443014,"Veragua vs Altos de Campana"
"220607_01","220707_19","Veragua","Altos de Campana",0.490815899380801,"Veragua vs Altos de Campana"
"220607_02","220707_19","Veragua","Altos de Campana",0.6558561308824,"Veragua vs Altos de Campana"
"220607_03","220707_19","Veragua","Altos de Campana",0.50872498647499,"Veragua vs Altos de Campana"
"220607_04","220707_19","Veragua","Altos de Campana",0.630217118130746,"Veragua vs Altos de Campana"
"220609_01","220707_19","Veragua","Altos de Campana",0.83637699130566,"Veragua vs Altos de Campana"
"220609_02","220707_19","Veragua","Altos de Campana",0.524739886841753,"Veragua vs Altos de Campana"
"220609_03","220707_19","Veragua","Altos de Campana",0.665901435641855,"Veragua vs Altos de Campana"
"220609_04","220707_19","Veragua","Altos de Campana",0.616651132995019,"Veragua vs Altos de Campana"
"220609_07","220707_19","Veragua","Altos de Campana",0.557960346966156,"Veragua vs Altos de Campana"
"220707_11","220707_19","Altos de Campana","Altos de Campana",0.485458447813514,"Altos de Campana vs Altos de Campana"
"220707_12","220707_19","Altos de Campana","Altos de Campana",0.518038239608302,"Altos de Campana vs Altos de Campana"
"220707_13","220707_19","Altos de Campana","Altos de Campana",0.496379235972514,"Altos de Campana vs Altos de Campana"
"220707_14","220707_19","Altos de Campana","Altos de Campana",0.435182615973341,"Altos de Campana vs Altos de Campana"
"220707_15","220707_19","Altos de Campana","Altos de Campana",0.409119645529538,"Altos de Campana vs Altos de Campana"
"220707_16","220707_19","Altos de Campana","Altos de Campana",0.480522586234282,"Altos de Campana vs Altos de Campana"
"220707_17","220707_19","Altos de Campana","Altos de Campana",0.569335580692715,"Altos de Campana vs Altos de Campana"
"220707_18","220707_19","Altos de Campana","Altos de Campana",0.484730563693418,"Altos de Campana vs Altos de Campana"
"220604_01","220707_20","Veragua","Altos de Campana",0.679775327263847,"Veragua vs Altos de Campana"
"220604_02","220707_20","Veragua","Altos de Campana",0.766787881469086,"Veragua vs Altos de Campana"
"220604_03","220707_20","Veragua","Altos de Campana",0.752056343783773,"Veragua vs Altos de Campana"
"220604_04","220707_20","Veragua","Altos de Campana",0.67497485069643,"Veragua vs Altos de Campana"
"220604_05","220707_20","Veragua","Altos de Campana",0.686843150677184,"Veragua vs Altos de Campana"
"220604_06","220707_20","Veragua","Altos de Campana",0.657969401000077,"Veragua vs Altos de Campana"
"220604_07","220707_20","Veragua","Altos de Campana",0.47925742067824,"Veragua vs Altos de Campana"
"220606_02","220707_20","Veragua","Altos de Campana",0.480217976424247,"Veragua vs Altos de Campana"
"220606_04","220707_20","Veragua","Altos de Campana",0.808608966167443,"Veragua vs Altos de Campana"
"220607_01","220707_20","Veragua","Altos de Campana",0.483496174312259,"Veragua vs Altos de Campana"
"220607_02","220707_20","Veragua","Altos de Campana",0.655588687184789,"Veragua vs Altos de Campana"
"220607_03","220707_20","Veragua","Altos de Campana",0.384796428832939,"Veragua vs Altos de Campana"
"220607_04","220707_20","Veragua","Altos de Campana",0.580045718489057,"Veragua vs Altos de Campana"
"220609_01","220707_20","Veragua","Altos de Campana",0.857530646609348,"Veragua vs Altos de Campana"
"220609_02","220707_20","Veragua","Altos de Campana",0.475624549720273,"Veragua vs Altos de Campana"
"220609_03","220707_20","Veragua","Altos de Campana",0.661865792528845,"Veragua vs Altos de Campana"
"220609_04","220707_20","Veragua","Altos de Campana",0.506876409643035,"Veragua vs Altos de Campana"
"220609_07","220707_20","Veragua","Altos de Campana",0.572546256622,"Veragua vs Altos de Campana"
"220707_11","220707_20","Altos de Campana","Altos de Campana",0.41546183866656,"Altos de Campana vs Altos de Campana"
"220707_12","220707_20","Altos de Campana","Altos de Campana",0.410519261398277,"Altos de Campana vs Altos de Campana"
"220707_13","220707_20","Altos de Campana","Altos de Campana",0.324472007128844,"Altos de Campana vs Altos de Campana"
"220707_14","220707_20","Altos de Campana","Altos de Campana",0.294632581164232,"Altos de Campana vs Altos de Campana"
"220707_15","220707_20","Altos de Campana","Altos de Campana",0.531841673025735,"Altos de Campana vs Altos de Campana"
"220707_16","220707_20","Altos de Campana","Altos de Campana",0.341244960051603,"Altos de Campana vs Altos de Campana"
"220707_17","220707_20","Altos de Campana","Altos de Campana",0.425369505505729,"Altos de Campana vs Altos de Campana"
"220707_18","220707_20","Altos de Campana","Altos de Campana",0.383349641292201,"Altos de Campana vs Altos de Campana"
"220707_19","220707_20","Altos de Campana","Altos de Campana",0.406339956534663,"Altos de Campana vs Altos de Campana"
"220604_01","220708_01","Veragua","Soberanía",0.506291617774829,"Veragua vs Soberanía"
"220604_02","220708_01","Veragua","Soberanía",0.583787847420823,"Veragua vs Soberanía"
"220604_03","220708_01","Veragua","Soberanía",0.724538271147648,"Veragua vs Soberanía"
"220604_04","220708_01","Veragua","Soberanía",0.566444488018025,"Veragua vs Soberanía"
"220604_05","220708_01","Veragua","Soberanía",0.523020904231527,"Veragua vs Soberanía"
"220604_06","220708_01","Veragua","Soberanía",0.476148816684152,"Veragua vs Soberanía"
"220604_07","220708_01","Veragua","Soberanía",0.322749234547667,"Veragua vs Soberanía"
"220606_02","220708_01","Veragua","Soberanía",0.420822021828724,"Veragua vs Soberanía"
"220606_04","220708_01","Veragua","Soberanía",0.695101801062645,"Veragua vs Soberanía"
"220607_01","220708_01","Veragua","Soberanía",0.50140130526872,"Veragua vs Soberanía"
"220607_02","220708_01","Veragua","Soberanía",0.621671737542464,"Veragua vs Soberanía"
"220607_03","220708_01","Veragua","Soberanía",0.337307125895836,"Veragua vs Soberanía"
"220607_04","220708_01","Veragua","Soberanía",0.444997649540138,"Veragua vs Soberanía"
"220609_01","220708_01","Veragua","Soberanía",0.754884509136774,"Veragua vs Soberanía"
"220609_02","220708_01","Veragua","Soberanía",0.465517781021253,"Veragua vs Soberanía"
"220609_03","220708_01","Veragua","Soberanía",0.47045493196072,"Veragua vs Soberanía"
"220609_04","220708_01","Veragua","Soberanía",0.40555542322566,"Veragua vs Soberanía"
"220609_07","220708_01","Veragua","Soberanía",0.533096114474276,"Veragua vs Soberanía"
"220707_11","220708_01","Altos de Campana","Soberanía",0.369072972999762,"Altos de Campana vs Soberanía"
"220707_12","220708_01","Altos de Campana","Soberanía",0.391717638794182,"Altos de Campana vs Soberanía"
"220707_13","220708_01","Altos de Campana","Soberanía",0.431096255106772,"Altos de Campana vs Soberanía"
"220707_14","220708_01","Altos de Campana","Soberanía",0.359032898365771,"Altos de Campana vs Soberanía"
"220707_15","220708_01","Altos de Campana","Soberanía",0.546392887319356,"Altos de Campana vs Soberanía"
"220707_16","220708_01","Altos de Campana","Soberanía",0.442159145225798,"Altos de Campana vs Soberanía"
"220707_17","220708_01","Altos de Campana","Soberanía",0.523297018108076,"Altos de Campana vs Soberanía"
"220707_18","220708_01","Altos de Campana","Soberanía",0.415197866264464,"Altos de Campana vs Soberanía"
"220707_19","220708_01","Altos de Campana","Soberanía",0.537344647765836,"Altos de Campana vs Soberanía"
"220707_20","220708_01","Altos de Campana","Soberanía",0.457121492016532,"Altos de Campana vs Soberanía"
"220604_01","220708_02","Veragua","Soberanía",0.524931766532849,"Veragua vs Soberanía"
"220604_02","220708_02","Veragua","Soberanía",0.582027421448928,"Veragua vs Soberanía"
"220604_03","220708_02","Veragua","Soberanía",0.807218084486826,"Veragua vs Soberanía"
"220604_04","220708_02","Veragua","Soberanía",0.690950902652749,"Veragua vs Soberanía"
"220604_05","220708_02","Veragua","Soberanía",0.627002722963368,"Veragua vs Soberanía"
"220604_06","220708_02","Veragua","Soberanía",0.56318403962649,"Veragua vs Soberanía"
"220604_07","220708_02","Veragua","Soberanía",0.467561226274187,"Veragua vs Soberanía"
"220606_02","220708_02","Veragua","Soberanía",0.55322980312519,"Veragua vs Soberanía"
"220606_04","220708_02","Veragua","Soberanía",0.779968473485074,"Veragua vs Soberanía"
"220607_01","220708_02","Veragua","Soberanía",0.584829011386653,"Veragua vs Soberanía"
"220607_02","220708_02","Veragua","Soberanía",0.718390265310988,"Veragua vs Soberanía"
"220607_03","220708_02","Veragua","Soberanía",0.486238130417179,"Veragua vs Soberanía"
"220607_04","220708_02","Veragua","Soberanía",0.525219040844223,"Veragua vs Soberanía"
"220609_01","220708_02","Veragua","Soberanía",0.807501133235752,"Veragua vs Soberanía"
"220609_02","220708_02","Veragua","Soberanía",0.533724734625386,"Veragua vs Soberanía"
"220609_03","220708_02","Veragua","Soberanía",0.525179209451144,"Veragua vs Soberanía"
"220609_04","220708_02","Veragua","Soberanía",0.637470822375957,"Veragua vs Soberanía"
"220609_07","220708_02","Veragua","Soberanía",0.660124339977608,"Veragua vs Soberanía"
"220707_11","220708_02","Altos de Campana","Soberanía",0.525216516792805,"Altos de Campana vs Soberanía"
"220707_12","220708_02","Altos de Campana","Soberanía",0.541489565234367,"Altos de Campana vs Soberanía"
"220707_13","220708_02","Altos de Campana","Soberanía",0.39102030879037,"Altos de Campana vs Soberanía"
"220707_14","220708_02","Altos de Campana","Soberanía",0.478469831186305,"Altos de Campana vs Soberanía"
"220707_15","220708_02","Altos de Campana","Soberanía",0.576473521838618,"Altos de Campana vs Soberanía"
"220707_16","220708_02","Altos de Campana","Soberanía",0.61231487572704,"Altos de Campana vs Soberanía"
"220707_17","220708_02","Altos de Campana","Soberanía",0.586511646964954,"Altos de Campana vs Soberanía"
"220707_18","220708_02","Altos de Campana","Soberanía",0.543213094118894,"Altos de Campana vs Soberanía"
"220707_19","220708_02","Altos de Campana","Soberanía",0.601959281537231,"Altos de Campana vs Soberanía"
"220707_20","220708_02","Altos de Campana","Soberanía",0.572458994177218,"Altos de Campana vs Soberanía"
"220708_01","220708_02","Soberanía","Soberanía",0.515275017535202,"Soberanía vs Soberanía"
"220604_01","220708_03","Veragua","Soberanía",0.524919914802596,"Veragua vs Soberanía"
"220604_02","220708_03","Veragua","Soberanía",0.612379116658742,"Veragua vs Soberanía"
"220604_03","220708_03","Veragua","Soberanía",0.77883809316207,"Veragua vs Soberanía"
"220604_04","220708_03","Veragua","Soberanía",0.663714435304823,"Veragua vs Soberanía"
"220604_05","220708_03","Veragua","Soberanía",0.61422972526129,"Veragua vs Soberanía"
"220604_06","220708_03","Veragua","Soberanía",0.560669143331769,"Veragua vs Soberanía"
"220604_07","220708_03","Veragua","Soberanía",0.449470861061411,"Veragua vs Soberanía"
"220606_02","220708_03","Veragua","Soberanía",0.554316567871303,"Veragua vs Soberanía"
"220606_04","220708_03","Veragua","Soberanía",0.801106815435782,"Veragua vs Soberanía"
"220607_01","220708_03","Veragua","Soberanía",0.525732156079538,"Veragua vs Soberanía"
"220607_02","220708_03","Veragua","Soberanía",0.715595888457089,"Veragua vs Soberanía"
"220607_03","220708_03","Veragua","Soberanía",0.451649623725564,"Veragua vs Soberanía"
"220607_04","220708_03","Veragua","Soberanía",0.495944661152823,"Veragua vs Soberanía"
"220609_01","220708_03","Veragua","Soberanía",0.833960570353955,"Veragua vs Soberanía"
"220609_02","220708_03","Veragua","Soberanía",0.54802060478892,"Veragua vs Soberanía"
"220609_03","220708_03","Veragua","Soberanía",0.502157707431554,"Veragua vs Soberanía"
"220609_04","220708_03","Veragua","Soberanía",0.604467457050046,"Veragua vs Soberanía"
"220609_07","220708_03","Veragua","Soberanía",0.660559137416029,"Veragua vs Soberanía"
"220707_11","220708_03","Altos de Campana","Soberanía",0.500533395923265,"Altos de Campana vs Soberanía"
"220707_12","220708_03","Altos de Campana","Soberanía",0.469941049784941,"Altos de Campana vs Soberanía"
"220707_13","220708_03","Altos de Campana","Soberanía",0.394220354882525,"Altos de Campana vs Soberanía"
"220707_14","220708_03","Altos de Campana","Soberanía",0.449868192269325,"Altos de Campana vs Soberanía"
"220707_15","220708_03","Altos de Campana","Soberanía",0.552407877512276,"Altos de Campana vs Soberanía"
"220707_16","220708_03","Altos de Campana","Soberanía",0.547763344666739,"Altos de Campana vs Soberanía"
"220707_17","220708_03","Altos de Campana","Soberanía",0.534395251897888,"Altos de Campana vs Soberanía"
"220707_18","220708_03","Altos de Campana","Soberanía",0.476201067968032,"Altos de Campana vs Soberanía"
"220707_19","220708_03","Altos de Campana","Soberanía",0.583647737991514,"Altos de Campana vs Soberanía"
"220707_20","220708_03","Altos de Campana","Soberanía",0.516275189446688,"Altos de Campana vs Soberanía"
"220708_01","220708_03","Soberanía","Soberanía",0.4714415061211,"Soberanía vs Soberanía"
"220708_02","220708_03","Soberanía","Soberanía",0.23637573236933,"Soberanía vs Soberanía"
"220604_01","220708_04","Veragua","Soberanía",0.559553735398428,"Veragua vs Soberanía"
"220604_02","220708_04","Veragua","Soberanía",0.633100903118441,"Veragua vs Soberanía"
"220604_03","220708_04","Veragua","Soberanía",0.792081872746496,"Veragua vs Soberanía"
"220604_04","220708_04","Veragua","Soberanía",0.645964942787902,"Veragua vs Soberanía"
"220604_05","220708_04","Veragua","Soberanía",0.592125217490659,"Veragua vs Soberanía"
"220604_06","220708_04","Veragua","Soberanía",0.571902304165223,"Veragua vs Soberanía"
"220604_07","220708_04","Veragua","Soberanía",0.493093035449108,"Veragua vs Soberanía"
"220606_02","220708_04","Veragua","Soberanía",0.502470521906736,"Veragua vs Soberanía"
"220606_04","220708_04","Veragua","Soberanía",0.730701937620463,"Veragua vs Soberanía"
"220607_01","220708_04","Veragua","Soberanía",0.615777933154519,"Veragua vs Soberanía"
"220607_02","220708_04","Veragua","Soberanía",0.648638748296593,"Veragua vs Soberanía"
"220607_03","220708_04","Veragua","Soberanía",0.53834582303564,"Veragua vs Soberanía"
"220607_04","220708_04","Veragua","Soberanía",0.578751012737326,"Veragua vs Soberanía"
"220609_01","220708_04","Veragua","Soberanía",0.751388482554205,"Veragua vs Soberanía"
"220609_02","220708_04","Veragua","Soberanía",0.506323796321627,"Veragua vs Soberanía"
"220609_03","220708_04","Veragua","Soberanía",0.588310407592817,"Veragua vs Soberanía"
"220609_04","220708_04","Veragua","Soberanía",0.588451536041026,"Veragua vs Soberanía"
"220609_07","220708_04","Veragua","Soberanía",0.638193921768211,"Veragua vs Soberanía"
"220707_11","220708_04","Altos de Campana","Soberanía",0.52935417935259,"Altos de Campana vs Soberanía"
"220707_12","220708_04","Altos de Campana","Soberanía",0.604324434199668,"Altos de Campana vs Soberanía"
"220707_13","220708_04","Altos de Campana","Soberanía",0.46895125774175,"Altos de Campana vs Soberanía"
"220707_14","220708_04","Altos de Campana","Soberanía",0.485950027854685,"Altos de Campana vs Soberanía"
"220707_15","220708_04","Altos de Campana","Soberanía",0.636141489657113,"Altos de Campana vs Soberanía"
"220707_16","220708_04","Altos de Campana","Soberanía",0.619217292541691,"Altos de Campana vs Soberanía"
"220707_17","220708_04","Altos de Campana","Soberanía",0.577645668285274,"Altos de Campana vs Soberanía"
"220707_18","220708_04","Altos de Campana","Soberanía",0.547625007396539,"Altos de Campana vs Soberanía"
"220707_19","220708_04","Altos de Campana","Soberanía",0.601505868967013,"Altos de Campana vs Soberanía"
"220707_20","220708_04","Altos de Campana","Soberanía",0.558980577686212,"Altos de Campana vs Soberanía"
"220708_01","220708_04","Soberanía","Soberanía",0.508773635574399,"Soberanía vs Soberanía"
"220708_02","220708_04","Soberanía","Soberanía",0.273552854397869,"Soberanía vs Soberanía"
"220708_03","220708_04","Soberanía","Soberanía",0.384346657511507,"Soberanía vs Soberanía"
"220604_01","220708_05","Veragua","Soberanía",0.656228899176416,"Veragua vs Soberanía"
"220604_02","220708_05","Veragua","Soberanía",0.713152809484795,"Veragua vs Soberanía"
"220604_03","220708_05","Veragua","Soberanía",0.824439318425408,"Veragua vs Soberanía"
"220604_04","220708_05","Veragua","Soberanía",0.7634077570565,"Veragua vs Soberanía"
"220604_05","220708_05","Veragua","Soberanía",0.694272652057002,"Veragua vs Soberanía"
"220604_06","220708_05","Veragua","Soberanía",0.683849584530623,"Veragua vs Soberanía"
"220604_07","220708_05","Veragua","Soberanía",0.620399043948433,"Veragua vs Soberanía"
"220606_02","220708_05","Veragua","Soberanía",0.656466587296125,"Veragua vs Soberanía"
"220606_04","220708_05","Veragua","Soberanía",0.812793815128351,"Veragua vs Soberanía"
"220607_01","220708_05","Veragua","Soberanía",0.646279093918072,"Veragua vs Soberanía"
"220607_02","220708_05","Veragua","Soberanía",0.752614667182699,"Veragua vs Soberanía"
"220607_03","220708_05","Veragua","Soberanía",0.608618461795922,"Veragua vs Soberanía"
"220607_04","220708_05","Veragua","Soberanía",0.694398633109733,"Veragua vs Soberanía"
"220609_01","220708_05","Veragua","Soberanía",0.852509715853055,"Veragua vs Soberanía"
"220609_02","220708_05","Veragua","Soberanía",0.598764419644218,"Veragua vs Soberanía"
"220609_03","220708_05","Veragua","Soberanía",0.677931197450307,"Veragua vs Soberanía"
"220609_04","220708_05","Veragua","Soberanía",0.709349285979128,"Veragua vs Soberanía"
"220609_07","220708_05","Veragua","Soberanía",0.704998824065033,"Veragua vs Soberanía"
"220707_11","220708_05","Altos de Campana","Soberanía",0.604626742869045,"Altos de Campana vs Soberanía"
"220707_12","220708_05","Altos de Campana","Soberanía",0.636266531991296,"Altos de Campana vs Soberanía"
"220707_13","220708_05","Altos de Campana","Soberanía",0.43485142347503,"Altos de Campana vs Soberanía"
"220707_14","220708_05","Altos de Campana","Soberanía",0.566679993485136,"Altos de Campana vs Soberanía"
"220707_15","220708_05","Altos de Campana","Soberanía",0.608722503961517,"Altos de Campana vs Soberanía"
"220707_16","220708_05","Altos de Campana","Soberanía",0.69008278820609,"Altos de Campana vs Soberanía"
"220707_17","220708_05","Altos de Campana","Soberanía",0.626065745489373,"Altos de Campana vs Soberanía"
"220707_18","220708_05","Altos de Campana","Soberanía",0.612629636507359,"Altos de Campana vs Soberanía"
"220707_19","220708_05","Altos de Campana","Soberanía",0.581390330189241,"Altos de Campana vs Soberanía"
"220707_20","220708_05","Altos de Campana","Soberanía",0.61401418844801,"Altos de Campana vs Soberanía"
"220708_01","220708_05","Soberanía","Soberanía",0.587424945655412,"Soberanía vs Soberanía"
"220708_02","220708_05","Soberanía","Soberanía",0.38874170019617,"Soberanía vs Soberanía"
"220708_03","220708_05","Soberanía","Soberanía",0.450005314052762,"Soberanía vs Soberanía"
"220708_04","220708_05","Soberanía","Soberanía",0.474065687816878,"Soberanía vs Soberanía"
"220604_01","220708_06","Veragua","Soberanía",0.523974930761192,"Veragua vs Soberanía"
"220604_02","220708_06","Veragua","Soberanía",0.559938748222882,"Veragua vs Soberanía"
"220604_03","220708_06","Veragua","Soberanía",0.793871165535554,"Veragua vs Soberanía"
"220604_04","220708_06","Veragua","Soberanía",0.683591162460568,"Veragua vs Soberanía"
"220604_05","220708_06","Veragua","Soberanía",0.606129011746612,"Veragua vs Soberanía"
"220604_06","220708_06","Veragua","Soberanía",0.561063159009726,"Veragua vs Soberanía"
"220604_07","220708_06","Veragua","Soberanía",0.49063923965971,"Veragua vs Soberanía"
"220606_02","220708_06","Veragua","Soberanía",0.541071021618649,"Veragua vs Soberanía"
"220606_04","220708_06","Veragua","Soberanía",0.746023661536757,"Veragua vs Soberanía"
"220607_01","220708_06","Veragua","Soberanía",0.624663729911609,"Veragua vs Soberanía"
"220607_02","220708_06","Veragua","Soberanía",0.696780120894012,"Veragua vs Soberanía"
"220607_03","220708_06","Veragua","Soberanía",0.501666883524401,"Veragua vs Soberanía"
"220607_04","220708_06","Veragua","Soberanía",0.495739521198267,"Veragua vs Soberanía"
"220609_01","220708_06","Veragua","Soberanía",0.776370375395379,"Veragua vs Soberanía"
"220609_02","220708_06","Veragua","Soberanía",0.526899252543816,"Veragua vs Soberanía"
"220609_03","220708_06","Veragua","Soberanía",0.506787211621505,"Veragua vs Soberanía"
"220609_04","220708_06","Veragua","Soberanía",0.630328225651338,"Veragua vs Soberanía"
"220609_07","220708_06","Veragua","Soberanía",0.676691156938823,"Veragua vs Soberanía"
"220707_11","220708_06","Altos de Campana","Soberanía",0.524982408083748,"Altos de Campana vs Soberanía"
"220707_12","220708_06","Altos de Campana","Soberanía",0.575616521371636,"Altos de Campana vs Soberanía"
"220707_13","220708_06","Altos de Campana","Soberanía",0.407443840973087,"Altos de Campana vs Soberanía"
"220707_14","220708_06","Altos de Campana","Soberanía",0.503218175800599,"Altos de Campana vs Soberanía"
"220707_15","220708_06","Altos de Campana","Soberanía",0.57557853303814,"Altos de Campana vs Soberanía"
"220707_16","220708_06","Altos de Campana","Soberanía",0.659255745434187,"Altos de Campana vs Soberanía"
"220707_17","220708_06","Altos de Campana","Soberanía",0.603257373880416,"Altos de Campana vs Soberanía"
"220707_18","220708_06","Altos de Campana","Soberanía",0.575253805688334,"Altos de Campana vs Soberanía"
"220707_19","220708_06","Altos de Campana","Soberanía",0.623936478788806,"Altos de Campana vs Soberanía"
"220707_20","220708_06","Altos de Campana","Soberanía",0.576192032004762,"Altos de Campana vs Soberanía"
"220708_01","220708_06","Soberanía","Soberanía",0.504254136521318,"Soberanía vs Soberanía"
"220708_02","220708_06","Soberanía","Soberanía",0.283448865813268,"Soberanía vs Soberanía"
"220708_03","220708_06","Soberanía","Soberanía",0.334184026532607,"Soberanía vs Soberanía"
"220708_04","220708_06","Soberanía","Soberanía",0.384772587226823,"Soberanía vs Soberanía"
"220708_05","220708_06","Soberanía","Soberanía",0.421516376933397,"Soberanía vs Soberanía"
"220604_01","220708_07","Veragua","Soberanía",0.623586355654901,"Veragua vs Soberanía"
"220604_02","220708_07","Veragua","Soberanía",0.718186871705856,"Veragua vs Soberanía"
"220604_03","220708_07","Veragua","Soberanía",0.729401466758123,"Veragua vs Soberanía"
"220604_04","220708_07","Veragua","Soberanía",0.654233714852392,"Veragua vs Soberanía"
"220604_05","220708_07","Veragua","Soberanía",0.632625953839458,"Veragua vs Soberanía"
"220604_06","220708_07","Veragua","Soberanía",0.59546587765096,"Veragua vs Soberanía"
"220604_07","220708_07","Veragua","Soberanía",0.45730697432604,"Veragua vs Soberanía"
"220606_02","220708_07","Veragua","Soberanía",0.456203387125689,"Veragua vs Soberanía"
"220606_04","220708_07","Veragua","Soberanía",0.755026510823258,"Veragua vs Soberanía"
"220607_01","220708_07","Veragua","Soberanía",0.530985474954617,"Veragua vs Soberanía"
"220607_02","220708_07","Veragua","Soberanía",0.6490981533713,"Veragua vs Soberanía"
"220607_03","220708_07","Veragua","Soberanía",0.430016018319648,"Veragua vs Soberanía"
"220607_04","220708_07","Veragua","Soberanía",0.554476065935551,"Veragua vs Soberanía"
"220609_01","220708_07","Veragua","Soberanía",0.821201206293604,"Veragua vs Soberanía"
"220609_02","220708_07","Veragua","Soberanía",0.417441634145551,"Veragua vs Soberanía"
"220609_03","220708_07","Veragua","Soberanía",0.605361803505779,"Veragua vs Soberanía"
"220609_04","220708_07","Veragua","Soberanía",0.52136971285619,"Veragua vs Soberanía"
"220609_07","220708_07","Veragua","Soberanía",0.513954076661217,"Veragua vs Soberanía"
"220707_11","220708_07","Altos de Campana","Soberanía",0.415631375479268,"Altos de Campana vs Soberanía"
"220707_12","220708_07","Altos de Campana","Soberanía",0.479902402282026,"Altos de Campana vs Soberanía"
"220707_13","220708_07","Altos de Campana","Soberanía",0.329542722622714,"Altos de Campana vs Soberanía"
"220707_14","220708_07","Altos de Campana","Soberanía",0.337588992171795,"Altos de Campana vs Soberanía"
"220707_15","220708_07","Altos de Campana","Soberanía",0.570095850691408,"Altos de Campana vs Soberanía"
"220707_16","220708_07","Altos de Campana","Soberanía",0.458191758662997,"Altos de Campana vs Soberanía"
"220707_17","220708_07","Altos de Campana","Soberanía",0.475892022931187,"Altos de Campana vs Soberanía"
"220707_18","220708_07","Altos de Campana","Soberanía",0.433523191285429,"Altos de Campana vs Soberanía"
"220707_19","220708_07","Altos de Campana","Soberanía",0.490362780189037,"Altos de Campana vs Soberanía"
"220707_20","220708_07","Altos de Campana","Soberanía",0.371109499247187,"Altos de Campana vs Soberanía"
"220708_01","220708_07","Soberanía","Soberanía",0.415790009004574,"Soberanía vs Soberanía"
"220708_02","220708_07","Soberanía","Soberanía",0.423658509239458,"Soberanía vs Soberanía"
"220708_03","220708_07","Soberanía","Soberanía",0.376240691517415,"Soberanía vs Soberanía"
"220708_04","220708_07","Soberanía","Soberanía",0.430979345342801,"Soberanía vs Soberanía"
"220708_05","220708_07","Soberanía","Soberanía",0.518962955330188,"Soberanía vs Soberanía"
"220708_06","220708_07","Soberanía","Soberanía",0.487259585228616,"Soberanía vs Soberanía"
"220604_01","220708_08","Veragua","Soberanía",0.669617275413686,"Veragua vs Soberanía"
"220604_02","220708_08","Veragua","Soberanía",0.746070287101752,"Veragua vs Soberanía"
"220604_03","220708_08","Veragua","Soberanía",0.744162021838965,"Veragua vs Soberanía"
"220604_04","220708_08","Veragua","Soberanía",0.658842876964257,"Veragua vs Soberanía"
"220604_05","220708_08","Veragua","Soberanía",0.664033089097109,"Veragua vs Soberanía"
"220604_06","220708_08","Veragua","Soberanía",0.64620491823802,"Veragua vs Soberanía"
