"Sample_1","Sample_2","Site_1","Site_2","Pair","Metric","Distance"
"250607_07","220708_04","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",52.360986421664
"250607_08","220708_04","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",43.8449735460231
"250607_09","220708_04","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",42.6336328638544
"250607_10","220708_04","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",42.4223283946449
"250607_01","220708_05","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",42.1759018769498
"250607_02","220708_05","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",40.246223861138
"250607_03","220708_05","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",44.450194362842
"250607_04","220708_05","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",30.2298886975129
"250607_05","220708_05","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",36.4311852197228
"250607_07","220708_05","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",51.0216796737097
"250607_08","220708_05","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",42.0931409523264
"250607_09","220708_05","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",39.1377915422385
"250607_10","220708_05","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",37.0834679360617
"250607_01","220708_06","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",41.4062451511624
"250607_02","220708_06","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",36.5927720637294
"250607_03","220708_06","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",38.4248506389052
"250607_04","220708_06","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",36.6402340586961
"250607_05","220708_06","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",40.1648917161344
"250607_07","220708_06","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",46.6643444416774
"250607_08","220708_06","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",39.5926168788304
"250607_09","220708_06","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",37.5302674059789
"250607_10","220708_06","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",39.535862370116
"250607_01","220708_07","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",44.5668281472128
"250607_02","220708_07","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",43.739388785228
"250607_03","220708_07","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",42.7676112019923
"250607_04","220708_07","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",37.8572133087715
"250607_05","220708_07","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",42.3224404784099
"250607_07","220708_07","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",48.1442850414873
"250607_08","220708_07","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",45.1697039051412
"250607_09","220708_07","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",43.5823631304318
"250607_10","220708_07","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",41.2726618267509
"250607_01","220708_08","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",42.5447437524622
"250607_02","220708_08","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",41.4815033670965
"250607_03","220708_08","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",39.9113848962942
"250607_04","220708_08","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",38.3073929618829
"250607_05","220708_08","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",44.6070210644941
"250607_07","220708_08","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",46.2116073528387
"250607_08","220708_08","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",41.026107926922
"250607_09","220708_08","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",42.4078116480075
"250607_10","220708_08","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",40.178517578077
"250607_01","220708_09","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",49.7003142744435
"250607_02","220708_09","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",46.2808893340341
"250607_03","220708_09","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",45.3870093128973
"250607_04","220708_09","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",41.2262221066853
"250607_05","220708_09","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",47.7135745184313
"250607_07","220708_09","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",51.9994895708558
"250607_08","220708_09","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",49.6190621563014
"250607_09","220708_09","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",46.1118577694888
"250607_10","220708_09","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",46.4450081037254
"250607_01","220708_10","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",40.4605711689127
"250607_02","220708_10","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",43.0443967530668
"250607_03","220708_10","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",45.8927323699366
"250607_04","220708_10","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",38.5508294935256
"250607_05","220708_10","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",44.4788224487492
"250607_07","220708_10","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",50.6080400964578
"250607_08","220708_10","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",44.8321266322657
"250607_09","220708_10","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",44.7099623836749
"250607_10","220708_10","Lost","Soberanía","Lost vs Soberanía","CLR-Aitchison",37.5074934943713
"220604_01","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",44.0839483211188
"220604_02","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",45.661345939683
"220604_03","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",52.0553508454028
"220604_04","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",48.8058900286647
"220604_05","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",48.7817705864175
"220604_06","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",45.3875861421919
"220604_07","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",50.6896038276353
"220606_02","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",43.0348880761661
"220606_04","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",40.3312390311106
"220607_01","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",39.8762171978161
"220607_02","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",43.8560640407628
"220607_03","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",39.3992023481618
"220607_04","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",40.8268858272863
"220609_01","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",48.0670041528427
"220609_02","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",47.5076179480139
"220609_03","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",49.145055386255
"220609_04","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",42.6528597015469
"220609_07","220707_11","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",50.7929612585183
"220604_01","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",45.1200411523014
"220604_02","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",47.6797493188939
"220604_03","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",49.247924242074
"220604_04","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",48.6074289818234
"220604_05","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",51.3901207826512
"220604_06","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",49.0179450353464
"220604_07","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",46.5897117035213
"220606_02","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",43.4712317512381
"220606_04","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",42.3764290743817
"220607_01","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",37.4658669646302
"220607_02","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",46.1181108852101
"220607_03","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",32.2522430233745
"220607_04","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",40.2275181190166
"220609_01","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",51.6236133958556
"220609_02","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",54.7923931930986
"220609_03","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",53.2731647215735
"220609_04","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",40.1541463732546
"220609_07","220707_12","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",55.9051551698791
"220604_01","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",43.2800245116166
"220604_02","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",47.824702956517
"220604_03","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",47.5873319494907
"220604_04","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",48.723844656341
"220604_05","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",51.8623681420308
"220604_06","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",47.4195712336715
"220604_07","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",48.8280361847794
"220606_02","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",45.4524473898867
"220606_04","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",40.3780395381055
"220607_01","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",39.7231876903533
"220607_02","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",45.975715203418
"220607_03","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",35.5922959351705
"220607_04","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",41.3938025468721
"220609_01","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",52.0901537183518
"220609_02","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",50.4211979648265
"220609_03","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",52.4444573479747
"220609_04","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",40.230551583677
"220609_07","220707_13","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",52.0447243231376
"220604_01","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",41.4479194930038
"220604_02","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",42.2609791101366
"220604_03","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",46.1908740640589
"220604_04","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",44.2592382643943
"220604_05","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",47.7195780107139
"220604_06","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",43.4393284563874
"220604_07","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",49.2171898761549
"220606_02","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",42.7032477947335
"220606_04","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",36.3988003640708
"220607_01","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",39.3284812100871
"220607_02","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",40.3635004698489
"220607_03","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",36.2984865587894
"220607_04","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",38.041400091742
"220609_01","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",45.9280478328353
"220609_02","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",47.3603725224646
"220609_03","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",50.8435089462626
"220609_04","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",39.7512429171019
"220609_07","220707_14","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",49.3426248473258
"220604_01","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",40.9720178514465
"220604_02","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",42.0733755197107
"220604_03","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",47.6483673217989
"220604_04","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",46.3957886328766
"220604_05","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",47.6923998679343
"220604_06","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",45.4857371092698
"220604_07","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",52.4319625688006
"220606_02","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",43.3388310582912
"220606_04","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",37.7426784194912
"220607_01","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",37.7761824666655
"220607_02","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",41.351025886704
"220607_03","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",41.5578260947024
"220607_04","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",41.1599724801601
"220609_01","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",45.8568862052414
"220609_02","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",49.3452092921733
"220609_03","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",49.8167162655999
"220609_04","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",44.4126112633284
"220609_07","220707_15","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",51.6252581497311
"220604_01","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",46.087044282304
"220604_02","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",47.950790509699
"220604_03","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",51.7626911080734
"220604_04","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",49.1467786279971
"220604_05","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",51.4986623345988
"220604_06","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",48.0800489907066
"220604_07","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",48.8977664302843
"220606_02","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",45.2119766821074
"220606_04","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",40.6026441487472
"220607_01","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",36.5430303631771
"220607_02","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",44.7382009686218
"220607_03","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",34.4114583517242
"220607_04","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",41.0893827469096
"220609_01","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",51.2433427855228
"220609_02","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",53.9608531833604
"220609_03","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",54.4533695042492
"220609_04","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",41.1418046986184
"220609_07","220707_16","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",57.3690182272041
"220604_01","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",46.2460481040247
"220604_02","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",46.8966915607513
"220604_03","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",48.6454264985069
"220604_04","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",48.4339342828033
"220604_05","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",51.6844515709087
"220604_06","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",48.0414026006138
"220604_07","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",50.5592972431251
"220606_02","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",43.0421260095755
"220606_04","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",40.7215947119624
"220607_01","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",38.3651490289575
"220607_02","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",44.5407732222379
"220607_03","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",36.9241890620633
"220607_04","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",41.0988177920924
"220609_01","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",50.3979827148312
"220609_02","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",52.8813427787144
"220609_03","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",50.890686911318
"220609_04","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",42.4012779163108
"220609_07","220707_17","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",57.8172273541246
"220604_01","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",47.926085837268
"220604_02","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",50.3524528054394
"220604_03","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",53.6300873731256
"220604_04","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",50.2729980129265
"220604_05","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",54.1478961762596
"220604_06","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",50.2905295601589
"220604_07","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",49.5467790522834
"220606_02","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",47.7368841697506
"220606_04","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",44.58605808758
"220607_01","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",35.9247894602611
"220607_02","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",45.7263727912272
"220607_03","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",35.0043783946568
"220607_04","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",43.1863506295818
"220609_01","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",54.626613858894
"220609_02","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",54.153402667052
"220609_03","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",56.6309190327886
"220609_04","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",45.0145688149404
"220609_07","220707_18","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",58.5192763355563
"220604_01","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",43.8276151891145
"220604_02","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",46.8434287152675
"220604_03","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",51.9008043032032
"220604_04","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",50.9674800889428
"220604_05","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",51.2660904234747
"220604_06","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",45.3916066305198
"220604_07","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",54.216241081843
"220606_02","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",44.6348482825486
"220606_04","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",40.9474104073956
"220607_01","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",37.8574170104438
"220607_02","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",43.4744521437526
"220607_03","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",43.18271230175
"220607_04","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",43.0114532986352
"220609_01","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",50.0907050516161
"220609_02","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",50.7275541468984
"220609_03","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",53.8451180463832
"220609_04","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",46.2773040750156
"220609_07","220707_19","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",53.1001824743515
"220604_01","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",47.1024998626271
"220604_02","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",50.0528981326447
"220604_03","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",48.9011824191633
"220604_04","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",51.768733786967
"220604_05","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",55.7124462319889
"220604_06","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",50.5396775614764
"220604_07","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",52.8880713883467
"220606_02","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",45.4171687677684
"220606_04","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",43.9671086197835
"220607_01","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",42.9581717073418
"220607_02","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",48.4609549792237
"220607_03","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",37.4677358783346
"220607_04","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",44.3464798904612
"220609_01","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",54.1545873890001
"220609_02","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",53.4146148569722
"220609_03","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",56.7204609223794
"220609_04","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",41.5943428303904
"220609_07","220707_20","Veragua","Campana","Veragua vs Campana","CLR-Aitchison",57.0299449366897
"220604_01","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",38.7947760470364
"220604_02","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",39.8812290946586
"220604_03","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",43.9129405190131
"220604_04","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",42.703399943026
"220604_05","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",43.7515617624304
"220604_06","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",41.2416648066104
"220604_07","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",43.8005032233381
"220606_02","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",41.6028204476647
"220606_04","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",35.583461805237
"220607_01","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",40.45119297508
"220607_02","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",43.7724440432541
"220607_03","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",37.7069018732553
"220607_04","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",40.9563420320245
"220609_01","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",43.7283774281497
"220609_02","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",46.8055328500672
"220609_03","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",46.8645174393496
"220609_04","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",39.6517461501578
"220609_07","220708_01","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",50.2845539912374
"220604_01","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",35.2320571542112
"220604_02","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",37.6084025681408
"220604_03","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",49.0072571818711
"220604_04","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",42.8195069141934
"220604_05","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",44.907560140928
"220604_06","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",41.4065751375775
"220604_07","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",46.9566020009753
"220606_02","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",40.4581926341832
"220606_04","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",34.5699284818476
"220607_01","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",37.61212488747
"220607_02","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",40.6849790862694
"220607_03","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",43.0336934720203
"220607_04","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",39.556770963716
"220609_01","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",41.2694555727084
"220609_02","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",48.2857182712452
"220609_03","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",45.255710852818
"220609_04","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",43.7531540610978
"220609_07","220708_02","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",49.69019219347
"220604_01","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",39.7746468672373
"220604_02","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",40.5381227494114
"220604_03","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",45.911663374483
"220604_04","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",44.5184816524083
"220604_05","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",43.4854145271545
"220604_06","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",44.5127848119831
"220604_07","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",49.0629303827926
"220606_02","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",43.4364705327867
"220606_04","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",37.8724210979008
"220607_01","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",39.9296003747556
"220607_02","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",43.6036142244422
