"Sample_1","Sample_2","Site_1","Site_2","Pair","Metric","Distance"
"220607_03","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",44.3170309610546
"220607_04","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",40.7162085186485
"220609_01","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",45.1168349237301
"220609_02","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",50.2921319102724
"220609_03","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",47.5905318521369
"220609_04","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",44.9854526945915
"220609_07","220708_03","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",50.1015735398322
"220604_01","220708_04","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",39.9617490162935
"220604_02","220708_04","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",39.8910510055737
"220604_03","220708_04","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",49.2701853244455
"220604_04","220708_04","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",43.6528512236563
"220604_05","220708_04","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",44.9446731525598
"220604_06","220708_04","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",42.7465194352447
"220604_07","220708_04","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",49.2826009296912
"220606_02","220708_04","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",44.9266839890197
"220606_04","220708_04","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",38.1822479948243
"220607_01","220708_04","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",43.8590707560161
"220607_02","220708_04","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",39.8617822637028
"220607_03","220708_04","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",45.6415312661033
"220607_04","220708_04","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",42.1265003054373
"220609_01","220708_04","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",42.1226830004707
"220609_02","220708_04","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",47.4062159418534
"220609_03","220708_04","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",48.2599763419474
"220609_04","220708_04","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",45.3951939900941
"220609_07","220708_04","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",52.3923629834663
"220604_01","220708_05","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",36.8964935743891
"220604_02","220708_05","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",37.0057782969912
"220604_03","220708_05","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",46.6795509360548
"220604_04","220708_05","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",45.8129990984802
"220604_05","220708_05","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",46.0204589387197
"220604_06","220708_05","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",46.2803134608984
"220604_07","220708_05","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",51.986419013676
"220606_02","220708_05","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",44.2110532852691
"220606_04","220708_05","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",34.1276908034244
"220607_01","220708_05","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",40.8556841428576
"220607_02","220708_05","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",43.6647721890266
"220607_03","220708_05","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",45.9698983675585
"220607_04","220708_05","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",43.6582857338876
"220609_01","220708_05","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",42.0417920365866
"220609_02","220708_05","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",52.2386856803625
"220609_03","220708_05","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",48.8553808041329
"220609_04","220708_05","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",45.6356283695845
"220609_07","220708_05","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",51.0542421784061
"220604_01","220708_06","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",36.6165764588746
"220604_02","220708_06","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",35.7241275082278
"220604_03","220708_06","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",47.5620185595316
"220604_04","220708_06","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",42.3186849683753
"220604_05","220708_06","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",41.7095203568181
"220604_06","220708_06","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",39.5102096668201
"220604_07","220708_06","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",48.0171788579104
"220606_02","220708_06","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",39.5525579806328
"220606_04","220708_06","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",33.9537051957158
"220607_01","220708_06","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",39.1830436616866
"220607_02","220708_06","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",40.5229831886076
"220607_03","220708_06","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",38.8839950823077
"220607_04","220708_06","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",39.8249846303488
"220609_01","220708_06","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",39.899400771505
"220609_02","220708_06","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",47.8240564470983
"220609_03","220708_06","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",42.8710638638765
"220609_04","220708_06","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",40.7573936750832
"220609_07","220708_06","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",48.9839584610004
"220604_01","220708_07","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",43.9067411355276
"220604_02","220708_07","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",44.4381440152382
"220604_03","220708_07","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",46.036303064414
"220604_04","220708_07","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",48.8452735568317
"220604_05","220708_07","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",48.1668656561204
"220604_06","220708_07","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",45.3469035452326
"220604_07","220708_07","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",51.4641906423196
"220606_02","220708_07","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",44.6141408046945
"220606_04","220708_07","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",39.7586419421892
"220607_01","220708_07","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",42.8542275077698
"220607_02","220708_07","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",45.7640407790522
"220607_03","220708_07","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",41.3800466816918
"220607_04","220708_07","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",42.0928556338943
"220609_01","220708_07","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",49.4390736516741
"220609_02","220708_07","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",51.278019755112
"220609_03","220708_07","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",51.7196753062603
"220609_04","220708_07","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",44.0010427936647
"220609_07","220708_07","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",48.9414219361784
"220604_01","220708_08","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",44.219299669315
"220604_02","220708_08","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",45.5409962715785
"220604_03","220708_08","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",45.5390459815187
"220604_04","220708_08","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",47.0961380396156
"220604_05","220708_08","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",48.8327152608181
"220604_06","220708_08","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",45.0762898507005
"220604_07","220708_08","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",47.9574199020541
"220606_02","220708_08","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",43.6691355196113
"220606_04","220708_08","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",39.9711527090369
"220607_01","220708_08","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",41.9218161326525
"220607_02","220708_08","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",47.0092779386856
"220607_03","220708_08","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",37.9529136914644
"220607_04","220708_08","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",41.7265883234616
"220609_01","220708_08","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",49.0386455035325
"220609_02","220708_08","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",50.7618267484475
"220609_03","220708_08","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",50.7691776866263
"220609_04","220708_08","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",40.8241854968406
"220609_07","220708_08","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",50.6512382692045
"220604_01","220708_09","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",46.9246628141384
"220604_02","220708_09","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",50.4947797997019
"220604_03","220708_09","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",48.0317107512907
"220604_04","220708_09","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",51.5981376918174
"220604_05","220708_09","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",52.459780765728
"220604_06","220708_09","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",50.4056692647352
"220604_07","220708_09","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",53.2490372180436
"220606_02","220708_09","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",47.6254568738943
"220606_04","220708_09","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",43.978986583437
"220607_01","220708_09","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",45.5773891116809
"220607_02","220708_09","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",49.9684768824234
"220607_03","220708_09","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",42.3320323262641
"220607_04","220708_09","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",47.4371691953165
"220609_01","220708_09","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",54.5961351273563
"220609_02","220708_09","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",55.0297594395534
"220609_03","220708_09","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",56.4607816864399
"220609_04","220708_09","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",42.6777719295452
"220609_07","220708_09","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",54.5384038029819
"220604_01","220708_10","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",45.0659799354327
"220604_02","220708_10","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",43.8053006362986
"220604_03","220708_10","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",41.4339811198822
"220604_04","220708_10","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",47.4670677693316
"220604_05","220708_10","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",47.0591250818415
"220604_06","220708_10","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",49.3963692953333
"220604_07","220708_10","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",52.1504863772498
"220606_02","220708_10","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",48.4917857470624
"220606_04","220708_10","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",40.5256722219591
"220607_01","220708_10","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",46.8973860642393
"220607_02","220708_10","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",52.7510738071472
"220607_03","220708_10","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",45.9754882503793
"220607_04","220708_10","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",45.0979717403158
"220609_01","220708_10","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",46.215724582636
"220609_02","220708_10","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",57.147833770406
"220609_03","220708_10","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",49.3412257116385
"220609_04","220708_10","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",48.5253197155037
"220609_07","220708_10","Veragua","Soberanía","Veragua vs Soberanía","CLR-Aitchison",55.0272937438148
"220707_11","220708_01","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",42.6280698530326
"220707_12","220708_01","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",37.0602641558046
"220707_13","220708_01","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",37.7148396960722
"220707_14","220708_01","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",37.5939372289766
"220707_15","220708_01","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",40.7213878121121
"220707_16","220708_01","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",39.2011929128208
"220707_17","220708_01","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",41.1126858683855
"220707_18","220708_01","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",41.9223208125828
"220707_19","220708_01","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",44.3271019438583
"220707_20","220708_01","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",40.1123166375637
"220707_11","220708_02","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",41.310289660882
"220707_12","220708_02","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",43.2586971072156
"220707_13","220708_02","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",41.205144659843
"220707_14","220708_02","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",37.5952234829161
"220707_15","220708_02","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",41.0916962982292
"220707_16","220708_02","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",39.9699501488192
"220707_17","220708_02","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",42.8931499564763
"220707_18","220708_02","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",43.9513673407047
"220707_19","220708_02","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",40.870555019118
"220707_20","220708_02","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",46.9709343317028
"220707_11","220708_03","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",41.8208569018736
"220707_12","220708_03","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",42.2874687881669
"220707_13","220708_03","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",39.800457292618
"220707_14","220708_03","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",36.4329584129226
"220707_15","220708_03","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",39.8362430720948
"220707_16","220708_03","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",40.0935597502357
"220707_17","220708_03","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",42.6484638542161
"220707_18","220708_03","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",43.5130904688907
"220707_19","220708_03","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",42.7042725028792
"220707_20","220708_03","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",44.5821040178536
"220707_11","220708_04","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",46.5155954329701
"220707_12","220708_04","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",47.3805522411047
"220707_13","220708_04","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",47.0388523474346
"220707_14","220708_04","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",43.8991448608246
"220707_15","220708_04","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",44.2331535951495
"220707_16","220708_04","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",45.1681330583388
"220707_17","220708_04","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",47.2408706987669
"220707_18","220708_04","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",48.4297576649383
"220707_19","220708_04","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",45.4644744828199
"220707_20","220708_04","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",51.4180917915999
"220707_11","220708_05","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",44.1113429890362
"220707_12","220708_05","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",45.9173438627927
"220707_13","220708_05","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",42.3670246740507
"220707_14","220708_05","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",43.3123935853451
"220707_15","220708_05","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",35.5669508305376
"220707_16","220708_05","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",44.8072862872419
"220707_17","220708_05","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",43.5676802098278
"220707_18","220708_05","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",46.3465286646419
"220707_19","220708_05","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",38.4638890048282
"220707_20","220708_05","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",46.8120028389748
"220707_11","220708_06","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",42.3402103781839
"220707_12","220708_06","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",44.1323101909461
"220707_13","220708_06","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",43.4030919523772
"220707_14","220708_06","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",40.0039849067786
"220707_15","220708_06","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",42.2253558852481
"220707_16","220708_06","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",43.469095031169
"220707_17","220708_06","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",42.0215859394975
"220707_18","220708_06","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",43.738283820324
"220707_19","220708_06","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",43.5519890488609
"220707_20","220708_06","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",46.0070626290963
"220707_11","220708_07","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",40.9373373639325
"220707_12","220708_07","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",41.7919090403766
"220707_13","220708_07","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",38.4985596302651
"220707_14","220708_07","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",37.0095192935038
"220707_15","220708_07","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",40.9921715735131
"220707_16","220708_07","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",41.0844288632876
"220707_17","220708_07","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",42.946379825028
"220707_18","220708_07","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",44.0489701049053
"220707_19","220708_07","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",41.9127860767875
"220707_20","220708_07","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",40.3888499013011
"220707_11","220708_08","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",39.3464562020429
"220707_12","220708_08","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",36.752603181751
"220707_13","220708_08","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",34.9112946195086
"220707_14","220708_08","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",36.8341522909183
"220707_15","220708_08","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",41.0652983860028
"220707_16","220708_08","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",37.9146455559661
"220707_17","220708_08","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",39.5627667054443
"220707_18","220708_08","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",40.8910538374509
"220707_19","220708_08","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",43.8578795241099
"220707_20","220708_08","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",37.5387929357351
"220707_11","220708_09","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",42.6915933457655
"220707_12","220708_09","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",39.8539629727859
"220707_13","220708_09","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",36.2039002685184
"220707_14","220708_09","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",38.0641890483925
"220707_15","220708_09","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",42.0105168630477
"220707_16","220708_09","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",40.3276377950289
"220707_17","220708_09","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",43.2707065775339
"220707_18","220708_09","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",43.1581503032966
"220707_19","220708_09","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",44.4298114216515
"220707_20","220708_09","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",36.1126824840529
"220707_11","220708_10","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",48.3129174338944
"220707_12","220708_10","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",47.9587868172794
"220707_13","220708_10","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",46.9246419769002
"220707_14","220708_10","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",46.8408262846754
"220707_15","220708_10","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",45.7732468899967
"220707_16","220708_10","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",51.0751547887696
"220707_17","220708_10","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",49.97717467621
"220707_18","220708_10","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",52.8370919691533
"220707_19","220708_10","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",49.3543426453278
"220707_20","220708_10","Campana","Soberanía","Campana vs Soberanía","CLR-Aitchison",48.5744731409588
"250607_01","220604_01","Lost","Veragua","Lost vs Veragua","Robust Aitchison",9.80893668895815
"250607_02","220604_01","Lost","Veragua","Lost vs Veragua","Robust Aitchison",11.2818538655534
"250607_03","220604_01","Lost","Veragua","Lost vs Veragua","Robust Aitchison",9.20376918023159
"250607_04","220604_01","Lost","Veragua","Lost vs Veragua","Robust Aitchison",9.68590317515674
"250607_05","220604_01","Lost","Veragua","Lost vs Veragua","Robust Aitchison",7.9249375461891
"250607_07","220604_01","Lost","Veragua","Lost vs Veragua","Robust Aitchison",7.79632741739898
"250607_08","220604_01","Lost","Veragua","Lost vs Veragua","Robust Aitchison",7.1719211223712
"250607_09","220604_01","Lost","Veragua","Lost vs Veragua","Robust Aitchison",6.37515815676696
"250607_10","220604_01","Lost","Veragua","Lost vs Veragua","Robust Aitchison",14.9456920049425
"250607_01","220604_02","Lost","Veragua","Lost vs Veragua","Robust Aitchison",11.7358296034665
"250607_02","220604_02","Lost","Veragua","Lost vs Veragua","Robust Aitchison",13.3677275746261
"250607_03","220604_02","Lost","Veragua","Lost vs Veragua","Robust Aitchison",9.81740613592461
"250607_04","220604_02","Lost","Veragua","Lost vs Veragua","Robust Aitchison",10.0235891899909
"250607_05","220604_02","Lost","Veragua","Lost vs Veragua","Robust Aitchison",9.79849738325031
"250607_07","220604_02","Lost","Veragua","Lost vs Veragua","Robust Aitchison",9.79731734499524
"250607_08","220604_02","Lost","Veragua","Lost vs Veragua","Robust Aitchison",9.36893622480295
"250607_09","220604_02","Lost","Veragua","Lost vs Veragua","Robust Aitchison",8.57708747230773
"250607_10","220604_02","Lost","Veragua","Lost vs Veragua","Robust Aitchison",16.7273305237827
"250607_01","220604_03","Lost","Veragua","Lost vs Veragua","Robust Aitchison",11.4962246184616
"250607_02","220604_03","Lost","Veragua","Lost vs Veragua","Robust Aitchison",11.0734425314523
"250607_03","220604_03","Lost","Veragua","Lost vs Veragua","Robust Aitchison",16.1176460641244
"250607_04","220604_03","Lost","Veragua","Lost vs Veragua","Robust Aitchison",15.5459914444091
"250607_05","220604_03","Lost","Veragua","Lost vs Veragua","Robust Aitchison",14.375904993787
"250607_07","220604_03","Lost","Veragua","Lost vs Veragua","Robust Aitchison",12.7983529493848
"250607_08","220604_03","Lost","Veragua","Lost vs Veragua","Robust Aitchison",14.1135700313106
"250607_09","220604_03","Lost","Veragua","Lost vs Veragua","Robust Aitchison",14.5384192546381
"250607_10","220604_03","Lost","Veragua","Lost vs Veragua","Robust Aitchison",10.0773744050683
"250607_01","220604_04","Lost","Veragua","Lost vs Veragua","Robust Aitchison",10.2820216094283
"250607_02","220604_04","Lost","Veragua","Lost vs Veragua","Robust Aitchison",11.8226564142038
"250607_03","220604_04","Lost","Veragua","Lost vs Veragua","Robust Aitchison",7.96640785713653
"250607_04","220604_04","Lost","Veragua","Lost vs Veragua","Robust Aitchison",10.1034702372429
"250607_05","220604_04","Lost","Veragua","Lost vs Veragua","Robust Aitchison",8.81724351305793
"250607_07","220604_04","Lost","Veragua","Lost vs Veragua","Robust Aitchison",8.01836456204943
"250607_08","220604_04","Lost","Veragua","Lost vs Veragua","Robust Aitchison",7.39329429458517
"250607_09","220604_04","Lost","Veragua","Lost vs Veragua","Robust Aitchison",7.11703634719714
"250607_10","220604_04","Lost","Veragua","Lost vs Veragua","Robust Aitchison",15.5372126435181
"250607_01","220604_05","Lost","Veragua","Lost vs Veragua","Robust Aitchison",10.2964468728379
"250607_02","220604_05","Lost","Veragua","Lost vs Veragua","Robust Aitchison",11.7784560004328
"250607_03","220604_05","Lost","Veragua","Lost vs Veragua","Robust Aitchison",9.2288990628332
"250607_04","220604_05","Lost","Veragua","Lost vs Veragua","Robust Aitchison",10.010302771113
"250607_05","220604_05","Lost","Veragua","Lost vs Veragua","Robust Aitchison",8.42810862293122
"250607_07","220604_05","Lost","Veragua","Lost vs Veragua","Robust Aitchison",8.23792148332497
"250607_08","220604_05","Lost","Veragua","Lost vs Veragua","Robust Aitchison",7.58213708346842
"250607_09","220604_05","Lost","Veragua","Lost vs Veragua","Robust Aitchison",6.8819441918763
