"Site_1","Site_2","Pair","N_site_1","N_site_2","Cross_sample_pairs","Mean_Bray_Curtis_distance","Median_Bray_Curtis_distance","SD_Bray_Curtis_distance","PERMANOVA_pseudo_F","PERMANOVA_R2","PERMANOVA_p","Betadisper_F","Betadisper_p","PERMANOVA_FDR","Betadisper_FDR","Interpretation"
"Lost Iguana","Veragua","Lost Iguana vs Veragua",9,18,162,0.627668080030287,0.626725782220521,0.155089656470891,4.1632114358971,0.142755589350924,2e-04,0.760000052215212,0.3956,0.00024,0.47472,"Centroid difference supported without detectable dispersion difference"
"Lost Iguana","Altos de Campana","Lost Iguana vs Altos de Campana",9,10,90,0.767167226783391,0.75886031225097,0.0912359755222202,8.64657571206784,0.337143477130916,2e-04,3.89946898421262,0.0647,0.00024,0.1941,"Centroid difference supported without detectable dispersion difference"
"Lost Iguana","Soberanía","Lost Iguana vs Soberanía",9,10,90,0.712661179621669,0.731595130242297,0.162650335406405,5.0277798888851,0.228247236636954,3e-04,4.41268971565536,0.0557,3e-04,0.1941,"Centroid difference supported without detectable dispersion difference"
"Veragua","Altos de Campana","Veragua vs Altos de Campana",18,10,180,0.671165908862377,0.678479255008013,0.125808475675301,4.24433619216637,0.140334909822412,2e-04,0.283090002485705,0.614,0.00024,0.614,"Centroid difference supported without detectable dispersion difference"
"Veragua","Soberanía","Veragua vs Soberanía",18,10,180,0.746782482593526,0.758169542996039,0.127109074792638,6.10756361351833,0.190221957886174,1e-04,1.3743941479904,0.2552,0.00024,0.47472,"Centroid difference supported without detectable dispersion difference"
"Altos de Campana","Soberanía","Altos de Campana vs Soberanía",10,10,100,0.734978490623175,0.743045925673753,0.11068521319755,4.16362706142756,0.187858559877761,1e-04,0.907260071215017,0.3576,0.00024,0.47472,"Centroid difference supported without detectable dispersion difference"
