"taxon","lfc_(Intercept)","lfc_SiteVeragua","lfc_SiteAltos de Campana","lfc_SiteSoberanía","se_(Intercept)","se_SiteVeragua","se_SiteAltos de Campana","se_SiteSoberanía","W_(Intercept)","W_SiteVeragua","W_SiteAltos de Campana","W_SiteSoberanía","p_(Intercept)","p_SiteVeragua","p_SiteAltos de Campana","p_SiteSoberanía","q_(Intercept)","q_SiteVeragua","q_SiteAltos de Campana","q_SiteSoberanía","diff_(Intercept)","diff_SiteVeragua","diff_SiteAltos de Campana","diff_SiteSoberanía","passed_ss_(Intercept)","passed_ss_SiteVeragua","passed_ss_SiteAltos de Campana","passed_ss_SiteSoberanía","diff_robust_(Intercept)","diff_robust_SiteVeragua","diff_robust_SiteAltos de Campana","diff_robust_SiteSoberanía"
"Aridibacter",0.0590484726716418,0.0644697909404881,-0.19930224662401,-0.590117120912811,0.4361327300523,0.592114607173301,0.710627084951513,0.731229347481884,0.135391060112734,0.108880595343291,-0.28045968250367,-0.807020564676435,0.893533846420633,0.914284202917412,0.781745287981048,0.428293701489403,0.954027163329806,0.938861671302889,0.92659105845549,0.658325627378148,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Devosia",-1.20028878464999,1.14682435124794,0.329817974724519,2.03996440721272,0.368469172524831,0.567320004112633,0.578062146417579,0.618143649538234,-3.25750123524677,2.02147701990826,0.57055798717923,3.30014618565866,0.00260463049909104,0.0514019066650933,0.572164198875602,0.00232491719760141,0.0124650173885071,0.150054095532324,0.757607897797707,0.0255544963294334,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bacillus",0.330477299591502,-0.081790847132456,-2.29244610239353,-0.584631454176007,0.469586775216747,0.630241555565606,0.63982053521063,0.758547964883476,0.703761939290056,-0.129776982190667,-3.58295174386494,-0.770724438323179,0.487193752094659,0.897638855731876,0.00122490844716396,0.447104368501004,0.666162885517187,0.932431059442414,0.00911876288444279,0.658325627378148,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"Actinoplanes",-2.33722765830536,1.73255417324233,2.58506455570304,2.48717895736777,0.427920901052591,0.593940693490851,0.663767857660768,0.688101954394834,-5.4618216884389,2.91704911320243,3.89453108623436,3.61455005538412,9.97571637181948e-06,0.0071915111731248,0.00061516084935603,0.0012665251665347,0.000222790998970635,0.0535368053999291,0.00634088875490062,0.018581919244092,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"Flavobacterium",-0.0193902624620135,-0.411787304751048,-1.79364967728685,0.805467084165643,0.515815363379702,0.657572008390741,0.743124265953052,0.874705740546186,-0.0375914791195159,-0.62622389562902,-2.4136604864955,0.920843486933893,0.97028997021745,0.536426874763026,0.0228484626192009,0.36528716401382,0.98700098267312,0.671786927273323,0.0765423497743231,0.619601012377873,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Rothia",-1.40486666726978,1.09544657442377,1.3791606215456,1.9105735834968,0.459654453352467,0.650134800027469,0.865227377926378,0.778336618920162,-3.05635386978947,1.68495298879169,1.59398634015827,2.45468803221345,0.00753794401479291,0.111399451736455,0.130499744768803,0.0259282814812626,0.0280579027217292,0.253008924282796,0.253434286942312,0.120802283972293,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Tumebacillus",-0.573366019950176,1.2362345036677,-1.4837965322219,0.692550806371013,0.466094889021279,0.608111899837787,0.659341845732612,0.696766712171744,-1.23014869601799,2.03290628582908,-2.25042069121703,0.993949329485631,0.228200899256743,0.0509939453470888,0.0319096779859861,0.328197368187097,0.39504190256129,0.150054095532324,0.0890811843775444,0.578663780750935,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Psychroglaciecola",-1.23603229467573,1.4235182472421,1.01819769194266,0.961000458470043,0.419864077401929,0.58480832024606,0.600851630974689,0.643581740154,-2.94388675097942,2.43416209715201,1.6945908764381,1.4932065323048,0.00589603219827531,0.0205025601629294,0.0995716388164082,0.144883465319355,0.022573380416254,0.0947359676493978,0.218731141006536,0.396211925567216,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Unclassified_Kineosporiaceae",-1.79128072500956,1.53850015144394,1.22021086031459,2.3629685886381,0.455942315112088,0.6267477825151,0.704638323918735,0.705020575436845,-3.92874419775931,2.45473569171643,1.73168392761917,3.3516306771245,0.00108208099757729,0.0251693493337868,0.10143473862683,0.00378363674745769,0.0076396238555778,0.105396650335232,0.219229918967665,0.0362148088685236,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Candidatus Udaeobacter",-0.958511614963131,0.710667788557767,1.66076093966763,-0.141671221386841,0.436214092950543,0.609526240895306,0.705912582288644,0.684406722024599,-2.19734215481159,1.16593468972541,2.35264391276787,-0.206998582608529,0.0378885293490864,0.255097351106388,0.0271757258709081,0.837757192494847,0.0995502535838741,0.437291837085125,0.0831897743673242,0.9761692503853,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Blastocatella",-0.536880011015765,0.196574355764,0.355948565744822,0.485322797958022,0.43319058889038,0.635450723028986,0.650569559708385,0.684764150834616,-1.23936213016766,0.309346340542338,0.547133754466431,0.708744459485055,0.224819858063683,0.759196494212719,0.588334191387281,0.483954602526157,0.39504190256129,0.866719490558432,0.758602453772679,0.689892731260692,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Neorhizobium",-1.12129523684222,1.09110423938825,0.557247800773765,0.971009493567708,0.499447839026874,0.687904043758107,0.743583961385771,0.77663689954624,-2.24506975348408,1.5861285440734,0.749408042281139,1.25027473473773,0.0427951265430891,0.136725226671504,0.466956610844983,0.233237049749321,0.11027974916873,0.281864313445871,0.680132454926388,0.54631328209787,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",-0.497887930054634,0.191408765495955,0.0303576905958867,1.18444179647443,0.537278885731413,0.668252242800557,0.70314963704702,0.754073727494583,-0.926684340809048,0.286431908845957,0.0431738693962473,1.57072412588852,0.359938952725396,0.776103231301696,0.965789004371303,0.124537188134866,0.535909107391146,0.873931369701069,0.987906309814921,0.370844071334934,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"IheB3-7",-0.246604070754507,0.37423786855776,-1.49690987097832,0.269900600805132,0.471274257402639,0.649214296832344,0.656896574296502,0.679674268808395,-0.523270827720636,0.576447361655075,-2.27876035520725,0.397102867051775,0.605393396196833,0.569467023683981,0.0314866783394067,0.694661541388071,0.744236516886287,0.700078726363793,0.0890811843775444,0.878157042886806,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Unclassified_Sphingomonadaceae",-1.23905246380705,1.4693403781877,0.661712472645421,1.71158484000332,0.40517633351998,0.56043229365902,0.614767992675195,0.641159407520686,-3.05805734763121,2.6217981990197,1.076361294878,2.66951528734779,0.00412533154413635,0.0126215815430161,0.288734182681971,0.0112148977210978,0.0172748258410709,0.0735344315984418,0.471833908285172,0.0834886830348392,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Mucilaginibacter",-0.339587584243627,-0.333770303345706,-0.122287124415409,1.00146443349484,0.464838463536841,0.608650056241571,0.673265553553737,0.696774781491382,-0.730549665920046,-0.548378004607024,-0.181632824923143,1.43728570564982,0.470058729658318,0.587015368605919,0.856949419953442,0.15977679741859,0.649359482208398,0.707330014068555,0.944969183031224,0.403963978379077,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Unclassified_Microbacteriaceae",-1.11131734075664,1.19285145299495,0.548735140408401,1.37450246064839,0.40741427844054,0.570834061667162,0.608023092761147,0.655843909767959,-2.72773292337821,2.08966411273908,0.902490624026289,2.09577681545399,0.0105541011739081,0.0452280340196439,0.373985726521976,0.0446428434909175,0.036262809161633,0.144298965681721,0.569478265385737,0.181277000841908,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Sphingobium",0.298537152158921,-0.536312372545337,-1.60842995487302,0.0079889882365364,0.577040018201815,0.697139040198038,0.727606686657011,0.769614393162543,0.51735952922161,-0.769304746429042,-2.21057610432767,0.0103805078329001,0.60869915303328,0.44772744127761,0.0348331304699076,0.991786426437458,0.744236516886287,0.606014920517169,0.0933527896593525,0.999017686329697,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Sphingoaurantiacus",-0.629077300561208,0.616651171898134,0.402318525507367,0.2195241838885,0.384169066289954,0.564512245999977,0.638732268261011,0.648698594507435,-1.63750118310257,1.09236101832618,0.629870362746358,0.338407059529992,0.112332966258972,0.283666443680283,0.53371112659819,0.737494347232894,0.235197148104723,0.469275351273555,0.752813589096395,0.890434114635503,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Methylopila",-0.954487908454568,0.408269112905563,0.309956613847268,1.387733936186,0.458496827258628,0.61249403690603,0.679367836542049,0.698704269363114,-2.0817764741394,0.666568306473488,0.456242696776658,1.98615350876696,0.0504191723347199,0.512664739066516,0.653131131110394,0.0608937608427118,0.118529282330745,0.66675963359899,0.817939921203671,0.226660109803427,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Unclassified_Chitinophagaceae",-0.650420217491622,0.600587861806485,0.45633012572623,0.665450739870504,0.559648576627303,0.690676583222845,0.768041295713605,0.795701335453306,-1.16219399933321,0.869564534827593,0.594147903599693,0.836307179868437,0.252803767874052,0.390299443510802,0.556128801562667,0.408499121051209,0.418218578952135,0.568479624243995,0.757607897797707,0.641843014210081,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Marmoricola",-2.16122530137342,2.39141847231081,1.86750711479316,2.48307098113155,0.338908135120401,0.532472720257636,0.569299590984124,0.626078899378148,-6.3770239702438,4.4911567885651,3.28035913668036,3.96606718993063,2.18471373151818e-07,7.02996527145419e-05,0.00230670310799537,0.00033283181240951,9.98280037300747e-06,0.00235503836593715,0.0143876603754804,0.00788084910411113,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unclassified_Acetobacteraceae",-1.93230761829632,1.82482631282807,2.05206868137729,2.23861660309677,0.425068230287056,0.582234777310999,0.579430272067899,0.742195877033797,-4.54587635728835,3.13417608143552,3.54152825680606,3.01620727407359,6.27185552817622e-05,0.00347832723398473,0.00114845966989328,0.00474418533614698,0.000646483569827395,0.0423723499412686,0.00905256445680584,0.0397325521902309,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"Bosea",-0.461940209859943,0.127638072253717,-0.25508162397597,1.03544995029922,0.450998492846509,0.633610095289193,0.665824973928285,0.710725096885471,-1.02426109440937,0.201445767993107,-0.383106122425869,1.45689234112705,0.315521436848207,0.841980137650579,0.704879374830559,0.1575926685006,0.485975546409882,0.905548167749709,0.850935461507161,0.403963978379077,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Rhizorhapis",-0.651749189839682,0.0626273352849148,0.36514532608808,0.775550933515304,0.425069993310107,0.600204901577195,0.665525436692087,0.696195536194133,-1.53327499023014,0.104343258644415,0.548657205204644,1.11398435237747,0.139463968232118,0.917842380154317,0.588766083525065,0.277308888107684,0.283154117319754,0.938861671302889,0.758602453772679,0.548398534924406,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Rhodococcus",-0.247000953992997,0.51362715957966,-1.35638059443007,0.747759423444119,0.422766636717458,0.584080851538438,0.664847918001192,0.690959046985823,-0.584248927282481,0.879376816115086,-2.04013663531941,1.08220512736041,0.564739986198008,0.388292526470393,0.0529812363836908,0.290377553697779,0.713916586325784,0.568479624243995,0.12908155773481,0.548398534924406,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Kineosporia",-0.927140824176248,0.840838283556125,0.847450100889986,0.326152736521876,0.399573726485919,0.555145270545423,0.667130063765568,0.62551898018987,-2.32032479294887,1.51462748251465,1.27029217677077,0.521411414922815,0.0278311588080312,0.141074882329301,0.21443517887728,0.606180230347212,0.0810733756581777,0.286424761092823,0.388301540129129,0.804239117490361,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Granulicella",-1.7432660420169,2.00030865398984,1.75591481519748,1.789426546736,0.461443786873576,0.625137272354152,0.821200906318853,0.750676764419622,-3.77785136913005,3.19979105782166,2.13822805319177,2.38375107842785,0.00164797980056401,0.00558015596630974,0.048272757495483,0.0298688612618133,0.00920122055314907,0.0504348668907583,0.121591632027338,0.133414246969433,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Unclassified_Xanthobacteraceae",-1.42194016620951,1.31894602834422,1.28538732854372,1.48796660000679,0.370367271046221,0.560198970067702,0.606301971876589,0.614815562892465,-3.83927057645451,2.35442422927843,2.12004477664037,2.42018369379996,0.000548914329793273,0.0248527557324267,0.0418508416167152,0.0213670527215162,0.00459715751201866,0.105396650335232,0.109961034836075,0.110837201406027,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Solirubrobacter",-1.33478194138914,1.29284667756305,1.22411185723551,1.19737338012032,0.409260082354505,0.580844672619052,0.650797601208354,0.737529240898644,-3.26145157795512,2.2258044852741,1.88094094840342,1.62349275624838,0.00283490216307699,0.0339611644554373,0.0700555781657789,0.1153060195774,0.0126625629950772,0.12299448748726,0.167632990610971,0.359325735427246,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Anaerococcus",0.148906252032622,0.334490221745281,-1.75605132059449,-0.531550251256139,0.443385512435677,0.617740688253033,0.658014974857921,0.802886911719632,0.33583923663772,0.541473514867892,-2.66871026905376,-0.662048718813536,0.74017393364976,0.593622979865294,0.0140280104330701,0.514815764327425,0.850206872768151,0.707330014068555,0.0522153721675387,0.718597004373698,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Labrys",-0.983884198741622,1.28034410433734,0.412768289443825,1.12651013414782,0.428139004096674,0.584233766485922,0.709110156571336,0.667773708955764,-2.29804850603955,2.19149281979783,0.582093325865798,1.686963890671,0.0309883995024786,0.0388051747212787,0.566166557215594,0.10512841484842,0.0883499049645136,0.133330600324394,0.757607897797707,0.335409704516386,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Unclassified_BIrii41",-0.467204972973795,-0.441761127495135,0.87075838686754,0.751297661399124,0.396159612877742,0.561913885330898,0.667025177245243,0.775335506185229,-1.1793351916415,-0.786172292636962,1.30543556161358,0.968996847694523,0.24784980998421,0.438143677980231,0.202007050472795,0.340559441842296,0.415148431723552,0.599094416830112,0.370807462511706,0.592661885803476,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Thermoanaerobacterium",-0.606496390564705,0.862877305035186,-0.262292769248301,-0.369532815886043,0.451202301889099,0.636490646763784,0.657036402141075,0.697254693440229,-1.34417840517528,1.35567947372433,-0.399205840640749,-0.529982543484622,0.192000166061241,0.188364455269398,0.693424140875374,0.601203474768517,0.352438660989128,0.355504746564779,0.844716680702728,0.804239117490361,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Unclassified_Comamonadaceae",-0.454585726703856,0.681299513550923,-0.652071667624867,0.789706250606704,0.423333945057983,0.573694127760041,0.738128687601846,0.689332546020283,-1.07382299957447,1.18756577866854,-0.883411901715167,1.14560998920754,0.293157824796677,0.246165705543677,0.385430392607321,0.262805018703912,0.456780796776217,0.434029007142799,0.580310928195293,0.548398534924406,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Brevundimonas",0.639366973418859,-0.726232244094315,-2.30324902089939,-0.207191927204243,0.526124066374039,0.635110867421535,0.673881391407777,0.77430254428014,1.21523992967148,-1.14347318137181,-3.41788488340326,-0.267585233620622,0.232897838077179,0.261069753483657,0.00169417503735737,0.790683986542292,0.39504190256129,0.437291837085125,0.0119483923687309,0.945996912470242,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"Paracoccus",0.264692207750619,0.0874129968321034,-2.26269304328338,-0.0590052249510012,0.44470673878536,0.617316865403339,0.654608245083495,0.73152164003833,0.595206199199006,0.141601504399187,-3.45656056164519,-0.0806609425086993,0.558065823142034,0.88874441634803,0.0023621531959744,0.936475385082461,0.712198288581262,0.930404310864344,0.0143876603754804,0.998357904870729,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"Burkholderia-Caballeronia-Paraburkholderia",-0.758237818505088,0.965784579344924,-0.191727743454279,0.717852183112986,0.393608401660428,0.563123252352501,0.670856492702323,0.630893290233964,-1.92637610200006,1.71505008061782,-0.285795465259592,1.13783455019275,0.0635785112503366,0.0966496682886325,0.776998937326629,0.264195561770934,0.144398652670256,0.23983436204957,0.92659105845549,0.548398534924406,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Novosphingobium",0.26547286835613,-0.374970442466935,-1.04977160271978,-0.663250881997883,0.417866085847719,0.584599523500764,0.618553541183218,0.646865613695892,0.635306088115691,-0.641414211598215,-1.69713942743209,-1.02533025091313,0.529481667509828,0.525554266362877,0.0988077823924892,0.312447340333979,0.692777737579453,0.66675963359899,0.218731141006536,0.565783021685853,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Bryobacter",-1.34781878398351,0.788107539257502,1.65729644149549,1.03114955166898,0.439523105820566,0.63568037467798,0.628138372163656,0.707146369282578,-3.06654818855815,1.23978585882368,2.6384257274187,1.45818404288084,0.00476152976866484,0.225345063357516,0.013448943746357,0.155916369233706,0.0193346966363966,0.407326424534203,0.0514902417717668,0.403963978379077,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Pedobacter",0.0518008199721395,-0.0179301190276175,-1.71582165215835,0.66615366548529,0.499457372045635,0.658606456856474,0.72422502509547,0.792696362568493,0.103714196388729,-0.027224329249971,-2.36918304767522,0.840364226381488,0.918429134847351,0.978550632111637,0.0280040214338978,0.410638587176221,0.954027163329806,0.978550632111637,0.0831897743673242,0.641843014210081,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Rhodopseudomonas",-1.00719699115776,-0.0175052928532455,0.695107051862555,1.83686893279435,0.439870145437795,0.589686961032379,0.671169316521221,0.701860837599636,-2.28975983390578,-0.0296857383832916,1.03566571765439,2.61714122571141,0.0319933014361687,0.976585344794426,0.311608646124039,0.0157358442055636,0.089314633175971,0.978550632111637,0.497089983102634,0.0958455965247965,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Unclassified_Solimonadaceae",-0.130860662846133,0.307749474786373,-0.000260445595597736,0.0890442689884829,0.439745306710248,0.574840864398941,0.665938081378241,0.692240291518473,-0.297582852731521,0.535364644105735,-0.000391095813380594,0.128632022838715,0.768142989638974,0.596479787983185,0.999690628687427,0.898536776453858,0.872297971284937,0.707330014068555,0.999690628687427,0.998357904870729,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Ellin6055",-0.696064031155354,0.297257781481619,0.0823520371780648,0.760539575169538,0.471020348331059,0.615610791774979,0.699180542683787,0.70483687183668,-1.47777911001442,0.482866423807387,0.117783651218265,1.0790292130826,0.151955619613535,0.633392171661532,0.907180305179918,0.290875739308954,0.290886471831623,0.744513605286362,0.944969183031224,0.548398534924406,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Spirosoma",-0.748615680234964,0.899229018664791,0.580531903806125,0.543865443716352,0.507907136678981,0.69031318935582,0.715712341393772,0.715263930343738,-1.47392234952611,1.30263919700553,0.811124624001316,0.760370292201068,0.149193936732188,0.200969762776278,0.422624550255817,0.451984759095445,0.290886471831623,0.374027058500294,0.622326260816257,0.658325627378148,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Aurantisolimonas",-0.696583180505927,0.742623926267176,-0.0116225451713289,0.822900560565692,0.4672086853455,0.643484689578058,0.711701818511829,0.760924269288207,-1.49094655633554,1.15406619348492,-0.016330638575059,1.08144869835136,0.148486364733521,0.25938662963182,0.987100247897335,0.289819509726274,0.290886471831623,0.437291837085125,0.999690628687427,0.548398534924406,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Legionella",-0.321881756985323,0.674451851126799,-0.394245431305286,0.0313141319438714,0.436474585083051,0.630358472861208,0.694699342659635,0.715377346022863,-0.737458188829199,1.06994968762052,-0.567505116380174,0.0437728872992165,0.469408126888473,0.297385421132104,0.576686608771389,0.965519525835361,0.649359482208398,0.480116222068697,0.757607897797707,0.999017686329697,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Paenibacillus",0.00244355753950227,0.663386408134999,-1.83944401083797,0.103143408200737,0.476064548122306,0.642260747562837,0.790637903220564,0.843008471182498,0.00513282820394872,1.03289265403861,-2.32653153023049,0.122351567898311,0.995942350918302,0.310817835865686,0.0277393048535693,0.903526744921201,0.995942350918302,0.495828452452404,0.0831897743673242,0.998357904870729,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Flavisolibacter",-0.431323754961897,0.424635312981868,-0.187180106068563,0.590178631305855,0.497648013108349,0.643544428156831,0.747110107402182,0.749209041467988,-0.866724559529164,0.65983838007589,-0.250538848576707,0.787735596662673,0.396906835706989,0.517276995925378,0.804859905170185,0.440568656906612,0.578103434616702,0.66675963359899,0.937836759067867,0.658325627378148,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Candidatus Alysiosphaera",-1.09616208553735,1.47519698750893,1.01548856067175,0.392278122949245,0.409958208161563,0.552009592595685,0.645304944091845,0.673507286719476,-2.67383861016721,2.67241186982311,1.57365687334206,0.582440800098773,0.0118571920841578,0.0118980672530988,0.125718711889359,0.564482479778245,0.0397215934819286,0.0724700459961472,0.247739814605501,0.771843390717192,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Fimbriiglobus",-0.686121788988434,0.766914939304431,0.315707910479941,-0.0899877219892165,0.38563335568205,0.555511306399511,0.621725613664293,0.621924378350431,-1.77920757859477,1.38055685000385,0.507792993470607,-0.144692385636814,0.0860646987308944,0.178337507967215,0.615575512048741,0.88599023797933,0.189060157867866,0.346336609675461,0.785591605852679,0.998357904870729,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Unclassified_JG30-KF-CM45",-1.6702028131556,1.97727016911433,1.19804662074726,1.73179274569439,0.473892749666497,0.641208837804118,0.679571480631216,0.739090523033185,-3.52443208791653,3.0836601939014,1.76294423014112,2.34314024023364,0.00134210836731139,0.00427318894460831,0.087766932683175,0.0257149038728132,0.00856392958189171,0.0477172765481262,0.199335067449923,0.120802283972293,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Gemmata",-0.637777759464059,0.511691392084836,0.538640072420566,0.285483052486574,0.383348365538593,0.530827216833249,0.636463126778295,0.617008993218219,-1.66370282697828,0.963950935178923,0.84630208688931,0.462688640885996,0.106250288697215,0.342530344521863,0.403870054277136,0.646819080844404,0.225992677546458,0.533710071696857,0.60131763636818,0.841492784787865,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Phenylobacterium",-0.193043948953364,0.39305446883435,-1.20821272449509,-0.385994484944914,0.478691047645858,0.643697602317345,0.712623505591431,0.718325446447634,-0.403274617109992,0.610619749738594,-1.69544326704794,-0.53735321065652,0.691773014333024,0.549528685960054,0.108227308406811,0.597987759484132,0.813136701058116,0.681822628876363,0.230197767087502,0.804239117490361,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Unclassified_Fimbriimonadaceae",-0.849078197334503,0.66830231911122,0.576945590189454,0.987767631777109,0.406259882427361,0.576074432158607,0.612109670381037,0.671778361239885,-2.0899877986016,1.16009717113642,0.942552647191976,1.47037726841039,0.0454983822959838,0.255471243821083,0.353696175138096,0.15222710702736,0.112903393104849,0.437291837085125,0.544773419178217,0.403963978379077,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Unclassified_Neisseriaceae",0.751495350304635,-0.67014028035396,-2.76005635676983,-1.5244352012427,0.638477640238965,0.772462596772789,0.865330127202593,0.853180613217241,1.17701122630288,-0.867537513341988,-3.18959928702869,-1.78676727720551,0.260292298003192,0.401378189240104,0.00710850917707437,0.0973029081724699,0.425355706493022,0.572610859871105,0.0307271041847731,0.318014382807584,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"P3OB-42",-1.40366079521594,1.13931919873746,0.760735887022091,2.1181971232854,0.391515250274705,0.560964167183067,0.616620291190148,0.680733488963358,-3.5852008171612,2.03100173841524,1.23371854266064,3.11163936786929,0.0012176403015856,0.051511107421544,0.227213577062428,0.00415415379602111,0.00815819002062351,0.150054095532324,0.400613412189017,0.0371104405777886,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
