"kw.ep","kw.eBH","glm.ep","glm.eBH","taxon"
0.763543164296574,0.826211432618962,0.652924173974578,0.743279603655576,"Unclassified_Gemmatimonadaceae"
0.205746096065684,0.335305948975455,0.234831668973332,0.358419616291444,"Flavitalea"
0.0667366467222639,0.15795603867222,0.106314655451267,0.208894588598748,"Iamia"
0.706128823492389,0.781895262695757,0.663193764803349,0.753246001644983,"Parviterribacter"
0.145918899733565,0.270541610992735,0.234241235761117,0.36189138376203,"Taibaiella"
0.708481846893953,0.785927715701697,0.591207017626772,0.700018830182832,"Altererythrobacter"
0.401679377460897,0.536658686213586,0.525171097771803,0.643551662453706,"Unclassified_SM2D12"
0.486963280318036,0.602759802389297,0.485256949555849,0.600722835932357,"Reyranella"
0.0868569290324863,0.190657270535544,0.102927475436298,0.202659911839638,"Bdellovibrio"
0.29068277183771,0.416967050763643,0.33681710003187,0.457899588682751,"Gaiella"
0.316102945974749,0.451686051574013,0.367848511024056,0.493571023291433,"Pedomicrobium"
0.756674616445092,0.82053649745983,0.690593071555058,0.771863575478224,"Hyphomicrobium"
0.610127791888239,0.70825101405204,0.555373132943331,0.665333399196566,"Unclassified_Blastocatellaceae"
0.66574323541647,0.745840170459871,0.622560667857678,0.715196882271287,"OM27 clade"
0.434499606893798,0.569805448501896,0.5715765329161,0.68347890116923,"Unclassified_Gemmataceae"
0.063228160168505,0.132666831466015,0.0816902321092474,0.151664715029372,"Geobacillus"
0.62576125768642,0.712327450534575,0.589202400572212,0.687197014540714,"Luteimonas"
0.0935477949155028,0.189399444674919,0.119419841148361,0.215216033580063,"Puia"
0.290132557371181,0.411396792275318,0.287996924778596,0.405970065521258,"Unclassified_Caldilineaceae"
0.56798830340382,0.671317279352112,0.604583579426311,0.70497591119985,"Unclassified_Rickettsiaceae"
0.052265144224712,0.128411691922904,0.128871540363075,0.229233109197735,"Unclassified_env.OPS 17"
0.585085908967463,0.680703217052429,0.537677977651463,0.646780625864518,"Unclassified_37-13"
0.673951416387411,0.757017701127979,0.646653800493173,0.739173092021439,"Candidatus Xiphinematobacter"
0.019834740115691,0.0634190425882714,0.045884023059991,0.113412356113533,"Unclassified_Myxococcaceae"
0.319641315143198,0.435723403963497,0.287323144376146,0.403842703184938,"Steroidobacter"
0.337565571860839,0.461239650433957,0.294920110373061,0.418499165365299,"Leptolyngbya ANT.L52.2"
0.382695716344008,0.508176935834259,0.373031966160536,0.495316897620028,"SH-PL14"
0.0785886270518579,0.167344613590382,0.129937541610986,0.234918136209046,"Aquisphaera"
0.221250253282451,0.340247281203289,0.241183732958292,0.354835388397149,"Tepidisphaera"
0.321444756872582,0.447126999317515,0.33060426255828,0.453859399993905,"Ilumatobacter"
0.264594572089045,0.390299400694048,0.279743194432755,0.404173623881961,"Terrimonas"
0.353872183528843,0.487552062447671,0.370017297261094,0.497611817140084,"Peredibacter"
0.625768477066781,0.717755472478672,0.588224682354637,0.691388192150793,"Asanoa"
0.475458302965192,0.592207848058489,0.476578613261963,0.593297072487583,"Nordella"
0.0725311758395716,0.157348853566013,0.0981315227031929,0.190044119246952,"Nevskia"
0.58888553431417,0.686968147046023,0.576763747325073,0.679479526453039,"SM1A02"
0.312364922168922,0.436692102337275,0.34083613799442,0.459946743989811,"Unclassified_Methyloligellaceae"
0.408049124740003,0.540672301817161,0.468029726639765,0.59372213335603,"Ferruginibacter"
0.132296708668486,0.259651025773612,0.0932824715868251,0.203088947778507,"Unclassified_WD2101 soil group"
0.698274118736471,0.775872841868522,0.65624111589374,0.744931214955406,"Unclassified_Sporichthyaceae"
0.691171492555219,0.765249112203106,0.638103425691748,0.72875536247762,"Segetibacter"
0.224925068594051,0.356215961198608,0.32113862899856,0.4505143912271,"Gemmatimonas"
0.379805228139379,0.489140050586155,0.348178796960603,0.462186118442894,"Unclassified_TRA3-20"
0.037112911237151,0.101121873933956,0.0588595186724002,0.131805186092082,"Unclassified_Spirosomaceae"
0.571389367392291,0.661160017730268,0.601532330838463,0.692739475271357,"Unclassified_Micavibrionaceae"
0.0156800738806764,0.0510832389812867,0.0219700310542138,0.0591039159464489,"Unclassified_D05-2"
0.166430565138573,0.269697243342262,0.183790506371616,0.288789156128124,"Unclassified_Microtrichaceae"
0.414903882689597,0.535525865643453,0.41607082809105,0.537893429618793,"Lysobacter"
0.186442474945886,0.307167221110397,0.202872263732758,0.322555601461267,"Unclassified_Vicinamibacteraceae"
0.752044253895844,0.814467869112342,0.755163929059561,0.82220704873457,"Unclassified_Pedosphaeraceae"
0.742330535786268,0.806417679004248,0.683553228349827,0.76699857111088,"Amycolatopsis"
0.560695717916455,0.657748561562395,0.486307333799775,0.59696293701695,"Unclassified_AB1"
0.701483138336723,0.778978269707765,0.637642650768076,0.731547578374937,"SWB02"
0.357495854920194,0.480167495057238,0.339534613788936,0.463813086324185,"Nannocystis"
0.123876356018884,0.237479692194664,0.160879533028337,0.272934688623892,"Opitutus"
0.500059623281242,0.614782457414763,0.530187122142011,0.638935849797904,"Pirellula"
