"Genus_full","Sample_ID","Row_scaled_rCLR","Genus"
"Paracoccus","220609_02",-0.264512378651709,"Paracoccus"
"Acinetobacter","220609_02",-0.176718589998146,"Acinetobacter"
"Chryseobacterium","220609_02",-1.6363866655487,"Chryseobacterium"
"Pseudomonas","220609_02",-1.37690165612266,"Pseudomonas"
"Unclassified_Bacteria","220607_01",0.432493535405938,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220607_01",0.666053054667121,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220607_01",0.862088726884584,"Actinomycetospora"
"1174-901-12","220607_01",0.813781597980637,"1174-901-12"
"Marmoricola","220607_01",0.938645885809976,"Marmoricola"
"Unclassified_Caulobacteraceae","220607_01",0.794660609810224,"Uncl. Caulobacteraceae"
"Mycobacterium","220607_01",0.709349618774735,"Mycobacterium"
"Unclassified_Acetobacteraceae","220607_01",0.900479509248456,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220607_01",0.861122680240808,"Jatrophihabitans"
"Methylocella","220607_01",0.872526103048917,"Methylocella"
"Conexibacter","220607_01",0.859006471499709,"Conexibacter"
"Actinoplanes","220607_01",0.852932868258025,"Actinoplanes"
"Pseudonocardia","220607_01",0.902180762932473,"Pseudonocardia"
"Unclassified_67-14","220607_01",0.981382977932438,"Uncl. 67-14"
"Corynebacterium","220607_01",0.230929019278259,"Corynebacterium"
"Caldalkalibacillus","220607_01",-0.336063296300436,"Caldalkalibacillus"
"Nesterenkonia","220607_01",-0.376369779136887,"Nesterenkonia"
"Unclassified_Bacillaceae","220607_01",-0.223699035522327,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220607_01",-0.277969131470178,"Uncl. Caloramatoraceae"
"Anoxybacillus","220607_01",-0.404252815912742,"Anoxybacillus"
"Clostridium sensu stricto 12","220607_01",-0.32871200382563,"Clostridium sensu stricto 12"
"Halomonas","220607_01",-0.364665258372513,"Halomonas"
"Staphylococcus","220607_01",-0.689088584750482,"Staphylococcus"
"Mycoplasma","220607_01",-0.792664912173276,"Mycoplasma"
"Tumebacillus","220607_01",-0.105100279359289,"Tumebacillus"
"Bacillus","220607_01",-0.127774502795041,"Bacillus"
"Paracoccus","220607_01",-0.868453580509801,"Paracoccus"
"Acinetobacter","220607_01",-1.00578537007954,"Acinetobacter"
"Chryseobacterium","220607_01",-0.860774001255614,"Chryseobacterium"
"Pseudomonas","220607_01",-0.956543954357853,"Pseudomonas"
"Unclassified_Bacteria","220607_03",1.3211676384119,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220607_03",1.45567155039318,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220607_03",1.37497808805715,"Actinomycetospora"
"1174-901-12","220607_03",1.41666204392026,"1174-901-12"
"Marmoricola","220607_03",1.28848314803825,"Marmoricola"
"Unclassified_Caulobacteraceae","220607_03",1.33492320009807,"Uncl. Caulobacteraceae"
"Mycobacterium","220607_03",1.25911530988813,"Mycobacterium"
"Unclassified_Acetobacteraceae","220607_03",1.41985487138013,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220607_03",1.39018472340053,"Jatrophihabitans"
"Methylocella","220607_03",1.38166929557174,"Methylocella"
"Conexibacter","220607_03",1.32291129226962,"Conexibacter"
"Actinoplanes","220607_03",1.23982339999973,"Actinoplanes"
"Pseudonocardia","220607_03",1.40544339625807,"Pseudonocardia"
"Unclassified_67-14","220607_03",1.37323561294001,"Uncl. 67-14"
"Corynebacterium","220607_03",0.603607524088677,"Corynebacterium"
"Caldalkalibacillus","220607_03",-0.00600644858641371,"Caldalkalibacillus"
"Nesterenkonia","220607_03",-0.108200522087752,"Nesterenkonia"
"Unclassified_Bacillaceae","220607_03",-0.166846556108815,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220607_03",-0.332926914986547,"Uncl. Caloramatoraceae"
"Anoxybacillus","220607_03",-0.184497682996716,"Anoxybacillus"
"Clostridium sensu stricto 12","220607_03",-0.276995685451022,"Clostridium sensu stricto 12"
"Halomonas","220607_03",-0.332436832192896,"Halomonas"
"Staphylococcus","220607_03",-0.080318713525182,"Staphylococcus"
"Mycoplasma","220607_03",-0.991288401301097,"Mycoplasma"
"Tumebacillus","220607_03",-0.555487663555935,"Tumebacillus"
"Bacillus","220607_03",-0.201258029901555,"Bacillus"
"Paracoccus","220607_03",-1.26090002841008,"Paracoccus"
"Acinetobacter","220607_03",-0.867739429586452,"Acinetobacter"
"Chryseobacterium","220607_03",-1.04129626917158,"Chryseobacterium"
"Pseudomonas","220607_03",-0.895329569015368,"Pseudomonas"
"Unclassified_Bacteria","220607_04",0.47718057108128,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220607_04",0.663294848021131,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220607_04",0.593293315436048,"Actinomycetospora"
"1174-901-12","220607_04",0.624852822308424,"1174-901-12"
"Marmoricola","220607_04",0.168459402219002,"Marmoricola"
"Unclassified_Caulobacteraceae","220607_04",0.237296991358622,"Uncl. Caulobacteraceae"
"Mycobacterium","220607_04",0.174990806536074,"Mycobacterium"
"Unclassified_Acetobacteraceae","220607_04",0.363475251543335,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220607_04",0.303382403492228,"Jatrophihabitans"
"Methylocella","220607_04",0.289338071355164,"Methylocella"
"Conexibacter","220607_04",0.207987894008322,"Conexibacter"
"Actinoplanes","220607_04",0.111461608276686,"Actinoplanes"
"Pseudonocardia","220607_04",0.333579439616338,"Pseudonocardia"
"Unclassified_67-14","220607_04",0.342957474475388,"Uncl. 67-14"
"Corynebacterium","220607_04",0.744193098567923,"Corynebacterium"
"Caldalkalibacillus","220607_04",0.647361376177791,"Caldalkalibacillus"
"Nesterenkonia","220607_04",0.60440490717993,"Nesterenkonia"
"Unclassified_Bacillaceae","220607_04",0.520603247898106,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220607_04",0.433956127333037,"Uncl. Caloramatoraceae"
"Anoxybacillus","220607_04",0.569911034020034,"Anoxybacillus"
"Clostridium sensu stricto 12","220607_04",0.491866262290506,"Clostridium sensu stricto 12"
"Halomonas","220607_04",0.469295241452943,"Halomonas"
"Staphylococcus","220607_04",0.591786080522547,"Staphylococcus"
"Mycoplasma","220607_04",0.112075587592268,"Mycoplasma"
"Tumebacillus","220607_04",0.156617802895352,"Tumebacillus"
"Bacillus","220607_04",0.452356668516829,"Bacillus"
"Paracoccus","220607_04",-0.133040419027882,"Paracoccus"
"Acinetobacter","220607_04",0.148266497988393,"Acinetobacter"
"Chryseobacterium","220607_04",-0.510201902755697,"Chryseobacterium"
"Pseudomonas","220607_04",-0.302189334451574,"Pseudomonas"
"Unclassified_Bacteria","220609_04",-0.131290146153763,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220609_04",0.222248364188008,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220609_04",0.473937388176333,"Actinomycetospora"
"1174-901-12","220609_04",0.406670436499931,"1174-901-12"
"Marmoricola","220609_04",0.251412684178472,"Marmoricola"
"Unclassified_Caulobacteraceae","220609_04",0.0935246100050199,"Uncl. Caulobacteraceae"
"Mycobacterium","220609_04",-0.00775882378937784,"Mycobacterium"
"Unclassified_Acetobacteraceae","220609_04",0.272059356735083,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220609_04",0.191864855946444,"Jatrophihabitans"
"Methylocella","220609_04",0.200526415870513,"Methylocella"
"Conexibacter","220609_04",0.158019816197098,"Conexibacter"
"Actinoplanes","220609_04",0.131522671484614,"Actinoplanes"
"Pseudonocardia","220609_04",0.258790833381368,"Pseudonocardia"
"Unclassified_67-14","220609_04",0.394953424159991,"Uncl. 67-14"
"Corynebacterium","220609_04",0.468538885816597,"Corynebacterium"
"Caldalkalibacillus","220609_04",0.178275840441759,"Caldalkalibacillus"
"Nesterenkonia","220609_04",0.174173591947112,"Nesterenkonia"
"Unclassified_Bacillaceae","220609_04",0.339561756639147,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220609_04",0.331545460389143,"Uncl. Caloramatoraceae"
"Anoxybacillus","220609_04",0.171666581107121,"Anoxybacillus"
"Clostridium sensu stricto 12","220609_04",0.273480118498149,"Clostridium sensu stricto 12"
"Halomonas","220609_04",0.254110629893867,"Halomonas"
"Staphylococcus","220609_04",-0.256751992611715,"Staphylococcus"
"Mycoplasma","220609_04",-0.0592602007913397,"Mycoplasma"
"Tumebacillus","220609_04",0.482497561977091,"Tumebacillus"
"Bacillus","220609_04",0.426999463061918,"Bacillus"
"Paracoccus","220609_04",-0.153244292069129,"Paracoccus"
"Acinetobacter","220609_04",-0.400129626844674,"Acinetobacter"
"Chryseobacterium","220609_04",-0.678224386094636,"Chryseobacterium"
"Pseudomonas","220609_04",-0.730809273321875,"Pseudomonas"
"Unclassified_Bacteria","220606_02",0.159760623886142,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220606_02",0.459337383131971,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220606_02",0.433373535967667,"Actinomycetospora"
"1174-901-12","220606_02",0.451763833169949,"1174-901-12"
"Marmoricola","220606_02",-0.230072057517865,"Marmoricola"
"Unclassified_Caulobacteraceae","220606_02",-0.173505485645361,"Uncl. Caulobacteraceae"
"Mycobacterium","220606_02",-0.257632069574,"Mycobacterium"
"Unclassified_Acetobacteraceae","220606_02",0.0204296556431212,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220606_02",-0.0755098029787456,"Jatrophihabitans"
"Methylocella","220606_02",-0.0919899573497027,"Methylocella"
"Conexibacter","220606_02",-0.20136199424093,"Conexibacter"
"Actinoplanes","220606_02",-0.320933144712106,"Actinoplanes"
"Pseudonocardia","220606_02",-0.0223147123307986,"Pseudonocardia"
"Unclassified_67-14","220606_02",0.0318918838500476,"Uncl. 67-14"
"Corynebacterium","220606_02",0.98825009336706,"Corynebacterium"
"Caldalkalibacillus","220606_02",1.03761211524691,"Caldalkalibacillus"
"Nesterenkonia","220606_02",1.01316075208757,"Nesterenkonia"
"Unclassified_Bacillaceae","220606_02",0.940012064235313,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220606_02",0.873987557028644,"Uncl. Caloramatoraceae"
"Anoxybacillus","220606_02",0.991267034810588,"Anoxybacillus"
"Clostridium sensu stricto 12","220606_02",0.928926784683479,"Clostridium sensu stricto 12"
"Halomonas","220606_02",0.913491669772957,"Halomonas"
"Staphylococcus","220606_02",0.898954886548547,"Staphylococcus"
"Mycoplasma","220606_02",0.576465493409456,"Mycoplasma"
"Tumebacillus","220606_02",0.56743237741108,"Tumebacillus"
"Bacillus","220606_02",0.865752603660813,"Bacillus"
"Paracoccus","220606_02",0.292204911566359,"Paracoccus"
"Acinetobacter","220606_02",0.515052233746792,"Acinetobacter"
"Chryseobacterium","220606_02",-0.4838581707435,"Chryseobacterium"
"Pseudomonas","220606_02",-0.233480896906206,"Pseudomonas"
"Unclassified_Bacteria","220609_03",0.038718028447319,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220609_03",0.165520539109351,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220609_03",-0.000904317856345302,"Actinomycetospora"
"1174-901-12","220609_03",0.0538188918391748,"1174-901-12"
"Marmoricola","220609_03",-0.651239554612242,"Marmoricola"
"Unclassified_Caulobacteraceae","220609_03",-0.497689159664905,"Uncl. Caulobacteraceae"
"Mycobacterium","220609_03",-0.525451882308114,"Mycobacterium"
"Unclassified_Acetobacteraceae","220609_03",-0.385362301617725,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220609_03",-0.447912611479147,"Jatrophihabitans"
"Methylocella","220609_03",-0.471371779154437,"Methylocella"
"Conexibacter","220609_03",-0.567339865424262,"Conexibacter"
"Actinoplanes","220609_03",-0.680808914696822,"Actinoplanes"
"Pseudonocardia","220609_03",-0.426348916386074,"Pseudonocardia"
"Unclassified_67-14","220609_03",-0.43634281871766,"Uncl. 67-14"
"Corynebacterium","220609_03",0.804299272798799,"Corynebacterium"
"Caldalkalibacillus","220609_03",1.14255221552429,"Caldalkalibacillus"
"Nesterenkonia","220609_03",1.13347960172264,"Nesterenkonia"
"Unclassified_Bacillaceae","220609_03",0.957682524362469,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220609_03",0.912139652246695,"Uncl. Caloramatoraceae"
"Anoxybacillus","220609_03",1.12200257359579,"Anoxybacillus"
"Clostridium sensu stricto 12","220609_03",1.00284394665189,"Clostridium sensu stricto 12"
"Halomonas","220609_03",1.0054856507977,"Halomonas"
"Staphylococcus","220609_03",1.24700216090814,"Staphylococcus"
"Mycoplasma","220609_03",0.90160223672947,"Mycoplasma"
"Tumebacillus","220609_03",0.493025441940955,"Tumebacillus"
"Bacillus","220609_03",0.822559930166382,"Bacillus"
"Paracoccus","220609_03",0.662852696849987,"Paracoccus"
"Acinetobacter","220609_03",1.00840789445956,"Acinetobacter"
"Chryseobacterium","220609_03",0.00303061741081568,"Chryseobacterium"
"Pseudomonas","220609_03",0.30965515613216,"Pseudomonas"
"Unclassified_Bacteria","220606_04",-2.42000340029745,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220606_04",-1.74507611872984,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220606_04",-0.940388597102385,"Actinomycetospora"
"1174-901-12","220606_04",-1.18892774271929,"1174-901-12"
"Marmoricola","220606_04",-1.25775624367322,"Marmoricola"
"Unclassified_Caulobacteraceae","220606_04",-1.76499030807477,"Uncl. Caulobacteraceae"
"Mycobacterium","220606_04",-1.90136864264406,"Mycobacterium"
"Unclassified_Acetobacteraceae","220606_04",-1.45972187012472,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220606_04",-1.6079450633646,"Jatrophihabitans"
"Methylocella","220606_04",-1.56798943050855,"Methylocella"
"Conexibacter","220606_04",-1.56745165157911,"Conexibacter"
"Actinoplanes","220606_04",-1.48430864368882,"Actinoplanes"
"Pseudonocardia","220606_04",-1.46370531713668,"Pseudonocardia"
"Unclassified_67-14","220606_04",-1.06102274960641,"Uncl. 67-14"
"Corynebacterium","220606_04",0.109754016059342,"Corynebacterium"
"Caldalkalibacillus","220606_04",0.258624622148212,"Caldalkalibacillus"
"Nesterenkonia","220606_04",0.41025277205122,"Nesterenkonia"
"Unclassified_Bacillaceae","220606_04",0.960029324658953,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220606_04",1.20862041991658,"Uncl. Caloramatoraceae"
"Anoxybacillus","220606_04",0.525748447236659,"Anoxybacillus"
"Clostridium sensu stricto 12","220606_04",0.954778391265657,"Clostridium sensu stricto 12"
"Halomonas","220606_04",0.991550894410399,"Halomonas"
"Staphylococcus","220606_04",-0.762851058168508,"Staphylococcus"
"Mycoplasma","220606_04",1.2393509086812,"Mycoplasma"
"Tumebacillus","220606_04",2.02331970434236,"Tumebacillus"
"Bacillus","220606_04",1.26376756172412,"Bacillus"
"Paracoccus","220606_04",1.46482877712164,"Paracoccus"
"Acinetobacter","220606_04",0.148870630937753,"Acinetobacter"
"Chryseobacterium","220606_04",-0.109623901371472,"Chryseobacterium"
"Pseudomonas","220606_04",-0.530361346270839,"Pseudomonas"
"Unclassified_Bacteria","220609_01",-2.38750837008991,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220609_01",-1.44949564689956,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220609_01",-0.530897290616834,"Actinomycetospora"
"1174-901-12","220609_01",-0.805898952907037,"1174-901-12"
"Marmoricola","220609_01",-1.14552209381199,"Marmoricola"
"Unclassified_Caulobacteraceae","220609_01",-1.71322058326541,"Uncl. Caulobacteraceae"
"Mycobacterium","220609_01",-1.92599633235052,"Mycobacterium"
"Unclassified_Acetobacteraceae","220609_01",-1.26259357700691,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220609_01",-1.4782144920789,"Jatrophihabitans"
"Methylocella","220609_01",-1.43888844618708,"Methylocella"
"Conexibacter","220609_01",-1.49201957571153,"Conexibacter"
"Actinoplanes","220609_01",-1.45843979900331,"Actinoplanes"
"Pseudonocardia","220609_01",-1.28555605711295,"Pseudonocardia"
"Unclassified_67-14","220609_01",-0.801875246233887,"Uncl. 67-14"
"Corynebacterium","220609_01",0.639339074690442,"Corynebacterium"
"Caldalkalibacillus","220609_01",0.633985723330289,"Caldalkalibacillus"
"Nesterenkonia","220609_01",0.772705073281924,"Nesterenkonia"
"Unclassified_Bacillaceae","220609_01",1.38156608094116,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220609_01",1.6012274266808,"Uncl. Caloramatoraceae"
"Anoxybacillus","220609_01",0.877829446861927,"Anoxybacillus"
"Clostridium sensu stricto 12","220609_01",1.33616927128294,"Clostridium sensu stricto 12"
"Halomonas","220609_01",1.35686725904054,"Halomonas"
"Staphylococcus","220609_01",-0.643825676544705,"Staphylococcus"
"Mycoplasma","220609_01",1.32997927343662,"Mycoplasma"
"Tumebacillus","220609_01",2.3966148235592,"Tumebacillus"
"Bacillus","220609_01",1.70654305408511,"Bacillus"
"Paracoccus","220609_01",1.41942068035124,"Paracoccus"
"Acinetobacter","220609_01",0.0590379155595687,"Acinetobacter"
"Chryseobacterium","220609_01",-0.620624882880933,"Chryseobacterium"
"Pseudomonas","220609_01",-0.992096551125777,"Pseudomonas"
"Unclassified_Bacteria","220607_02",-1.00676190968305,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220607_02",-0.400008032894226,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220607_02",0.101993693475028,"Actinomycetospora"
"1174-901-12","220607_02",-0.0425217463941314,"1174-901-12"
"Marmoricola","220607_02",-0.349726399006883,"Marmoricola"
"Unclassified_Caulobacteraceae","220607_02",-0.656118404668294,"Uncl. Caulobacteraceae"
"Mycobacterium","220607_02",-0.807346664810494,"Mycobacterium"
"Unclassified_Acetobacteraceae","220607_02",-0.353537659134915,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220607_02",-0.49585259207984,"Jatrophihabitans"
"Methylocella","220607_02",-0.477464554420768,"Methylocella"
"Conexibacter","220607_02",-0.53584167927195,"Conexibacter"
"Actinoplanes","220607_02",-0.552056265231414,"Actinoplanes"
"Pseudonocardia","220607_02",-0.375400807518531,"Pseudonocardia"
"Unclassified_67-14","220607_02",-0.100489600290116,"Uncl. 67-14"
"Corynebacterium","220607_02",0.637436243864165,"Corynebacterium"
"Caldalkalibacillus","220607_02",0.482611819700013,"Caldalkalibacillus"
"Nesterenkonia","220607_02",0.532763237304003,"Nesterenkonia"
"Unclassified_Bacillaceae","220607_02",0.857629076177203,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220607_02",0.93275375728015,"Uncl. Caloramatoraceae"
"Anoxybacillus","220607_02",0.570672575081222,"Anoxybacillus"
"Clostridium sensu stricto 12","220607_02",0.801882076033102,"Clostridium sensu stricto 12"
"Halomonas","220607_02",0.797602104270481,"Halomonas"
"Staphylococcus","220607_02",-0.284320143578056,"Staphylococcus"
"Mycoplasma","220607_02",0.572587969609737,"Mycoplasma"
"Tumebacillus","220607_02",1.29478080508079,"Tumebacillus"
"Bacillus","220607_02",1.0261073120572,"Bacillus"
"Paracoccus","220607_02",0.520915969428586,"Paracoccus"
"Acinetobacter","220607_02",-0.130259282490055,"Acinetobacter"
"Chryseobacterium","220607_02",-0.680899228896634,"Chryseobacterium"
"Pseudomonas","220607_02",-0.826594624611362,"Pseudomonas"
"Unclassified_Bacteria","220604_06",-0.716976187923814,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220604_06",-0.246111423289615,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220604_06",-0.0529886427013695,"Actinomycetospora"
"1174-901-12","220604_06",-0.104808273598288,"1174-901-12"
"Marmoricola","220604_06",-0.840565744211398,"Marmoricola"
"Unclassified_Caulobacteraceae","220604_06",-0.917448417010977,"Uncl. Caulobacteraceae"
"Mycobacterium","220604_06",-1.0282085687092,"Mycobacterium"
"Unclassified_Acetobacteraceae","220604_06",-0.645659051347729,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220604_06",-0.781983230828246,"Jatrophihabitans"
"Methylocella","220604_06",-0.788050833817927,"Methylocella"
"Conexibacter","220604_06",-0.895143875120123,"Conexibacter"
"Actinoplanes","220604_06",-0.987290049246227,"Actinoplanes"
"Pseudonocardia","220604_06",-0.69036676406559,"Pseudonocardia"
"Unclassified_67-14","220604_06",-0.522003038469198,"Uncl. 67-14"
"Corynebacterium","220604_06",0.98160933150534,"Corynebacterium"
"Caldalkalibacillus","220604_06",1.20082892131454,"Caldalkalibacillus"
"Nesterenkonia","220604_06",1.23402987221069,"Nesterenkonia"
"Unclassified_Bacillaceae","220604_06",1.30616276580174,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220604_06",1.33194728002324,"Uncl. Caloramatoraceae"
"Anoxybacillus","220604_06",1.2554242326073,"Anoxybacillus"
"Clostridium sensu stricto 12","220604_06",1.31573842837109,"Clostridium sensu stricto 12"
"Halomonas","220604_06",1.31981194356672,"Halomonas"
"Staphylococcus","220604_06",0.805095659561902,"Staphylococcus"
"Mycoplasma","220604_06",1.1522711035738,"Mycoplasma"
"Tumebacillus","220604_06",1.25066543613865,"Tumebacillus"
"Bacillus","220604_06",1.30945035964474,"Bacillus"
"Paracoccus","220604_06",0.9553504225212,"Paracoccus"
"Acinetobacter","220604_06",0.782037589591115,"Acinetobacter"
"Chryseobacterium","220604_06",-0.33893538760273,"Chryseobacterium"
"Pseudomonas","220604_06",-0.202847616582706,"Pseudomonas"
"Unclassified_Bacteria","220604_01",-1.17429874853342,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220604_01",-0.730237557892781,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220604_01",-0.442480153221273,"Actinomycetospora"
"1174-901-12","220604_01",-0.528407986143203,"1174-901-12"
"Marmoricola","220604_01",-1.08814228684743,"Marmoricola"
"Unclassified_Caulobacteraceae","220604_01",-1.23374373378752,"Uncl. Caulobacteraceae"
"Mycobacterium","220604_01",-1.32649878714439,"Mycobacterium"
"Unclassified_Acetobacteraceae","220604_01",-0.991587816402108,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220604_01",-1.11473706357943,"Jatrophihabitans"
"Methylocella","220604_01",-1.11180288567186,"Methylocella"
"Conexibacter","220604_01",-1.18413384113055,"Conexibacter"
"Actinoplanes","220604_01",-1.2277097610973,"Actinoplanes"
"Pseudonocardia","220604_01",-1.02432426997148,"Pseudonocardia"
"Unclassified_67-14","220604_01",-0.825967297513145,"Uncl. 67-14"
"Corynebacterium","220604_01",0.668153220078633,"Corynebacterium"
"Caldalkalibacillus","220604_01",0.9761978043334,"Caldalkalibacillus"
"Nesterenkonia","220604_01",1.04428990061558,"Nesterenkonia"
"Unclassified_Bacillaceae","220604_01",1.19493887117269,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220604_01",1.28397323170806,"Uncl. Caloramatoraceae"
"Anoxybacillus","220604_01",1.09283011617463,"Anoxybacillus"
"Clostridium sensu stricto 12","220604_01",1.22231443632956,"Clostridium sensu stricto 12"
"Halomonas","220604_01",1.24149162033792,"Halomonas"
"Staphylococcus","220604_01",0.526795603704332,"Staphylococcus"
"Mycoplasma","220604_01",1.27239165865447,"Mycoplasma"
"Tumebacillus","220604_01",1.38607324998666,"Tumebacillus"
"Bacillus","220604_01",1.25005169003045,"Bacillus"
"Paracoccus","220604_01",1.20382590204336,"Paracoccus"
"Acinetobacter","220604_01",0.795192251927742,"Acinetobacter"
"Chryseobacterium","220604_01",-0.084991781252537,"Chryseobacterium"
"Pseudomonas","220604_01",-0.0702106385723036,"Pseudomonas"
"Unclassified_Bacteria","220604_05",-1.20477082379772,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220604_05",-0.713924551924476,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220604_05",-0.387783324774231,"Actinomycetospora"
"1174-901-12","220604_05",-0.484285920958522,"1174-901-12"
"Marmoricola","220604_05",-1.05500090336317,"Marmoricola"
"Unclassified_Caulobacteraceae","220604_05",-1.22532326148052,"Uncl. Caulobacteraceae"
"Mycobacterium","220604_05",-1.33127589211646,"Mycobacterium"
"Unclassified_Acetobacteraceae","220604_05",-0.960355631068078,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220604_05",-1.09365817939593,"Jatrophihabitans"
"Methylocella","220604_05",-1.08910841971586,"Methylocella"
"Conexibacter","220604_05",-1.16558002650756,"Conexibacter"
"Actinoplanes","220604_05",-1.21059281404182,"Actinoplanes"
"Pseudonocardia","220604_05",-0.994266474020229,"Pseudonocardia"
"Unclassified_67-14","220604_05",-0.776348471155492,"Uncl. 67-14"
"Corynebacterium","220604_05",0.717677426338427,"Corynebacterium"
"Caldalkalibacillus","220604_05",0.985540874989883,"Caldalkalibacillus"
"Nesterenkonia","220604_05",1.05406942594141,"Nesterenkonia"
"Unclassified_Bacillaceae","220604_05",1.230906925476,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220604_05",1.32088603341756,"Uncl. Caloramatoraceae"
"Anoxybacillus","220604_05",1.10307855191289,"Anoxybacillus"
"Clostridium sensu stricto 12","220604_05",1.24932562193962,"Clostridium sensu stricto 12"
"Halomonas","220604_05",1.26622488132474,"Halomonas"
"Staphylococcus","220604_05",0.474181476925804,"Staphylococcus"
"Mycoplasma","220604_05",1.26022660286543,"Mycoplasma"
"Tumebacillus","220604_05",1.45192824839553,"Tumebacillus"
"Bacillus","220604_05",1.30047706548724,"Bacillus"
"Paracoccus","220604_05",1.1840861121848,"Paracoccus"
"Acinetobacter","220604_05",0.732556110974245,"Acinetobacter"
"Chryseobacterium","220604_05",-0.171338146369707,"Chryseobacterium"
"Pseudomonas","220604_05",-0.16945122420424,"Pseudomonas"
"Unclassified_Bacteria","220604_02",-1.61169048134833,"Uncl. Bacteria"
"Methylobacterium-Methylorubrum","220604_02",-0.956296250363873,"Methylobacterium-Methylorubrum"
"Actinomycetospora","220604_02",-0.362909184538421,"Actinomycetospora"
"1174-901-12","220604_02",-0.539772832782699,"1174-901-12"
"Marmoricola","220604_02",-0.888033422526104,"Marmoricola"
"Unclassified_Caulobacteraceae","220604_02",-1.24618896384719,"Uncl. Caulobacteraceae"
"Mycobacterium","220604_02",-1.39456525611093,"Mycobacterium"
"Unclassified_Acetobacteraceae","220604_02",-0.922717097617004,"Uncl. Acetobacteraceae"
"Jatrophihabitans","220604_02",-1.07900987511557,"Jatrophihabitans"
"Methylocella","220604_02",-1.0563478811404,"Methylocella"
"Conexibacter","220604_02",-1.10830824070775,"Conexibacter"
"Actinoplanes","220604_02",-1.10451293055557,"Actinoplanes"
"Pseudonocardia","220604_02",-0.945120725861889,"Pseudonocardia"
"Unclassified_67-14","220604_02",-0.619610271340604,"Uncl. 67-14"
"Corynebacterium","220604_02",0.566410187005577,"Corynebacterium"
"Caldalkalibacillus","220604_02",0.621490462290519,"Caldalkalibacillus"
"Nesterenkonia","220604_02",0.714051008478025,"Nesterenkonia"
"Unclassified_Bacillaceae","220604_02",1.09632501742985,"Uncl. Bacillaceae"
"Unclassified_Caloramatoraceae","220604_02",1.23764709191222,"Uncl. Caloramatoraceae"
"Anoxybacillus","220604_02",0.783416032888206,"Anoxybacillus"
"Clostridium sensu stricto 12","220604_02",1.07353861096993,"Clostridium sensu stricto 12"
"Halomonas","220604_02",1.08813187025321,"Halomonas"
"Staphylococcus","220604_02",-0.224863747898286,"Staphylococcus"
"Mycoplasma","220604_02",1.05420600372762,"Mycoplasma"
"Tumebacillus","220604_02",1.70546969318308,"Tumebacillus"
"Bacillus","220604_02",1.29340584875634,"Bacillus"
"Paracoccus","220604_02",1.07515290479011,"Paracoccus"
