"Genus","Sample_ID","Row_scaled_rCLR","Genus_full"
"Stenotrophomonas","220707_15",-0.122593306409598,"Stenotrophomonas"
"Bosea","220707_15",0.346355241112068,"Bosea"
"Curtobacterium","220707_15",0.598449949259282,"Curtobacterium"
"Chryseobacterium","220707_15",0.838169881766072,"Chryseobacterium"
"Novosphingobium","220707_15",0.601968421075589,"Novosphingobium"
"Brevundimonas","220707_15",1.36628633565497,"Brevundimonas"
"Uncl. Bacillaceae","220707_15",-1.70002870902644,"Unclassified_Bacillaceae"
"Burkholderia complex","220707_15",-0.355199853895787,"Burkholderia-Caballeronia-Paraburkholderia"
"Rhizobium complex","220707_15",1.19074653924604,"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"Acinetobacter","220707_20",-1.64984653135674,"Acinetobacter"
"Staphylococcus","220707_20",-0.828144370824877,"Staphylococcus"
"Micrococcus","220707_20",0.556859326295068,"Micrococcus"
"Pseudomonas","220707_20",-1.58271816873604,"Pseudomonas"
"Stenotrophomonas","220707_20",-1.26149968236996,"Stenotrophomonas"
"Bosea","220707_20",1.0245301643772,"Bosea"
"Curtobacterium","220707_20",-0.209962152559725,"Curtobacterium"
"Chryseobacterium","220707_20",0.221440362068164,"Chryseobacterium"
"Novosphingobium","220707_20",-0.786995293418781,"Novosphingobium"
"Brevundimonas","220707_20",-0.080676650989475,"Brevundimonas"
"Uncl. Bacillaceae","220707_20",-0.431607951630596,"Unclassified_Bacillaceae"
"Burkholderia complex","220707_20",0.902111590989213,"Burkholderia-Caballeronia-Paraburkholderia"
"Rhizobium complex","220707_20",0.649437960027262,"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"Acinetobacter","220707_14",-0.313653092910859,"Acinetobacter"
"Staphylococcus","220707_14",-0.410776226310817,"Staphylococcus"
"Micrococcus","220707_14",-0.459235501952587,"Micrococcus"
"Pseudomonas","220707_14",-0.284844081904798,"Pseudomonas"
"Stenotrophomonas","220707_14",-0.126897614977865,"Stenotrophomonas"
"Bosea","220707_14",0.640303691620879,"Bosea"
"Curtobacterium","220707_14",0.461426038738907,"Curtobacterium"
"Chryseobacterium","220707_14",0.575123848463736,"Chryseobacterium"
"Novosphingobium","220707_14",-0.263663017571628,"Novosphingobium"
"Brevundimonas","220707_14",-0.104586532906456,"Brevundimonas"
"Uncl. Bacillaceae","220707_14",-0.250834263469127,"Unclassified_Bacillaceae"
"Burkholderia complex","220707_14",0.404516405573343,"Burkholderia-Caballeronia-Paraburkholderia"
"Rhizobium complex","220707_14",0.614844848995118,"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"Acinetobacter","220707_18",0.35031034577454,"Acinetobacter"
"Staphylococcus","220707_18",0.0605099874858035,"Staphylococcus"
"Micrococcus","220707_18",-0.477409051852123,"Micrococcus"
"Pseudomonas","220707_18",0.299689384448674,"Pseudomonas"
"Stenotrophomonas","220707_18",0.278157455888395,"Stenotrophomonas"
"Bosea","220707_18",0.0984588345676833,"Bosea"
"Curtobacterium","220707_18",0.318586861999085,"Curtobacterium"
"Chryseobacterium","220707_18",0.257970931342823,"Chryseobacterium"
"Novosphingobium","220707_18",0.0255327642894054,"Novosphingobium"
"Brevundimonas","220707_18",-0.108490209889573,"Brevundimonas"
"Uncl. Bacillaceae","220707_18",0.0448965535716418,"Unclassified_Bacillaceae"
"Burkholderia complex","220707_18",0.0186831993550296,"Burkholderia-Caballeronia-Paraburkholderia"
"Rhizobium complex","220707_18",0.146597168283,"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"Acinetobacter","220707_12",-0.963525911557731,"Acinetobacter"
"Staphylococcus","220707_12",-0.985148362598197,"Staphylococcus"
"Micrococcus","220707_12",0.223398972069047,"Micrococcus"
"Pseudomonas","220707_12",-0.456812112205766,"Pseudomonas"
"Stenotrophomonas","220707_12",-0.103065124358407,"Stenotrophomonas"
"Bosea","220707_12",0.351121887748348,"Bosea"
"Curtobacterium","220707_12",0.413114656390821,"Curtobacterium"
"Chryseobacterium","220707_12",0.562555582316474,"Chryseobacterium"
"Novosphingobium","220707_12",0.209101162646715,"Novosphingobium"
"Brevundimonas","220707_12",0.624192868095083,"Brevundimonas"
"Uncl. Bacillaceae","220707_12",-0.88639529927908,"Unclassified_Bacillaceae"
"Burkholderia complex","220707_12",-0.0510287149170149,"Burkholderia-Caballeronia-Paraburkholderia"
"Rhizobium complex","220707_12",0.745419982376257,"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"Acinetobacter","220707_11",-0.511448112417312,"Acinetobacter"
"Staphylococcus","220707_11",0.220795365173396,"Staphylococcus"
"Micrococcus","220707_11",0.656129866866578,"Micrococcus"
"Pseudomonas","220707_11",-0.770138416145926,"Pseudomonas"
"Stenotrophomonas","220707_11",-0.838510161225197,"Stenotrophomonas"
"Bosea","220707_11",0.123727993461755,"Bosea"
"Curtobacterium","220707_11",-0.748822134161358,"Curtobacterium"
"Chryseobacterium","220707_11",-0.580299101056619,"Chryseobacterium"
"Novosphingobium","220707_11",-0.540655719741643,"Novosphingobium"
"Brevundimonas","220707_11",-0.341844845657601,"Brevundimonas"
"Uncl. Bacillaceae","220707_11",0.35606752931696,"Unclassified_Bacillaceae"
"Burkholderia complex","220707_11",0.434847610623054,"Burkholderia-Caballeronia-Paraburkholderia"
"Rhizobium complex","220707_11",-0.377903642914117,"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"Acinetobacter","220707_16",-0.795475757774163,"Acinetobacter"
"Staphylococcus","220707_16",-0.384350716691881,"Staphylococcus"
"Micrococcus","220707_16",0.525230902670505,"Micrococcus"
"Pseudomonas","220707_16",-0.668318446494519,"Pseudomonas"
"Stenotrophomonas","220707_16",-0.524786903371303,"Stenotrophomonas"
"Bosea","220707_16",0.219610698501199,"Bosea"
"Curtobacterium","220707_16",-0.231145436900183,"Curtobacterium"
"Chryseobacterium","220707_16",-0.0613139383819937,"Chryseobacterium"
"Novosphingobium","220707_16",-0.176197860466361,"Novosphingobium"
"Brevundimonas","220707_16",0.152676797120217,"Brevundimonas"
"Uncl. Bacillaceae","220707_16",-0.264107234264747,"Unclassified_Bacillaceae"
"Burkholderia complex","220707_16",0.192900677509718,"Burkholderia-Caballeronia-Paraburkholderia"
"Rhizobium complex","220707_16",0.150874580652913,"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"Acinetobacter","220707_19",-0.687541270384824,"Acinetobacter"
"Staphylococcus","220707_19",-0.343571929707195,"Staphylococcus"
"Micrococcus","220707_19",0.178687832404431,"Micrococcus"
"Pseudomonas","220707_19",-0.684008646908696,"Pseudomonas"
"Stenotrophomonas","220707_19",-0.549304572774362,"Stenotrophomonas"
"Bosea","220707_19",0.487328031739047,"Bosea"
"Curtobacterium","220707_19",-0.0650312659106464,"Curtobacterium"
"Chryseobacterium","220707_19",0.123785271057995,"Chryseobacterium"
"Novosphingobium","220707_19",-0.377244151551079,"Novosphingobium"
"Brevundimonas","220707_19",-0.0804529385839641,"Brevundimonas"
"Uncl. Bacillaceae","220707_19",-0.16206502918503,"Unclassified_Bacillaceae"
"Burkholderia complex","220707_19",0.43257514762504,"Burkholderia-Caballeronia-Paraburkholderia"
"Rhizobium complex","220707_19",0.301540568945406,"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"Acinetobacter","220708_01",-0.240720395388364,"Acinetobacter"
"Staphylococcus","220708_01",0.179210052383419,"Staphylococcus"
"Micrococcus","220708_01",0.409040675723674,"Micrococcus"
"Pseudomonas","220708_01",-0.396264729978477,"Pseudomonas"
"Stenotrophomonas","220708_01",-0.455529746889925,"Stenotrophomonas"
"Bosea","220708_01",0.00102631667768133,"Bosea"
"Curtobacterium","220708_01",-0.471022417006379,"Curtobacterium"
"Chryseobacterium","220708_01",-0.390117476722128,"Chryseobacterium"
"Novosphingobium","220708_01",-0.280142834634853,"Novosphingobium"
"Brevundimonas","220708_01",-0.190842973384704,"Brevundimonas"
"Uncl. Bacillaceae","220708_01",0.23774171943406,"Unclassified_Bacillaceae"
"Burkholderia complex","220708_01",0.204620567702114,"Burkholderia-Caballeronia-Paraburkholderia"
"Rhizobium complex","220708_01",-0.283502742428805,"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"Acinetobacter","220708_05",-1.18181822562001,"Acinetobacter"
"Staphylococcus","220708_05",-0.307022173896628,"Staphylococcus"
"Micrococcus","220708_05",2.11562236626777,"Micrococcus"
"Pseudomonas","220708_05",-0.689770115158932,"Pseudomonas"
"Stenotrophomonas","220708_05",-0.596298333063673,"Stenotrophomonas"
"Bosea","220708_05",-0.966879616796123,"Bosea"
"Curtobacterium","220708_05",-1.20109823397678,"Curtobacterium"
"Chryseobacterium","220708_05",-1.10308226575815,"Chryseobacterium"
"Novosphingobium","220708_05",0.513664235335997,"Novosphingobium"
"Brevundimonas","220708_05",0.942294205205838,"Brevundimonas"
"Uncl. Bacillaceae","220708_05",-0.436865707281576,"Unclassified_Bacillaceae"
"Burkholderia complex","220708_05",-0.719015602583961,"Burkholderia-Caballeronia-Paraburkholderia"
"Rhizobium complex","220708_05",-0.733172130420368,"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"Acinetobacter","220708_08",-0.836667232546838,"Acinetobacter"
"Staphylococcus","220708_08",-0.4624042162105,"Staphylococcus"
"Micrococcus","220708_08",1.23645239303451,"Micrococcus"
"Pseudomonas","220708_08",-0.350539074192997,"Pseudomonas"
"Stenotrophomonas","220708_08",-0.197847317945436,"Stenotrophomonas"
"Bosea","220708_08",-0.570375199124869,"Bosea"
"Curtobacterium","220708_08",-0.493524305075099,"Curtobacterium"
"Chryseobacterium","220708_08",-0.439845283903099,"Chryseobacterium"
"Novosphingobium","220708_08",0.504306283338565,"Novosphingobium"
"Brevundimonas","220708_08",0.818695532366466,"Brevundimonas"
"Uncl. Bacillaceae","220708_08",-0.556771594235726,"Unclassified_Bacillaceae"
"Burkholderia complex","220708_08",-0.575199016764543,"Burkholderia-Caballeronia-Paraburkholderia"
"Rhizobium complex","220708_08",-0.213943564529975,"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"Acinetobacter","220708_03",-0.930853979443667,"Acinetobacter"
"Staphylococcus","220708_03",-0.412341055565294,"Staphylococcus"
"Micrococcus","220708_03",-0.663290654063488,"Micrococcus"
"Pseudomonas","220708_03",-1.3678055091187,"Pseudomonas"
"Stenotrophomonas","220708_03",-1.17984417706315,"Stenotrophomonas"
"Bosea","220708_03",1.70293697908808,"Bosea"
"Curtobacterium","220708_03",0.266923264208404,"Curtobacterium"
"Chryseobacterium","220708_03",0.682180179213058,"Chryseobacterium"
"Novosphingobium","220708_03",-1.3868799654358,"Novosphingobium"
"Brevundimonas","220708_03",-0.943450801559674,"Brevundimonas"
"Uncl. Bacillaceae","220708_03",0.117807639064618,"Unclassified_Bacillaceae"
"Burkholderia complex","220708_03",1.58253277664284,"Burkholderia-Caballeronia-Paraburkholderia"
"Rhizobium complex","220708_03",0.916078816337318,"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"Acinetobacter","220708_07",-0.653675466561595,"Acinetobacter"
"Staphylococcus","220708_07",-0.206810454202155,"Staphylococcus"
"Micrococcus","220708_07",-0.795593770463057,"Micrococcus"
"Pseudomonas","220708_07",-1.18618542592183,"Pseudomonas"
"Stenotrophomonas","220708_07",-1.07287213176553,"Stenotrophomonas"
"Bosea","220708_07",1.62154365069279,"Bosea"
"Curtobacterium","220708_07",0.254723802120144,"Curtobacterium"
"Chryseobacterium","220708_07",0.619561931486932,"Chryseobacterium"
"Novosphingobium","220708_07",-1.38914558515064,"Novosphingobium"
"Brevundimonas","220708_07",-1.06233522857267,"Brevundimonas"
"Uncl. Bacillaceae","220708_07",0.289725914064186,"Unclassified_Bacillaceae"
"Burkholderia complex","220708_07",1.56086126168199,"Burkholderia-Caballeronia-Paraburkholderia"
"Rhizobium complex","220708_07",0.789650233721932,"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"Acinetobacter","220708_06",0.238219360581281,"Acinetobacter"
"Staphylococcus","220708_06",0.846380734796001,"Staphylococcus"
"Micrococcus","220708_06",-0.420973108205128,"Micrococcus"
"Pseudomonas","220708_06",-0.658182768673499,"Pseudomonas"
"Stenotrophomonas","220708_06",-0.933056905308869,"Stenotrophomonas"
"Bosea","220708_06",0.752383213872034,"Bosea"
"Curtobacterium","220708_06",-0.526860264253866,"Curtobacterium"
"Chryseobacterium","220708_06",-0.361286612262887,"Chryseobacterium"
"Novosphingobium","220708_06",-1.28487807407059,"Novosphingobium"
"Brevundimonas","220708_06",-1.3683044877377,"Brevundimonas"
"Uncl. Bacillaceae","220708_06",1.12573828747306,"Unclassified_Bacillaceae"
"Burkholderia complex","220708_06",1.20604528663191,"Burkholderia-Caballeronia-Paraburkholderia"
"Rhizobium complex","220708_06",-0.333223186829834,"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"Acinetobacter","220708_02",0.184405326787086,"Acinetobacter"
"Staphylococcus","220708_02",0.762603252826929,"Staphylococcus"
"Micrococcus","220708_02",-1.13965459461014,"Micrococcus"
"Pseudomonas","220708_02",-0.967704418355989,"Pseudomonas"
"Stenotrophomonas","220708_02",-1.19501298212778,"Stenotrophomonas"
"Bosea","220708_02",1.56326059382291,"Bosea"
"Curtobacterium","220708_02",-0.147293056117043,"Curtobacterium"
"Chryseobacterium","220708_02",0.138602826160691,"Chryseobacterium"
"Novosphingobium","220708_02",-1.8728869270134,"Novosphingobium"
"Brevundimonas","220708_02",-1.89981657583203,"Brevundimonas"
"Uncl. Bacillaceae","220708_02",1.25400256532608,"Unclassified_Bacillaceae"
"Burkholderia complex","220708_02",1.91128126980748,"Burkholderia-Caballeronia-Paraburkholderia"
"Rhizobium complex","220708_02",0.162082377401459,"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"Acinetobacter","220708_04",0.673693827506919,"Acinetobacter"
"Staphylococcus","220708_04",1.03347611408506,"Staphylococcus"
"Micrococcus","220708_04",-1.2637220323336,"Micrococcus"
"Pseudomonas","220708_04",-0.506479960235527,"Pseudomonas"
"Stenotrophomonas","220708_04",-0.838330322612815,"Stenotrophomonas"
"Bosea","220708_04",1.23195988394894,"Bosea"
"Curtobacterium","220708_04",-0.128169416817697,"Curtobacterium"
"Chryseobacterium","220708_04",0.0291118519604852,"Chryseobacterium"
"Novosphingobium","220708_04",-1.64156952735586,"Novosphingobium"
"Brevundimonas","220708_04",-1.87974375088788,"Brevundimonas"
"Uncl. Bacillaceae","220708_04",1.40335702536506,"Unclassified_Bacillaceae"
"Burkholderia complex","220708_04",1.63613207871981,"Burkholderia-Caballeronia-Paraburkholderia"
"Rhizobium complex","220708_04",-0.0704144489259153,"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"Acinetobacter","220708_09",-1.58434034372642,"Acinetobacter"
"Staphylococcus","220708_09",-1.64099434614246,"Staphylococcus"
"Micrococcus","220708_09",-0.317340567176516,"Micrococcus"
"Pseudomonas","220708_09",-1.02303680695825,"Pseudomonas"
"Stenotrophomonas","220708_09",-0.417225642645882,"Stenotrophomonas"
"Bosea","220708_09",1.32250782382884,"Bosea"
"Curtobacterium","220708_09",1.00742839271639,"Curtobacterium"
"Chryseobacterium","220708_09",1.35939728895761,"Chryseobacterium"
"Novosphingobium","220708_09",-0.226548914222814,"Novosphingobium"
"Brevundimonas","220708_09",0.487212330880632,"Brevundimonas"
"Uncl. Bacillaceae","220708_09",-1.28332285557972,"Unclassified_Bacillaceae"
"Burkholderia complex","220708_09",0.587090204920513,"Burkholderia-Caballeronia-Paraburkholderia"
"Rhizobium complex","220708_09",1.6469893818149,"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"Acinetobacter","220708_10",-0.84154148904389,"Acinetobacter"
"Staphylococcus","220708_10",-2.58475347347385,"Staphylococcus"
"Micrococcus","220708_10",-1.56790096911652,"Micrococcus"
"Pseudomonas","220708_10",0.602985817973553,"Pseudomonas"
"Stenotrophomonas","220708_10",1.51884387352123,"Stenotrophomonas"
"Bosea","220708_10",1.02570769365391,"Bosea"
"Curtobacterium","220708_10",2.83745967839829,"Curtobacterium"
"Chryseobacterium","220708_10",2.84512969032949,"Chryseobacterium"
"Novosphingobium","220708_10",1.23896269606549,"Novosphingobium"
"Brevundimonas","220708_10",1.6750312971282,"Brevundimonas"
"Uncl. Bacillaceae","220708_10",-2.53804766115258,"Unclassified_Bacillaceae"
"Burkholderia complex","220708_10",-0.587536703174779,"Burkholderia-Caballeronia-Paraburkholderia"
"Rhizobium complex","220708_10",2.75283469177813,"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
