"Genus","Community","KSM","Prevalence","Detected_samples","Mean_relative_abundance_percent","Is_anti_Bd","Bootstrap_median","Bootstrap_CI_low","Bootstrap_CI_high","Top10_frequency","Top20_frequency","Bootstrap_iterations","KSM_rank","ANCOMBC2_robust_FDR05","ANCOMBC2_q","ALDEx2_q","ALDEx2_FDR05","Method_agreement","Cross_method_support"
"Deinococcus","Whole community",0.327344365642238,0.595744680851064,28,0.039281606830517,FALSE,0.427974783293932,0.293522458628842,0.567431048069346,0,0,1000,207,TRUE,0.0365502551353117,0.108035994353661,FALSE,"ANCOM-BC2 only","ANCOM-BC2 only"
"Unclassified_Chitinophagaceae","Whole community",0.327029156816391,0.851063829787234,40,0.330646157303487,FALSE,0.433293932230102,0.319064223798266,0.578492907801418,0,0,1000,208,FALSE,0.830028785566814,0.932620393907296,FALSE,"Neither","KSM only"
"Anaerococcus","Whole community",0.326241134751773,0.553191489361702,26,0.0684655389768908,FALSE,0.420409771473601,0.290986997635934,0.557616233254531,0,0,1000,209,TRUE,0.000427121182630202,0.272190802562034,FALSE,"ANCOM-BC2 only","ANCOM-BC2 only"
"Rhodococcus","Whole community",0.322931442080378,0.574468085106383,27,0.074116105641815,FALSE,0.406225374310481,0.278169818754925,0.559868006304177,0,0,1000,210,FALSE,0.000429790286514551,0.540737107908046,FALSE,"Neither","KSM only"
"Aquicella","Whole community",0.322852639873916,0.234042553191489,11,0.00804479030705712,FALSE,0.354215918045705,0.209210007880221,0.513091016548463,0,0,1000,211,FALSE,NA,0.440318078813077,FALSE,"Neither","KSM only"
"Peredibacter","Whole community",0.322537431048069,0.340425531914894,16,0.016678818587587,FALSE,0.369345941686367,0.236207643814027,0.487972813238771,0,0,1000,212,FALSE,NA,0.487552062447671,FALSE,"Neither","KSM only"
"Qipengyuania","Whole community",0.322537431048069,0.382978723404255,18,0.0719967275945758,FALSE,0.371315996847912,0.223701733648542,0.532366036249015,0,0,1000,213,FALSE,NA,0.521904313985585,FALSE,"Neither","KSM only"
"Pseudoxanthomonas","Whole community",0.322458628841608,0.48936170212766,23,0.0474013071918325,TRUE,0.406501182033097,0.251751379038613,0.56019109535067,0,0,1000,214,FALSE,0.001460157811223,0.3545064805875,FALSE,"Neither","KSM only"
"Williamsia","Whole community",0.316469661150512,0.340425531914894,16,0.0282140806995353,FALSE,0.362056737588653,0.237572892040977,0.498207249802994,0,0,1000,215,FALSE,NA,0.0957605731728927,FALSE,"Neither","KSM only"
"Unclassified_Saprospiraceae","Whole community",0.316469661150512,0.297872340425532,14,0.0103901716962941,FALSE,0.37301024428684,0.221195823483058,0.528719464144996,0,0,1000,216,FALSE,NA,0.448692802143698,FALSE,"Neither","KSM only"
"Pedomicrobium","Whole community",0.315602836879433,0.468085106382979,22,0.0317918087941331,FALSE,0.376635145784082,0.24038219070134,0.536319936958235,0,0,1000,217,FALSE,NA,0.451686051574013,FALSE,"Neither","KSM only"
"Acidisphaera","Whole community",0.311111111111111,0.319148936170213,15,0.0461807313564829,FALSE,0.360401891252955,0.201302206461781,0.525405831363278,0,0,1000,218,FALSE,NA,0.702902777470317,FALSE,"Neither","KSM only"
"Flexivirga","Whole community",0.309692671394799,0.297872340425532,14,0.0707869960077972,FALSE,0.344129235618597,0.200041371158392,0.505858944050433,0,0,1000,219,FALSE,NA,0.550459493571218,FALSE,"Neither","KSM only"
"Unclassified_Pedosphaeraceae","Whole community",0.309219858156028,0.446808510638298,21,0.0305110916043129,FALSE,0.375807722616233,0.252084318360914,0.529741922773838,0,0,1000,220,FALSE,NA,0.814467869112342,FALSE,"Neither","KSM only"
"Hyphomicrobium","Whole community",0.307801418439716,0.51063829787234,24,0.0579145785177885,FALSE,0.385421591804571,0.250240346729708,0.546603624901497,0,0,1000,221,FALSE,0.30591184794689,0.82053649745983,FALSE,"Neither","KSM only"
"Klebsiella","Whole community",0.307722616233255,0.872340425531915,41,1.70659641664142,TRUE,0.42210401891253,0.307084318360914,0.564741922773838,0,0,1000,222,FALSE,0.0852518417278762,0.171665956531644,FALSE,"Neither","KSM only"
"Nordella","Whole community",0.305516154452325,0.234042553191489,11,0.014471453784038,FALSE,0.331126871552403,0.18360914105595,0.500551615445232,0,0,1000,223,FALSE,NA,0.592207848058489,FALSE,"Neither","KSM only"
"Asticcacaulis","Whole community",0.305122143420016,0.25531914893617,12,0.0394811823266935,FALSE,0.330338849487786,0.183916469661151,0.489202127659574,0,0,1000,224,FALSE,NA,0.616142148870525,FALSE,"Neither","KSM only"
"Hephaestia","Whole community",0.305043341213554,0.425531914893617,20,0.0978704663529144,FALSE,0.37966903073286,0.245466903073286,0.532962962962963,0,0,1000,225,FALSE,NA,0.63300482944275,FALSE,"Neither","KSM only"
"Patulibacter","Whole community",0.304255319148936,0.382978723404255,18,0.0320265216159958,FALSE,0.365681639085894,0.216042159180457,0.525929866036249,0,0,1000,226,FALSE,NA,0.510059517799439,FALSE,"Neither","KSM only"
"Streptococcus","Whole community",0.303940110323089,0.319148936170213,15,0.72005365979777,FALSE,0.341843971631206,0.204255319148936,0.484213947990544,0,0,1000,227,FALSE,NA,0.282944763408527,FALSE,"Neither","KSM only"
"Unclassified_Comamonadaceae","Whole community",0.303624901497242,0.617021276595745,29,0.155009146252159,TRUE,0.386446020488574,0.2676536643026,0.515151694247439,0,0,1000,228,FALSE,0.0232273077005065,0.847775592856464,FALSE,"Neither","KSM only"
"Unclassified_Rhizobiales Incertae Sedis","Whole community",0.302442868400315,0.297872340425532,14,0.029025902306777,FALSE,0.341252955082742,0.216924743892829,0.475894405043341,0,0,1000,229,FALSE,NA,0.533446678409321,FALSE,"Neither","KSM only"
"CL500-29 marine group","Whole community",0.300945626477541,0.382978723404255,18,0.0146474879616512,FALSE,0.365090622537431,0.231325847123719,0.505061071710008,0,0,1000,230,FALSE,NA,0.555710616474161,FALSE,"Neither","KSM only"
"Candidatus Xiphinematobacter","Whole community",0.300630417651694,0.340425531914894,16,0.0314263479263594,FALSE,0.348029944838456,0.211022458628842,0.508165878644602,0,0,1000,231,FALSE,NA,0.757017701127979,FALSE,"Neither","KSM only"
"Unclassified_Sphingobacteriaceae","Whole community",0.300630417651694,0.340425531914894,16,0.0243281198451119,FALSE,0.355870764381403,0.195429472025217,0.51389085894405,0,0,1000,232,FALSE,NA,0.745642889368311,FALSE,"Neither","KSM only"
"JCM 18997","Whole community",0.300078802206462,0.319148936170213,15,0.019938896960122,FALSE,0.352364066193853,0.222275413711584,0.493552009456265,0,0,1000,233,FALSE,NA,0.472143716870287,FALSE,"Neither","KSM only"
"Chryseolinea","Whole community",0.299763593380615,0.276595744680851,13,0.0203324902992414,FALSE,0.352955082742317,0.205068951930654,0.501737588652482,0,0,1000,234,FALSE,NA,0.56021880943812,FALSE,"Neither","KSM only"
"Blastocatella","Whole community",0.299211977935382,0.723404255319149,34,0.202887635748514,FALSE,0.404688731284476,0.275632387706856,0.559235618597321,0,0,1000,235,FALSE,0.760644315809389,0.602956610167905,FALSE,"Neither","KSM only"
"Unclassified_Chroococcidiopsaceae","Whole community",0.297872340425532,0.382978723404255,18,0.0645487353921708,FALSE,0.359219858156028,0.223089046493302,0.494905437352246,0,0,1000,236,FALSE,NA,0.320919482265146,FALSE,"Neither","KSM only"
"Unclassified_Ilumatobacteraceae","Whole community",0.297163120567376,0.48936170212766,23,0.0482179677274767,FALSE,0.381954294720252,0.245839243498818,0.528461386918834,0,0,1000,237,FALSE,0.300085556986339,0.762349656545017,FALSE,"Neither","KSM only"
"Micromonospora","Whole community",0.297005516154452,0.297872340425532,14,0.0616797232752071,FALSE,0.329078014184397,0.19709219858156,0.49639085894405,0,0,1000,238,FALSE,NA,0.764596145161707,FALSE,"Neither","KSM only"
"Ohtaekwangia","Whole community",0.295665878644602,0.361702127659574,17,0.0602791248094571,FALSE,0.33538219070134,0.208682033096927,0.480945626477541,0,0,1000,239,FALSE,NA,0.421928389063622,FALSE,"Neither","KSM only"
"Veillonella","Whole community",0.295665878644602,0.234042553191489,11,0.0211653301883492,FALSE,0.328368794326241,0.185147754137116,0.47061268715524,0,0,1000,240,FALSE,NA,0.434861981420294,FALSE,"Neither","KSM only"
"Niabella","Whole community",0.293695823483058,0.276595744680851,13,0.187138472934883,TRUE,0.330141843971631,0.195342789598109,0.481075650118203,0,0,1000,241,FALSE,NA,0.674241503762336,FALSE,"Neither","KSM only"
"Tundrisphaera","Whole community",0.293065405831363,0.48936170212766,23,0.0247871434492558,FALSE,0.386918833727344,0.248128447596533,0.531775019700552,0,0,1000,242,FALSE,NA,0.617369061754945,FALSE,"Neither","KSM only"
"Aetokthonos AEL04","Whole community",0.292671394799054,0.212765957446809,10,0.0426021874706018,FALSE,0.316469661150512,0.17153073286052,0.467537431048069,0,0,1000,243,FALSE,NA,0.461237855098366,FALSE,"Neither","KSM only"
"Coxiella","Whole community",0.292198581560284,0.234042553191489,11,0.00461914120082536,FALSE,0.323483057525611,0.180378250591017,0.465171394799054,0,0,1000,244,FALSE,NA,0.430887681441443,FALSE,"Neither","KSM only"
"Peptoniphilus","Whole community",0.292119779353822,0.297872340425532,14,0.0303554392151716,FALSE,0.345508274231679,0.211501182033097,0.49701536643026,0,0,1000,245,FALSE,NA,0.154417387193248,FALSE,"Neither","KSM only"
"Prosthecobacter","Whole community",0.291331757289204,0.234042553191489,11,0.00599033523098963,FALSE,0.328526398739165,0.19317572892041,0.486404649330181,0,0,1000,246,FALSE,NA,0.687389777593169,FALSE,"Neither","KSM only"
"Roseiarcus","Whole community",0.290228526398739,0.297872340425532,14,0.0323434094350202,FALSE,0.332466509062254,0.190760441292356,0.494359732072498,0,0,1000,247,FALSE,NA,0.583659713078599,FALSE,"Neither","KSM only"
"Nostoc PCC-7107","Whole community",0.290149724192277,0.361702127659574,17,0.167514619891014,FALSE,0.3376280535855,0.198672182821119,0.490327029156816,0,0,1000,248,FALSE,NA,0.606146711324332,FALSE,"Neither","KSM only"
"Nannocystis","Whole community",0.288416075650118,0.340425531914894,16,0.0147390564779445,FALSE,0.36063829787234,0.228654452324665,0.501595744680851,0,0,1000,249,FALSE,NA,0.480167495057238,FALSE,"Neither","KSM only"
"Achromobacter","Whole community",0.288179669030733,0.276595744680851,13,0.0573401575417166,TRUE,0.324271079590229,0.185405831363278,0.488567769897557,0,0,1000,250,FALSE,NA,0.180231668777579,FALSE,"Neither","KSM only"
"Klenkia","Whole community",0.285894405043341,0.25531914893617,12,0.0375792724333558,FALSE,0.306422379826635,0.185713159968479,0.445074862096139,0,0,1000,251,FALSE,NA,0.283245403073508,FALSE,"Neither","KSM only"
"Unclassified_SM2D12","Whole community",0.283687943262411,0.638297872340426,30,0.066200294648724,FALSE,0.387234042553191,0.268465327029157,0.527687155240347,0,0,1000,252,FALSE,0.335063178616473,0.536658686213586,FALSE,"Neither","KSM only"
"Thermomonas","Whole community",0.28360914105595,0.297872340425532,14,0.0337101321835025,TRUE,0.341055949566588,0.201576044129236,0.499265169424744,0,0,1000,253,FALSE,NA,0.375958443866677,FALSE,"Neither","KSM only"
"Unclassified_Tepidisphaeraceae","Whole community",0.282190701339638,0.234042553191489,11,0.00660303898860548,FALSE,0.316312056737589,0.182978723404255,0.456560283687943,0,0,1000,254,FALSE,NA,0.67382558021411,FALSE,"Neither","KSM only"
"Reyranella","Whole community",0.278723404255319,0.340425531914894,16,0.0165531715549059,FALSE,0.352482269503546,0.216136721828211,0.518368794326241,0,0,1000,255,FALSE,NA,0.602759802389297,FALSE,"Neither","KSM only"
"Parviterribacter","Whole community",0.27832939322301,0.319148936170213,15,0.014327327233273,FALSE,0.33230890464933,0.204127265563436,0.474734042553191,0,0,1000,256,FALSE,NA,0.781895262695757,FALSE,"Neither","KSM only"
"Pir4 lineage","Whole community",0.274704491725768,0.361702127659574,17,0.0139171799700348,FALSE,0.345311268715524,0.207630023640662,0.514824665090623,0,0,1000,257,FALSE,NA,0.76589273624267,FALSE,"Neither","KSM only"
"Gaiella","Whole community",0.272892040977147,0.382978723404255,18,0.0309337623500951,FALSE,0.339125295508274,0.20936170212766,0.478567769897557,0,0,1000,258,FALSE,0.000773604982908483,0.416967050763643,FALSE,"Neither","KSM only"
"Kribbella","Whole community",0.272813238770686,0.297872340425532,14,0.0494876439381827,FALSE,0.329353821907013,0.206528762805359,0.474343971631206,0,0,1000,259,FALSE,NA,0.750985782246496,FALSE,"Neither","KSM only"
"Steroidobacter","Whole community",0.272261623325453,0.25531914893617,12,0.0130123982846873,FALSE,0.328132387706856,0.185864854215918,0.492086288416076,0,0,1000,260,FALSE,NA,0.435723403963497,FALSE,"Neither","KSM only"
"Abiotrophia","Whole community",0.27123719464145,0.212765957446809,10,0.0360172754709172,FALSE,0.298463356973995,0.154267139479905,0.458335303388495,0,0,1000,261,FALSE,NA,0.646218726693965,FALSE,"Neither","KSM only"
"Unclassified_Rickettsiaceae","Whole community",0.268321513002364,0.468085106382979,22,0.019909038243917,FALSE,0.354767533490938,0.225130023640662,0.516030338849488,0,0,1000,262,FALSE,0.393326903714042,0.671317279352112,FALSE,"Neither","KSM only"
"Truepera","Whole community",0.268006304176517,0.340425531914894,16,0.0326584656263188,FALSE,0.328368794326241,0.210786052009456,0.477251773049645,0,0,1000,263,FALSE,NA,0.6281633045689,FALSE,"Neither","KSM only"
"Unclassified_37-13","Whole community",0.266430260047281,0.276595744680851,13,0.00834197738353817,FALSE,0.319188337273444,0.18113475177305,0.48890267927502,0,0,1000,264,FALSE,NA,0.680703217052429,FALSE,"Neither","KSM only"
"Rothia","Whole community",0.265248226950355,0.425531914893617,20,0.233961279418086,FALSE,0.347990543735225,0.224493695823483,0.520616627265563,0,0,1000,265,FALSE,0.01338001245688,0.821260103291375,FALSE,"Neither","KSM only"
"Unclassified_NS9 marine group","Whole community",0.264302600472813,0.212765957446809,10,0.00458423612683826,FALSE,0.295035460992908,0.151142631993696,0.456737588652482,0,0,1000,266,FALSE,NA,0.638192605220438,FALSE,"Neither","KSM only"
"Actinomyces","Whole community",0.263041765169425,0.361702127659574,17,0.242099223588743,FALSE,0.334791174152876,0.207710795902285,0.496463750985028,0,0,1000,267,FALSE,NA,0.832758509159346,FALSE,"Neither","KSM only"
"Unclassified_AB1","Whole community",0.261386918833727,0.25531914893617,12,0.00564042797794833,FALSE,0.319661150512214,0.179659180457053,0.476469661150512,0,0,1000,268,FALSE,NA,0.657748561562395,FALSE,"Neither","KSM only"
"Unclassified_AKYH767","Whole community",0.260520094562648,0.212765957446809,10,0.00600162019718692,FALSE,0.280496453900709,0.148949960598897,0.438853427895981,0,0,1000,269,FALSE,NA,0.397960073049854,FALSE,"Neither","KSM only"
"Schumannella","Whole community",0.260441292356186,0.234042553191489,11,0.0192054983001461,FALSE,0.281442080378251,0.163120567375887,0.418770685579196,0,0,1000,270,FALSE,NA,0.655265003257098,FALSE,"Neither","KSM only"
"Unclassified_Lachnospiraceae","Whole community",0.257762017336485,0.276595744680851,13,0.0932031183447122,FALSE,0.313829787234043,0.192476359338062,0.442801418439716,0,0,1000,271,FALSE,NA,0.72792391920564,FALSE,"Neither","KSM only"
"Methylocystis","Whole community",0.2575256107171,0.234042553191489,11,0.0137430433111968,FALSE,0.283884948778566,0.163410165484634,0.427901891252955,0,0,1000,272,FALSE,NA,0.199013537341671,FALSE,"Neither","KSM only"
"Unclassified_AKIW781","Whole community",0.256973995271868,0.382978723404255,18,0.0205958509133773,FALSE,0.333018124507486,0.204076044129236,0.475238376674547,0,0,1000,273,FALSE,NA,0.726837128945373,FALSE,"Neither","KSM only"
"Pedococcus-Phycicoccus","Whole community",0.256264775413712,0.319148936170213,15,0.0247996893139037,FALSE,0.314657210401891,0.2,0.441501182033097,0,0,1000,274,FALSE,NA,0.317757340046414,FALSE,"Neither","KSM only"
"JGI 0001001-H03","Whole community",0.25531914893617,0.234042553191489,11,0.0104237934095784,FALSE,0.288849487785658,0.153658392434988,0.436241134751773,0,0,1000,275,FALSE,NA,0.400571316726491,FALSE,"Neither","KSM only"
"Pseudorhodoplanes","Whole community",0.254609929078014,0.319148936170213,15,0.0235217406260077,FALSE,0.324507486209614,0.197005516154452,0.476621355397951,0,0,1000,276,FALSE,NA,0.713167245536623,FALSE,"Neither","KSM only"
"Unclassified_Simkaniaceae","Whole community",0.254373522458629,0.25531914893617,12,0.0795957284948821,FALSE,0.307643814026793,0.169503546099291,0.466946414499606,0,0,1000,277,FALSE,NA,0.625599190445861,FALSE,"Neither","KSM only"
"Tepidisphaera","Whole community",0.254373522458629,0.297872340425532,14,0.0128894604352647,FALSE,0.309692671394799,0.186908983451537,0.440910165484634,0,0,1000,278,FALSE,NA,0.340247281203289,FALSE,"Neither","KSM only"
"Aurantisolimonas","Whole community",0.25177304964539,0.617021276595745,29,0.0920878391743084,FALSE,0.366193853427896,0.250179275019701,0.51712962962963,0,0,1000,279,FALSE,0.202165254628038,0.932239429782198,FALSE,"Neither","KSM only"
"Acidicaldus","Whole community",0.251142631993696,0.212765957446809,10,0.026910519286801,FALSE,0.269661150512214,0.145429472025217,0.412568951930654,0,0,1000,280,FALSE,NA,0.260051208865478,FALSE,"Neither","KSM only"
"Desulfotomaculum","Whole community",0.249408983451537,0.212765957446809,10,0.0176455280836307,FALSE,0.272852639873917,0.139020882584712,0.42223207249803,0,0,1000,281,FALSE,NA,0.223314771921292,FALSE,"Neither","KSM only"
"Pseudochrobactrum","Whole community",0.247596532702916,0.276595744680851,13,0.0132839770543854,FALSE,0.302167060677699,0.175311268715524,0.463682033096927,0,0,1000,282,FALSE,NA,0.63128744733879,FALSE,"Neither","KSM only"
"Unclassified_Verrucomicrobiaceae","Whole community",0.245862884160756,0.340425531914894,16,0.0091418478049158,FALSE,0.315405831363278,0.182186761229314,0.468684003152088,0,0,1000,283,FALSE,NA,0.754518869084097,FALSE,"Neither","KSM only"
"Unclassified_Rhodobacteraceae","Whole community",0.245784081954295,0.404255319148936,19,0.0393182057388304,FALSE,0.331126871552404,0.212444838455477,0.475122143420016,0,0,1000,284,FALSE,NA,0.487665764642938,FALSE,"Neither","KSM only"
"Brucella","Whole community",0.244444444444444,0.212765957446809,10,0.025702665047371,FALSE,0.281717888100867,0.146414499605989,0.425681639085894,0,0,1000,285,FALSE,NA,0.25456504562337,FALSE,"Neither","KSM only"
"Geobacillus","Whole community",0.243262411347518,0.234042553191489,11,0.00901248421383056,FALSE,0.275965327029157,0.161603624901497,0.407259653270292,0,0,1000,286,FALSE,NA,0.132666831466015,FALSE,"Neither","KSM only"
"SM1A02","Whole community",0.2424743892829,0.212765957446809,10,0.014476069985832,FALSE,0.285460992907801,0.142186761229314,0.433372734436564,0,0,1000,287,FALSE,NA,0.686968147046023,FALSE,"Neither","KSM only"
"Unclassified_Caldilineaceae","Whole community",0.241449960598897,0.25531914893617,12,0.0111307101905359,FALSE,0.291725768321513,0.169578408195429,0.423490937746257,0,0,1000,288,FALSE,NA,0.411396792275318,FALSE,"Neither","KSM only"
"Unclassified_Ardenticatenaceae","Whole community",0.240031520882585,0.212765957446809,10,0.00579236320783711,FALSE,0.279275019700552,0.142809298660363,0.45596926713948,0,0,1000,289,FALSE,NA,0.296803570901801,FALSE,"Neither","KSM only"
"Candidatus Protochlamydia","Whole community",0.239795114263199,0.212765957446809,10,0.00397682919667654,FALSE,0.27080378250591,0.13123719464145,0.428548069345942,0,0,1000,290,FALSE,NA,0.543469345039243,FALSE,"Neither","KSM only"
"Neorhizobium","Whole community",0.237825059101655,0.361702127659574,17,0.0488676066743871,FALSE,0.304531126871552,0.19201536643026,0.456987785657998,0,0,1000,291,FALSE,0.187232111588649,0.491362809550297,FALSE,"Neither","KSM only"
"Caulobacter","Whole community",0.234830575256107,0.48936170212766,23,0.0366996682732805,FALSE,0.347517730496454,0.230078802206462,0.496654846335697,0,0,1000,292,FALSE,0.00298370025559031,0.654535247644179,FALSE,"Neither","KSM only"
"Unclassified_Micrococcaceae","Whole community",0.23317572892041,0.212765957446809,10,0.0175304511253565,TRUE,0.269661150512214,0.139458234830575,0.404739952718676,0,0,1000,293,FALSE,NA,0.299154054518434,FALSE,"Neither","KSM only"
"Alicyclobacillus","Whole community",0.232387706855792,0.297872340425532,14,0.0220663832806808,FALSE,0.290622537431048,0.174927107959023,0.432647754137116,0,0,1000,294,FALSE,NA,0.264498688484633,FALSE,"Neither","KSM only"
"Luteimonas","Whole community",0.231599684791174,0.234042553191489,11,0.0224447252862862,TRUE,0.2849487785658,0.147982663514578,0.433930260047281,0,0,1000,295,FALSE,NA,0.712327450534575,FALSE,"Neither","KSM only"
"Leptolyngbya ANT.L52.2","Whole community",0.2301024428684,0.25531914893617,12,0.0204202406319256,FALSE,0.281599684791174,0.145549645390071,0.432488179669031,0,0,1000,296,FALSE,NA,0.461239650433957,FALSE,"Neither","KSM only"
"Duganella","Whole community",0.229472025216706,0.25531914893617,12,0.0524666432000776,TRUE,0.265957446808511,0.150506304176517,0.400338849487786,0,0,1000,297,FALSE,NA,0.456060352377416,FALSE,"Neither","KSM only"
"Unclassified_Blastocatellaceae","Whole community",0.22876280535855,0.404255319148936,19,0.0314705068611919,FALSE,0.325256107171001,0.211579984239559,0.474793144208038,0,0,1000,298,FALSE,0.0204419737865303,0.70825101405204,FALSE,"Neither","KSM only"
"Amycolatopsis","Whole community",0.2274231678487,0.212765957446809,10,0.010971839120483,FALSE,0.267218282111899,0.142630023640662,0.418471237194641,0,0,1000,299,FALSE,NA,0.806417679004248,FALSE,"Neither","KSM only"
"Unclassified_Rhodanobacteraceae","Whole community",0.227265563435776,0.297872340425532,14,0.0182440851902786,TRUE,0.300039401103231,0.168784475965327,0.449137115839243,0,0,1000,300,FALSE,NA,0.793121993272648,FALSE,"Neither","KSM only"
"alphaI cluster","Whole community",0.227029156816391,0.212765957446809,10,0.0176845524942769,FALSE,0.254806934594169,0.138613081166273,0.385508274231678,0,0,1000,301,FALSE,NA,0.2771879569186,FALSE,"Neither","KSM only"
"Pseudactinotalea","Whole community",0.226792750197006,0.212765957446809,10,0.0259932782102212,TRUE,0.259535066981876,0.138607171000788,0.392864460204886,0,0,1000,302,FALSE,NA,0.744328221971352,FALSE,"Neither","KSM only"
"OM27 clade","Whole community",0.22608353033885,0.212765957446809,10,0.00907138524034353,FALSE,0.266745468873128,0.136044129235619,0.416558313632782,0,0,1000,303,FALSE,NA,0.745840170459871,FALSE,"Neither","KSM only"
"Unclassified_Staphylococcaceae","Whole community",0.225847123719464,0.212765957446809,10,0.0138738582669044,TRUE,0.255240346729708,0.14072695035461,0.407892040977147,0,0,1000,304,FALSE,NA,0.187240902747424,FALSE,"Neither","KSM only"
"Piscinibacter","Whole community",0.224192277383767,0.25531914893617,12,0.0371890692921091,TRUE,0.277462568951931,0.151126871552403,0.439765563435776,0,0,1000,305,FALSE,NA,0.737471793291663,FALSE,"Neither","KSM only"
"Pseudorhizobium","Whole community",0.223955870764381,0.212765957446809,10,0.0459594764487643,FALSE,0.267218282111899,0.13883963750985,0.425774231678487,0,0,1000,306,FALSE,NA,0.67025385501558,FALSE,"Neither","KSM only"
"Terrimonas","Whole community",0.223167848699764,0.319148936170213,15,0.0232595155748131,TRUE,0.306264775413712,0.167998423955871,0.466916863672183,0,0,1000,307,FALSE,NA,0.390299400694048,FALSE,"Neither","KSM only"
"SWB02","Whole community",0.220724980299448,0.319148936170213,15,0.014826001056292,FALSE,0.294129235618597,0.189265169424744,0.427267533490938,0,0,1000,308,FALSE,NA,0.778978269707765,FALSE,"Neither","KSM only"
"Pseudaminobacter","Whole community",0.217966903073286,0.212765957446809,10,0.0203903000650562,FALSE,0.25661938534279,0.138613081166273,0.398349093774626,0,0,1000,309,FALSE,NA,0.730897261476307,FALSE,"Neither","KSM only"
"Shinella","Whole community",0.217966903073286,0.212765957446809,10,0.0449219567122899,TRUE,0.255279747832939,0.13835500394011,0.399143026004728,0,0,1000,310,FALSE,NA,0.623831186072519,FALSE,"Neither","KSM only"
"Asanoa","Whole community",0.213553979511426,0.212765957446809,10,0.00943318205022666,FALSE,0.258747044917258,0.137832939322301,0.391118991331757,0,0,1000,311,FALSE,NA,0.717755472478672,FALSE,"Neither","KSM only"
"Segetibacter","Whole community",0.212608353033885,0.212765957446809,10,0.00808893649519101,FALSE,0.255870764381403,0.131745468873128,0.400023640661939,0,0,1000,312,FALSE,NA,0.765249112203106,FALSE,"Neither","KSM only"
"Unclassified_Microscillaceae","Whole community",0.192277383766745,0.361702127659574,17,0.0319701103377605,FALSE,0.291843971631206,0.182163120567376,0.429806934594169,0,0,1000,313,FALSE,NA,0.78109579170935,FALSE,"Neither","KSM only"
"Unclassified_Sporichthyaceae","Whole community",0.187943262411348,0.25531914893617,12,0.0147637168594391,FALSE,0.256855791962175,0.137115839243499,0.395224586288416,0,0,1000,314,FALSE,NA,0.775872841868522,FALSE,"Neither","KSM only"
"Xylophilus","Whole community",0.186446020488574,0.297872340425532,14,0.0527273780097579,FALSE,0.272143420015761,0.163689913317573,0.411826241134752,0,0,1000,315,FALSE,NA,0.41910569250636,FALSE,"Neither","KSM only"
"Unclassified_TRA3-20","Whole community",0.18360914105595,0.212765957446809,10,0.0111865712431947,FALSE,0.227738376674547,0.123650512214342,0.362119779353822,0,0,1000,316,FALSE,NA,0.489140050586155,FALSE,"Neither","KSM only"
"Amaricoccus","Whole community",0.179038613081166,0.276595744680851,13,0.0436456083291805,FALSE,0.251418439716312,0.153656422379827,0.398819936958235,0,0,1000,317,FALSE,NA,0.666468783714657,FALSE,"Neither","KSM only"
"Unclassified_Gemmatimonadaceae","Whole community",0.178092986603625,0.382978723404255,18,0.0193405516872198,FALSE,0.293144208037825,0.184854215918046,0.438429866036249,0,0,1000,318,FALSE,0.97959499849824,0.826211432618962,FALSE,"Neither","KSM only"
"Ilumatobacter","Whole community",0.169818754925138,0.212765957446809,10,0.010495557334001,FALSE,0.226319936958235,0.120801812450749,0.361788810086682,0,0,1000,319,FALSE,NA,0.447126999317515,FALSE,"Neither","KSM only"
"Anaeromyxobacter","Whole community",0.166903073286052,0.212765957446809,10,0.0155488919668308,FALSE,0.221985815602837,0.113772655634358,0.360208825847124,0,0,1000,320,FALSE,NA,0.352668922066299,FALSE,"Neither","KSM only"
"Unclassified_Devosiaceae","Whole community",0.162490149724192,0.234042553191489,11,0.0188453705965231,FALSE,0.227344365642238,0.117415287628054,0.37873719464145,0,0,1000,321,FALSE,NA,0.684557360915519,FALSE,"Neither","KSM only"
"Cellulomonas","Whole community",0.158471237194642,0.234042553191489,11,0.0361970749941597,TRUE,0.240780141843972,0.12521670606777,0.382336485421592,0,0,1000,322,FALSE,NA,0.544035230383358,FALSE,"Neither","KSM only"
"Unclassified_Enterobacteriaceae","Whole community",0.157998423955871,0.212765957446809,10,0.0598444713109143,TRUE,0.223601260835303,0.116863672182821,0.33723207249803,0,0,1000,323,FALSE,NA,0.453589018003081,FALSE,"Neither","KSM only"
"Lysobacter","Whole community",0.150275807722616,0.212765957446809,10,0.0157358933769912,TRUE,0.215642237982664,0.108620961386919,0.340992907801418,0,0,1000,324,FALSE,NA,0.535525865643453,FALSE,"Neither","KSM only"
"Bacteroides","Whole community",0.14822695035461,0.234042553191489,11,0.58497989459868,FALSE,0.228959810874705,0.119038613081166,0.367440898345154,0,0,1000,325,FALSE,NA,0.664259387093842,FALSE,"Neither","KSM only"
"Pseudolabrys","Whole community",0.145390070921986,0.212765957446809,10,0.012569211047794,FALSE,0.22033096926714,0.115279747832939,0.350851063829787,0,0,1000,326,FALSE,NA,0.311570964467262,FALSE,"Neither","KSM only"
