"Community","Genus","Site_1","Site_2","KS_distance"
"Whole community","Taibaiella","Altos de Campana","Soberanía",0.4
"Whole community","Altererythrobacter","Altos de Campana","Soberanía",0.3
"Whole community","Unclassified_SM2D12","Altos de Campana","Soberanía",0.4
"Whole community","Reyranella","Altos de Campana","Soberanía",0.3
"Whole community","Bdellovibrio","Altos de Campana","Soberanía",0.4
"Whole community","Gaiella","Altos de Campana","Soberanía",0.4
"Whole community","Pedomicrobium","Altos de Campana","Soberanía",0.2
"Whole community","Hyphomicrobium","Altos de Campana","Soberanía",0.2
"Whole community","Unclassified_Blastocatellaceae","Altos de Campana","Soberanía",0.3
"Whole community","OM27 clade","Altos de Campana","Soberanía",0.2
"Whole community","Unclassified_Gemmataceae","Altos de Campana","Soberanía",0.8
"Whole community","Geobacillus","Altos de Campana","Soberanía",0.1
"Whole community","Luteimonas","Altos de Campana","Soberanía",0.2
"Whole community","Puia","Altos de Campana","Soberanía",0.5
"Whole community","Unclassified_Caldilineaceae","Altos de Campana","Soberanía",0.2
"Whole community","Unclassified_Rickettsiaceae","Altos de Campana","Soberanía",0.3
"Whole community","Unclassified_env.OPS 17","Altos de Campana","Soberanía",0.4
"Whole community","Unclassified_37-13","Altos de Campana","Soberanía",0.2
"Whole community","Candidatus Xiphinematobacter","Altos de Campana","Soberanía",0.3
"Whole community","Unclassified_Myxococcaceae","Altos de Campana","Soberanía",0.6
"Whole community","Steroidobacter","Altos de Campana","Soberanía",0.2
"Whole community","Leptolyngbya ANT.L52.2","Altos de Campana","Soberanía",0.3
"Whole community","SH-PL14","Altos de Campana","Soberanía",0.2
"Whole community","Aquisphaera","Altos de Campana","Soberanía",0.8
"Whole community","Tepidisphaera","Altos de Campana","Soberanía",0.4
"Whole community","Ilumatobacter","Altos de Campana","Soberanía",0.2
"Whole community","Terrimonas","Altos de Campana","Soberanía",0.3
"Whole community","Peredibacter","Altos de Campana","Soberanía",0.4
"Whole community","Asanoa","Altos de Campana","Soberanía",0.2
"Whole community","Nordella","Altos de Campana","Soberanía",0.2
"Whole community","Nevskia","Altos de Campana","Soberanía",0.6
"Whole community","SM1A02","Altos de Campana","Soberanía",0.4
"Whole community","Unclassified_Methyloligellaceae","Altos de Campana","Soberanía",0.2
"Whole community","Ferruginibacter","Altos de Campana","Soberanía",0.3
"Whole community","Unclassified_WD2101 soil group","Altos de Campana","Soberanía",0.7
"Whole community","Unclassified_Sporichthyaceae","Altos de Campana","Soberanía",0.2
"Whole community","Segetibacter","Altos de Campana","Soberanía",0.2
"Whole community","Gemmatimonas","Altos de Campana","Soberanía",0.5
"Whole community","Unclassified_TRA3-20","Altos de Campana","Soberanía",0.1
"Whole community","Unclassified_Spirosomaceae","Altos de Campana","Soberanía",0.7
"Whole community","Unclassified_Micavibrionaceae","Altos de Campana","Soberanía",0.2
"Whole community","Unclassified_D05-2","Altos de Campana","Soberanía",0.5
"Whole community","Unclassified_Microtrichaceae","Altos de Campana","Soberanía",0.2
"Whole community","Lysobacter","Altos de Campana","Soberanía",0.1
"Whole community","Unclassified_Vicinamibacteraceae","Altos de Campana","Soberanía",0.4
"Whole community","Unclassified_Pedosphaeraceae","Altos de Campana","Soberanía",0.4
"Whole community","Amycolatopsis","Altos de Campana","Soberanía",0.2
"Whole community","Unclassified_AB1","Altos de Campana","Soberanía",0.1
"Whole community","SWB02","Altos de Campana","Soberanía",0.2
"Whole community","Nannocystis","Altos de Campana","Soberanía",0.4
"Whole community","Opitutus","Altos de Campana","Soberanía",0.5
"Whole community","Pirellula","Altos de Campana","Soberanía",0.4
"Whole community","Anaeromyxobacter","Altos de Campana","Soberanía",0.2
"Whole community","Tundrisphaera","Altos de Campana","Soberanía",0.3
"Whole community","Unclassified_Parachlamydiaceae","Altos de Campana","Soberanía",0.6
"Whole community","Unclassified_Ardenticatenaceae","Altos de Campana","Soberanía",0.2
"Whole community","Chthonomonas","Altos de Campana","Soberanía",0.5
"Whole community","Unclassified_A4b","Altos de Campana","Soberanía",0.5
"Whole community","Unclassified_Saprospiraceae","Altos de Campana","Soberanía",0.3
"Whole community","Unclassified_Tepidisphaeraceae","Altos de Campana","Soberanía",0.3
"Whole community","Coxiella","Altos de Campana","Soberanía",0.5
"Whole community","Unclassified_Pirellulaceae","Altos de Campana","Soberanía",0.2
"Whole community","Pir4 lineage","Altos de Campana","Soberanía",0.1
"Whole community","JGI 0001001-H03","Altos de Campana","Soberanía",0.4
"Whole community","Aquicella","Altos de Campana","Soberanía",0.3
"Whole community","Unclassified_Oligoflexaceae","Altos de Campana","Soberanía",0.4
"Whole community","Unclassified_Verrucomicrobiaceae","Altos de Campana","Soberanía",0.2
"Whole community","Unclassified_AKYH767","Altos de Campana","Soberanía",0.4
"Whole community","Unclassified_NS9 marine group","Altos de Campana","Soberanía",0.2
"Whole community","Unclassified_KD3-93","Altos de Campana","Soberanía",0.6
"Whole community","Prosthecobacter","Altos de Campana","Soberanía",0.1
"Whole community","Unclassified_Diplorickettsiaceae","Altos de Campana","Soberanía",0.5
"Whole community","Unclassified_LWQ8","Altos de Campana","Soberanía",0.4
"Whole community","Candidatus Protochlamydia","Altos de Campana","Soberanía",0.3
"Anti-Bd community","Staphylococcus","Lost Iguana","Veragua",0.722222222222222
"Anti-Bd community","Acinetobacter","Lost Iguana","Veragua",0.555555555555556
"Anti-Bd community","Unclassified_Alcaligenaceae","Lost Iguana","Veragua",0.666666666666667
"Anti-Bd community","Pseudomonas","Lost Iguana","Veragua",0.5
"Anti-Bd community","Unclassified_Bacillaceae","Lost Iguana","Veragua",0.555555555555556
"Anti-Bd community","Chryseobacterium","Lost Iguana","Veragua",0.166666666666667
"Anti-Bd community","Stenotrophomonas","Lost Iguana","Veragua",0.666666666666667
"Anti-Bd community","Sphingobacterium","Lost Iguana","Veragua",0.5
"Anti-Bd community","Amnibacterium","Lost Iguana","Veragua",0.777777777777778
"Anti-Bd community","Klebsiella","Lost Iguana","Veragua",0.222222222222222
"Anti-Bd community","Curtobacterium","Lost Iguana","Veragua",0.611111111111111
"Anti-Bd community","Micrococcus","Lost Iguana","Veragua",0.222222222222222
"Anti-Bd community","Unclassified_Bacteria","Lost Iguana","Veragua",0.166666666666667
"Anti-Bd community","Brachybacterium","Lost Iguana","Veragua",0.777777777777778
"Anti-Bd community","Brevibacterium","Lost Iguana","Veragua",0.555555555555556
"Anti-Bd community","Luteibacter","Lost Iguana","Veragua",0.222222222222222
"Anti-Bd community","Bosea","Lost Iguana","Veragua",0.111111111111111
"Anti-Bd community","Unclassified_Microbacteriaceae","Lost Iguana","Veragua",0.5
"Anti-Bd community","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Lost Iguana","Veragua",0.166666666666667
"Anti-Bd community","Unclassified_Comamonadaceae","Lost Iguana","Veragua",0.222222222222222
"Anti-Bd community","Brevundimonas","Lost Iguana","Veragua",0.277777777777778
"Anti-Bd community","Burkholderia-Caballeronia-Paraburkholderia","Lost Iguana","Veragua",0.444444444444444
"Anti-Bd community","Novosphingobium","Lost Iguana","Veragua",0.555555555555556
"Anti-Bd community","Duganella","Lost Iguana","Veragua",0.277777777777778
"Anti-Bd community","Flavobacterium","Lost Iguana","Veragua",0.222222222222222
"Anti-Bd community","Streptomyces","Lost Iguana","Veragua",0.166666666666667
"Anti-Bd community","Paenibacillus","Lost Iguana","Veragua",0.222222222222222
"Anti-Bd community","Thermomonas","Lost Iguana","Veragua",0.222222222222222
"Anti-Bd community","Staphylococcus","Lost Iguana","Altos de Campana",1
"Anti-Bd community","Acinetobacter","Lost Iguana","Altos de Campana",0.9
"Anti-Bd community","Unclassified_Alcaligenaceae","Lost Iguana","Altos de Campana",0.788888888888889
"Anti-Bd community","Pseudomonas","Lost Iguana","Altos de Campana",0.688888888888889
"Anti-Bd community","Unclassified_Bacillaceae","Lost Iguana","Altos de Campana",0.677777777777778
"Anti-Bd community","Chryseobacterium","Lost Iguana","Altos de Campana",0.555555555555556
"Anti-Bd community","Stenotrophomonas","Lost Iguana","Altos de Campana",0.588888888888889
"Anti-Bd community","Sphingobacterium","Lost Iguana","Altos de Campana",0.666666666666667
"Anti-Bd community","Amnibacterium","Lost Iguana","Altos de Campana",0.9
"Anti-Bd community","Klebsiella","Lost Iguana","Altos de Campana",0.377777777777778
"Anti-Bd community","Curtobacterium","Lost Iguana","Altos de Campana",0.2
"Anti-Bd community","Micrococcus","Lost Iguana","Altos de Campana",0.677777777777778
"Anti-Bd community","Unclassified_Bacteria","Lost Iguana","Altos de Campana",0.1
"Anti-Bd community","Brachybacterium","Lost Iguana","Altos de Campana",0.9
"Anti-Bd community","Brevibacterium","Lost Iguana","Altos de Campana",0.888888888888889
"Anti-Bd community","Luteibacter","Lost Iguana","Altos de Campana",0.588888888888889
"Anti-Bd community","Bosea","Lost Iguana","Altos de Campana",0.566666666666667
"Anti-Bd community","Unclassified_Microbacteriaceae","Lost Iguana","Altos de Campana",0.4
"Anti-Bd community","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Lost Iguana","Altos de Campana",0.333333333333333
"Anti-Bd community","Unclassified_Comamonadaceae","Lost Iguana","Altos de Campana",0.455555555555556
"Anti-Bd community","Brevundimonas","Lost Iguana","Altos de Campana",0.555555555555556
"Anti-Bd community","Burkholderia-Caballeronia-Paraburkholderia","Lost Iguana","Altos de Campana",0.4
"Anti-Bd community","Novosphingobium","Lost Iguana","Altos de Campana",0.677777777777778
"Anti-Bd community","Duganella","Lost Iguana","Altos de Campana",0.111111111111111
"Anti-Bd community","Flavobacterium","Lost Iguana","Altos de Campana",0.333333333333333
"Anti-Bd community","Streptomyces","Lost Iguana","Altos de Campana",0.3
"Anti-Bd community","Paenibacillus","Lost Iguana","Altos de Campana",0.444444444444444
"Anti-Bd community","Thermomonas","Lost Iguana","Altos de Campana",0.122222222222222
"Anti-Bd community","Staphylococcus","Lost Iguana","Soberanía",1
"Anti-Bd community","Acinetobacter","Lost Iguana","Soberanía",0.788888888888889
"Anti-Bd community","Unclassified_Alcaligenaceae","Lost Iguana","Soberanía",0.366666666666667
"Anti-Bd community","Pseudomonas","Lost Iguana","Soberanía",0.588888888888889
"Anti-Bd community","Unclassified_Bacillaceae","Lost Iguana","Soberanía",0.477777777777778
"Anti-Bd community","Chryseobacterium","Lost Iguana","Soberanía",0.144444444444444
"Anti-Bd community","Stenotrophomonas","Lost Iguana","Soberanía",0.577777777777778
"Anti-Bd community","Sphingobacterium","Lost Iguana","Soberanía",0.466666666666667
"Anti-Bd community","Amnibacterium","Lost Iguana","Soberanía",1
"Anti-Bd community","Klebsiella","Lost Iguana","Soberanía",0.333333333333333
"Anti-Bd community","Curtobacterium","Lost Iguana","Soberanía",0.133333333333333
"Anti-Bd community","Micrococcus","Lost Iguana","Soberanía",0.555555555555556
"Anti-Bd community","Unclassified_Bacteria","Lost Iguana","Soberanía",0.3
"Anti-Bd community","Brachybacterium","Lost Iguana","Soberanía",0.7
"Anti-Bd community","Brevibacterium","Lost Iguana","Soberanía",0.488888888888889
"Anti-Bd community","Luteibacter","Lost Iguana","Soberanía",0.488888888888889
"Anti-Bd community","Bosea","Lost Iguana","Soberanía",0.477777777777778
"Anti-Bd community","Unclassified_Microbacteriaceae","Lost Iguana","Soberanía",0.5
"Anti-Bd community","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Lost Iguana","Soberanía",0.388888888888889
"Anti-Bd community","Unclassified_Comamonadaceae","Lost Iguana","Soberanía",0.188888888888889
"Anti-Bd community","Brevundimonas","Lost Iguana","Soberanía",0.355555555555556
"Anti-Bd community","Burkholderia-Caballeronia-Paraburkholderia","Lost Iguana","Soberanía",0.177777777777778
"Anti-Bd community","Novosphingobium","Lost Iguana","Soberanía",0.677777777777778
"Anti-Bd community","Duganella","Lost Iguana","Soberanía",0.111111111111111
"Anti-Bd community","Flavobacterium","Lost Iguana","Soberanía",0.177777777777778
"Anti-Bd community","Streptomyces","Lost Iguana","Soberanía",0.5
"Anti-Bd community","Paenibacillus","Lost Iguana","Soberanía",0.333333333333333
"Anti-Bd community","Thermomonas","Lost Iguana","Soberanía",0.377777777777778
"Anti-Bd community","Staphylococcus","Veragua","Altos de Campana",0.555555555555556
"Anti-Bd community","Acinetobacter","Veragua","Altos de Campana",0.788888888888889
"Anti-Bd community","Unclassified_Alcaligenaceae","Veragua","Altos de Campana",0.177777777777778
"Anti-Bd community","Pseudomonas","Veragua","Altos de Campana",0.4
"Anti-Bd community","Unclassified_Bacillaceae","Veragua","Altos de Campana",0.777777777777778
"Anti-Bd community","Chryseobacterium","Veragua","Altos de Campana",0.5
"Anti-Bd community","Stenotrophomonas","Veragua","Altos de Campana",0.188888888888889
"Anti-Bd community","Sphingobacterium","Veragua","Altos de Campana",0.166666666666667
"Anti-Bd community","Amnibacterium","Veragua","Altos de Campana",0.388888888888889
"Anti-Bd community","Klebsiella","Veragua","Altos de Campana",0.366666666666667
"Anti-Bd community","Curtobacterium","Veragua","Altos de Campana",0.522222222222222
"Anti-Bd community","Micrococcus","Veragua","Altos de Campana",0.611111111111111
"Anti-Bd community","Unclassified_Bacteria","Veragua","Altos de Campana",0.177777777777778
"Anti-Bd community","Brachybacterium","Veragua","Altos de Campana",0.288888888888889
"Anti-Bd community","Brevibacterium","Veragua","Altos de Campana",0.444444444444444
"Anti-Bd community","Luteibacter","Veragua","Altos de Campana",0.388888888888889
"Anti-Bd community","Bosea","Veragua","Altos de Campana",0.566666666666667
"Anti-Bd community","Unclassified_Microbacteriaceae","Veragua","Altos de Campana",0.277777777777778
"Anti-Bd community","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Veragua","Altos de Campana",0.277777777777778
"Anti-Bd community","Unclassified_Comamonadaceae","Veragua","Altos de Campana",0.5
"Anti-Bd community","Brevundimonas","Veragua","Altos de Campana",0.4
"Anti-Bd community","Burkholderia-Caballeronia-Paraburkholderia","Veragua","Altos de Campana",0.266666666666667
"Anti-Bd community","Novosphingobium","Veragua","Altos de Campana",0.233333333333333
"Anti-Bd community","Duganella","Veragua","Altos de Campana",0.333333333333333
"Anti-Bd community","Flavobacterium","Veragua","Altos de Campana",0.222222222222222
"Anti-Bd community","Streptomyces","Veragua","Altos de Campana",0.244444444444444
"Anti-Bd community","Paenibacillus","Veragua","Altos de Campana",0.277777777777778
"Anti-Bd community","Thermomonas","Veragua","Altos de Campana",0.144444444444444
"Anti-Bd community","Staphylococcus","Veragua","Soberanía",0.277777777777778
"Anti-Bd community","Acinetobacter","Veragua","Soberanía",0.622222222222222
"Anti-Bd community","Unclassified_Alcaligenaceae","Veragua","Soberanía",0.777777777777778
"Anti-Bd community","Pseudomonas","Veragua","Soberanía",0.4
"Anti-Bd community","Unclassified_Bacillaceae","Veragua","Soberanía",0.555555555555556
"Anti-Bd community","Chryseobacterium","Veragua","Soberanía",0.144444444444444
"Anti-Bd community","Stenotrophomonas","Veragua","Soberanía",0.3
"Anti-Bd community","Sphingobacterium","Veragua","Soberanía",0.233333333333333
"Anti-Bd community","Amnibacterium","Veragua","Soberanía",0.5
"Anti-Bd community","Klebsiella","Veragua","Soberanía",0.344444444444444
"Anti-Bd community","Curtobacterium","Veragua","Soberanía",0.555555555555556
"Anti-Bd community","Micrococcus","Veragua","Soberanía",0.611111111111111
"Anti-Bd community","Unclassified_Bacteria","Veragua","Soberanía",0.233333333333333
"Anti-Bd community","Brachybacterium","Veragua","Soberanía",0.411111111111111
"Anti-Bd community","Brevibacterium","Veragua","Soberanía",0.3
"Anti-Bd community","Luteibacter","Veragua","Soberanía",0.488888888888889
"Anti-Bd community","Bosea","Veragua","Soberanía",0.466666666666667
"Anti-Bd community","Unclassified_Microbacteriaceae","Veragua","Soberanía",0.233333333333333
"Anti-Bd community","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Veragua","Soberanía",0.333333333333333
"Anti-Bd community","Unclassified_Comamonadaceae","Veragua","Soberanía",0.155555555555556
"Anti-Bd community","Brevundimonas","Veragua","Soberanía",0.233333333333333
"Anti-Bd community","Burkholderia-Caballeronia-Paraburkholderia","Veragua","Soberanía",0.355555555555556
"Anti-Bd community","Novosphingobium","Veragua","Soberanía",0.233333333333333
"Anti-Bd community","Duganella","Veragua","Soberanía",0.277777777777778
"Anti-Bd community","Flavobacterium","Veragua","Soberanía",0.233333333333333
"Anti-Bd community","Streptomyces","Veragua","Soberanía",0.633333333333333
"Anti-Bd community","Paenibacillus","Veragua","Soberanía",0.222222222222222
"Anti-Bd community","Thermomonas","Veragua","Soberanía",0.444444444444444
"Anti-Bd community","Staphylococcus","Altos de Campana","Soberanía",0.7
"Anti-Bd community","Acinetobacter","Altos de Campana","Soberanía",0.4
"Anti-Bd community","Unclassified_Alcaligenaceae","Altos de Campana","Soberanía",0.9
"Anti-Bd community","Pseudomonas","Altos de Campana","Soberanía",0.2
"Anti-Bd community","Unclassified_Bacillaceae","Altos de Campana","Soberanía",0.4
"Anti-Bd community","Chryseobacterium","Altos de Campana","Soberanía",0.5
"Anti-Bd community","Stenotrophomonas","Altos de Campana","Soberanía",0.2
"Anti-Bd community","Sphingobacterium","Altos de Campana","Soberanía",0.3
"Anti-Bd community","Amnibacterium","Altos de Campana","Soberanía",0.4
"Anti-Bd community","Klebsiella","Altos de Campana","Soberanía",0.7
"Anti-Bd community","Curtobacterium","Altos de Campana","Soberanía",0.1
"Anti-Bd community","Micrococcus","Altos de Campana","Soberanía",0.4
"Anti-Bd community","Unclassified_Bacteria","Altos de Campana","Soberanía",0.3
"Anti-Bd community","Brachybacterium","Altos de Campana","Soberanía",0.7
"Anti-Bd community","Brevibacterium","Altos de Campana","Soberanía",0.6
"Anti-Bd community","Luteibacter","Altos de Campana","Soberanía",0.3
"Anti-Bd community","Bosea","Altos de Campana","Soberanía",0.2
"Anti-Bd community","Unclassified_Microbacteriaceae","Altos de Campana","Soberanía",0.3
"Anti-Bd community","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Altos de Campana","Soberanía",0.3
"Anti-Bd community","Unclassified_Comamonadaceae","Altos de Campana","Soberanía",0.6
"Anti-Bd community","Brevundimonas","Altos de Campana","Soberanía",0.5
"Anti-Bd community","Burkholderia-Caballeronia-Paraburkholderia","Altos de Campana","Soberanía",0.3
"Anti-Bd community","Novosphingobium","Altos de Campana","Soberanía",0.2
"Anti-Bd community","Duganella","Altos de Campana","Soberanía",0.1
"Anti-Bd community","Flavobacterium","Altos de Campana","Soberanía",0.4
"Anti-Bd community","Streptomyces","Altos de Campana","Soberanía",0.4
"Anti-Bd community","Paenibacillus","Altos de Campana","Soberanía",0.3
"Anti-Bd community","Thermomonas","Altos de Campana","Soberanía",0.4
