"Community","Genus","Site_1","Site_2","KS_distance"
"Whole community","Unclassified_JG30-KF-CM45","Veragua","Soberanía",0.233333333333333
"Whole community","Bryocella","Veragua","Soberanía",0.222222222222222
"Whole community","Rubellimicrobium","Veragua","Soberanía",0.5
"Whole community","Gemmata","Veragua","Soberanía",0.311111111111111
"Whole community","Luteolibacter","Veragua","Soberanía",0.388888888888889
"Whole community","Phenylobacterium","Veragua","Soberanía",0.388888888888889
"Whole community","Prevotella_7","Veragua","Soberanía",0.466666666666667
"Whole community","Calditerricola","Veragua","Soberanía",0.5
"Whole community","alphaI cluster","Veragua","Soberanía",0.333333333333333
"Whole community","Ohtaekwangia","Veragua","Soberanía",0.3
"Whole community","Unclassified_Fimbriimonadaceae","Veragua","Soberanía",0.188888888888889
"Whole community","Unclassified_Neisseriaceae","Veragua","Soberanía",0.122222222222222
"Whole community","P3OB-42","Veragua","Soberanía",0.622222222222222
"Whole community","Williamsia","Veragua","Soberanía",0.355555555555556
"Whole community","Pseudochrobactrum","Veragua","Soberanía",0.344444444444444
"Whole community","Caulobacter","Veragua","Soberanía",0.2
"Whole community","Thermobrachium","Veragua","Soberanía",0.444444444444444
"Whole community","Patulibacter","Veragua","Soberanía",0.388888888888889
"Whole community","RB41","Veragua","Soberanía",0.377777777777778
"Whole community","Azospirillum","Veragua","Soberanía",0.4
"Whole community","Acidisphaera","Veragua","Soberanía",0.444444444444444
"Whole community","Chthoniobacter","Veragua","Soberanía",0.311111111111111
"Whole community","Unclassified_Staphylococcaceae","Veragua","Soberanía",0.144444444444444
"Whole community","Amaricoccus","Veragua","Soberanía",0.133333333333333
"Whole community","Unclassified_Sandaracinaceae","Veragua","Soberanía",0.333333333333333
"Whole community","Edaphobaculum","Veragua","Soberanía",0.555555555555556
"Whole community","Unclassified_Roseiflexaceae","Veragua","Soberanía",0.188888888888889
"Whole community","CL500-29 marine group","Veragua","Soberanía",0.177777777777778
"Whole community","Mesorhizobium","Veragua","Soberanía",0.422222222222222
"Whole community","Acidipila-Silvibacterium","Veragua","Soberanía",0.588888888888889
"Whole community","Methylocystis","Veragua","Soberanía",0.388888888888889
"Whole community","Unclassified_Ktedonobacteraceae","Veragua","Soberanía",0.333333333333333
"Whole community","Unclassified_AKIW781","Veragua","Soberanía",0.133333333333333
"Whole community","Oligoflexus","Veragua","Soberanía",0.644444444444444
"Whole community","Deinococcus","Veragua","Soberanía",0.455555555555556
"Whole community","Shinella","Veragua","Soberanía",0.233333333333333
"Whole community","Abditibacterium","Veragua","Soberanía",0.3
"Whole community","Roseomonas","Veragua","Soberanía",0.288888888888889
"Whole community","Pseudolabrys","Veragua","Soberanía",0.0666666666666667
"Whole community","Pseudoxanthomonas","Veragua","Soberanía",0.466666666666667
"Whole community","Unclassified_Chroococcidiopsaceae","Veragua","Soberanía",0.233333333333333
"Whole community","Unclassified_Rhizobiales Incertae Sedis","Veragua","Soberanía",0.277777777777778
"Whole community","Dyadobacter","Veragua","Soberanía",0.544444444444444
"Whole community","Unclassified_Nostocaceae","Veragua","Soberanía",0.288888888888889
"Whole community","Unclassified_Sphingobacteriaceae","Veragua","Soberanía",0.177777777777778
"Whole community","Rhodanobacter","Veragua","Soberanía",0.244444444444444
"Whole community","Variibacter","Veragua","Soberanía",0.6
"Whole community","Unclassified_Microscillaceae","Veragua","Soberanía",0.177777777777778
"Whole community","Rhodopila","Veragua","Soberanía",0.211111111111111
"Whole community","Microvirga","Veragua","Soberanía",0.444444444444444
"Whole community","Unclassified_Solirubrobacteraceae","Veragua","Soberanía",0.3
"Whole community","Acidisoma","Veragua","Soberanía",0.144444444444444
"Whole community","Roseiarcus","Veragua","Soberanía",0.233333333333333
"Whole community","Alicyclobacillus","Veragua","Soberanía",0.222222222222222
"Whole community","Unclassified_Rhodobacteraceae","Veragua","Soberanía",0.277777777777778
"Whole community","Gordonia","Veragua","Soberanía",0.5
"Whole community","Phaselicystis","Veragua","Soberanía",0.533333333333333
"Whole community","Unclassified_Rhodanobacteraceae","Veragua","Soberanía",0.233333333333333
"Whole community","Unclassified_Isosphaeraceae","Veragua","Soberanía",0.188888888888889
"Whole community","Thermomonas","Veragua","Soberanía",0.444444444444444
"Whole community","Unclassified_Acidobacteriaceae (Subgroup 1)","Veragua","Soberanía",0.277777777777778
"Whole community","Hirschia","Veragua","Soberanía",0.244444444444444
"Whole community","Unclassified_Ilumatobacteraceae","Veragua","Soberanía",0.388888888888889
"Whole community","Chryseolinea","Veragua","Soberanía",0.288888888888889
"Whole community","Pajaroellobacter","Veragua","Soberanía",0.244444444444444
"Whole community","Pseudaminobacter","Veragua","Soberanía",0.1
"Whole community","Unclassified_Devosiaceae","Veragua","Soberanía",0.122222222222222
"Whole community","Veillonella","Veragua","Soberanía",0.144444444444444
"Whole community","Desulfotomaculum","Veragua","Soberanía",0.222222222222222
"Whole community","Unclassified_Micrococcaceae","Veragua","Soberanía",0.133333333333333
"Whole community","Subgroup 10","Veragua","Soberanía",0.122222222222222
"Whole community","Pseudorhodoplanes","Veragua","Soberanía",0.344444444444444
"Whole community","Hymenobacter","Veragua","Soberanía",0.277777777777778
"Whole community","JCM 18997","Veragua","Soberanía",0.388888888888889
"Whole community","Unclassified_Obscuribacteraceae","Veragua","Soberanía",0.244444444444444
"Whole community","Chitinophaga","Veragua","Soberanía",0.377777777777778
"Whole community","Rhodoplanes","Veragua","Soberanía",0.233333333333333
"Whole community","Unclassified_Gemmatimonadaceae","Veragua","Soberanía",0.222222222222222
"Whole community","Flavitalea","Veragua","Soberanía",0.533333333333333
"Whole community","Iamia","Veragua","Soberanía",0.622222222222222
"Whole community","Parviterribacter","Veragua","Soberanía",0.244444444444444
"Whole community","Taibaiella","Veragua","Soberanía",0.422222222222222
"Whole community","Altererythrobacter","Veragua","Soberanía",0.222222222222222
"Whole community","Unclassified_SM2D12","Veragua","Soberanía",0.177777777777778
"Whole community","Reyranella","Veragua","Soberanía",0.111111111111111
"Whole community","Bdellovibrio","Veragua","Soberanía",0.422222222222222
"Whole community","Gaiella","Veragua","Soberanía",0.222222222222222
"Whole community","Pedomicrobium","Veragua","Soberanía",0.333333333333333
"Whole community","Hyphomicrobium","Veragua","Soberanía",0.377777777777778
"Whole community","Unclassified_Blastocatellaceae","Veragua","Soberanía",0.222222222222222
"Whole community","OM27 clade","Veragua","Soberanía",0.288888888888889
"Whole community","Unclassified_Gemmataceae","Veragua","Soberanía",0.5
"Whole community","Geobacillus","Veragua","Soberanía",0.344444444444444
"Whole community","Luteimonas","Veragua","Soberanía",0.288888888888889
"Whole community","Puia","Veragua","Soberanía",0.188888888888889
"Whole community","Unclassified_Caldilineaceae","Veragua","Soberanía",0.122222222222222
"Whole community","Unclassified_Rickettsiaceae","Veragua","Soberanía",0.222222222222222
"Whole community","Unclassified_env.OPS 17","Veragua","Soberanía",0.388888888888889
"Whole community","Unclassified_37-13","Veragua","Soberanía",0.333333333333333
"Whole community","Candidatus Xiphinematobacter","Veragua","Soberanía",0.277777777777778
"Whole community","Unclassified_Myxococcaceae","Veragua","Soberanía",0.133333333333333
"Whole community","Steroidobacter","Veragua","Soberanía",0.344444444444444
"Whole community","Leptolyngbya ANT.L52.2","Veragua","Soberanía",0.333333333333333
"Whole community","SH-PL14","Veragua","Soberanía",0.433333333333333
"Whole community","Aquisphaera","Veragua","Soberanía",0.222222222222222
"Whole community","Tepidisphaera","Veragua","Soberanía",0.388888888888889
"Whole community","Ilumatobacter","Veragua","Soberanía",0.177777777777778
"Whole community","Terrimonas","Veragua","Soberanía",0.1
"Whole community","Peredibacter","Veragua","Soberanía",0.422222222222222
"Whole community","Asanoa","Veragua","Soberanía",0.188888888888889
"Whole community","Nordella","Veragua","Soberanía",0.288888888888889
"Whole community","Nevskia","Veragua","Soberanía",0.1
"Whole community","SM1A02","Veragua","Soberanía",0.1
"Whole community","Unclassified_Methyloligellaceae","Veragua","Soberanía",0.488888888888889
"Whole community","Ferruginibacter","Veragua","Soberanía",0.422222222222222
"Whole community","Unclassified_WD2101 soil group","Veragua","Soberanía",0.355555555555556
"Whole community","Unclassified_Sporichthyaceae","Veragua","Soberanía",0.177777777777778
"Whole community","Segetibacter","Veragua","Soberanía",0.2
"Whole community","Gemmatimonas","Veragua","Soberanía",0.188888888888889
"Whole community","Unclassified_TRA3-20","Veragua","Soberanía",0.222222222222222
"Whole community","Unclassified_Spirosomaceae","Veragua","Soberanía",0.0666666666666667
"Whole community","Unclassified_Micavibrionaceae","Veragua","Soberanía",0.244444444444444
"Whole community","Unclassified_D05-2","Veragua","Soberanía",0.688888888888889
"Whole community","Unclassified_Microtrichaceae","Veragua","Soberanía",0.5
"Whole community","Lysobacter","Veragua","Soberanía",0.122222222222222
"Whole community","Unclassified_Vicinamibacteraceae","Veragua","Soberanía",0.277777777777778
"Whole community","Unclassified_Pedosphaeraceae","Veragua","Soberanía",0.333333333333333
"Whole community","Amycolatopsis","Veragua","Soberanía",0.133333333333333
"Whole community","Unclassified_AB1","Veragua","Soberanía",0.288888888888889
"Whole community","SWB02","Veragua","Soberanía",0.222222222222222
"Whole community","Nannocystis","Veragua","Soberanía",0.133333333333333
"Whole community","Opitutus","Veragua","Soberanía",0.277777777777778
"Whole community","Pirellula","Veragua","Soberanía",0.166666666666667
"Whole community","Anaeromyxobacter","Veragua","Soberanía",0.111111111111111
"Whole community","Tundrisphaera","Veragua","Soberanía",0.311111111111111
"Whole community","Unclassified_Parachlamydiaceae","Veragua","Soberanía",0.222222222222222
"Whole community","Unclassified_Ardenticatenaceae","Veragua","Soberanía",0.344444444444444
"Whole community","Chthonomonas","Veragua","Soberanía",0.444444444444444
"Whole community","Unclassified_A4b","Veragua","Soberanía",0.277777777777778
"Whole community","Unclassified_Saprospiraceae","Veragua","Soberanía",0.5
"Whole community","Unclassified_Tepidisphaeraceae","Veragua","Soberanía",0.2
"Whole community","Coxiella","Veragua","Soberanía",0.111111111111111
"Whole community","Unclassified_Pirellulaceae","Veragua","Soberanía",0.677777777777778
"Whole community","Pir4 lineage","Veragua","Soberanía",0.233333333333333
"Whole community","JGI 0001001-H03","Veragua","Soberanía",0.333333333333333
"Whole community","Aquicella","Veragua","Soberanía",0.3
"Whole community","Unclassified_Oligoflexaceae","Veragua","Soberanía",0.588888888888889
"Whole community","Unclassified_Verrucomicrobiaceae","Veragua","Soberanía",0.277777777777778
"Whole community","Unclassified_AKYH767","Veragua","Soberanía",0.222222222222222
"Whole community","Unclassified_NS9 marine group","Veragua","Soberanía",0.344444444444444
"Whole community","Unclassified_KD3-93","Veragua","Soberanía",0.144444444444444
"Whole community","Prosthecobacter","Veragua","Soberanía",0.288888888888889
"Whole community","Unclassified_Diplorickettsiaceae","Veragua","Soberanía",0.644444444444444
"Whole community","Unclassified_LWQ8","Veragua","Soberanía",0.588888888888889
"Whole community","Candidatus Protochlamydia","Veragua","Soberanía",0.1
"Whole community","Klebsiella","Altos de Campana","Soberanía",0.2
"Whole community","Unclassified_Bacteria","Altos de Campana","Soberanía",0.7
"Whole community","Caldalkalibacillus","Altos de Campana","Soberanía",0.3
"Whole community","Actinomycetospora","Altos de Campana","Soberanía",0.6
"Whole community","Staphylococcus","Altos de Campana","Soberanía",0.8
"Whole community","Nesterenkonia","Altos de Campana","Soberanía",0.3
"Whole community","Acinetobacter","Altos de Campana","Soberanía",0.4
"Whole community","Pseudonocardia","Altos de Campana","Soberanía",0.7
"Whole community","Devriesea","Altos de Campana","Soberanía",0.4
"Whole community","Methylocella","Altos de Campana","Soberanía",1
"Whole community","Unclassified_Alcaligenaceae","Altos de Campana","Soberanía",0.7
"Whole community","Unclassified_Planococcaceae","Altos de Campana","Soberanía",0.3
"Whole community","Anoxybacillus","Altos de Campana","Soberanía",0.4
"Whole community","Unclassified_Mitochondria","Altos de Campana","Soberanía",0.3
"Whole community","Enterococcus","Altos de Campana","Soberanía",0.2
"Whole community","Methylobacterium-Methylorubrum","Altos de Campana","Soberanía",0.4
"Whole community","Tepidiphilus","Altos de Campana","Soberanía",0.4
"Whole community","Pseudomonas","Altos de Campana","Soberanía",0.2
"Whole community","Bacteroides","Altos de Campana","Soberanía",0.2
"Whole community","Streptococcus","Altos de Campana","Soberanía",0.2
"Whole community","Aerococcus","Altos de Campana","Soberanía",0.3
"Whole community","Candidatus Branchiomonas","Altos de Campana","Soberanía",0.8
"Whole community","Unclassified_Bacillaceae","Altos de Campana","Soberanía",0.3
"Whole community","Clostridium sensu stricto 12","Altos de Campana","Soberanía",0.3
"Whole community","Knoellia","Altos de Campana","Soberanía",0.5
"Whole community","Chryseobacterium","Altos de Campana","Soberanía",0.6
"Whole community","Corynebacterium","Altos de Campana","Soberanía",0.5
"Whole community","Stenotrophomonas","Altos de Campana","Soberanía",0.2
"Whole community","Sphingobacterium","Altos de Campana","Soberanía",0.5
"Whole community","1174-901-12","Altos de Campana","Soberanía",0.3
"Whole community","Sphingomonas","Altos de Campana","Soberanía",0.6
"Whole community","Unclassified_Enterobacteriaceae","Altos de Campana","Soberanía",0.1
"Whole community","Jatrophihabitans","Altos de Campana","Soberanía",0.7
"Whole community","Unclassified_Caloramatoraceae","Altos de Campana","Soberanía",0.4
"Whole community","Byssovorax","Altos de Campana","Soberanía",0.5
"Whole community","Aureimonas","Altos de Campana","Soberanía",0.4
"Whole community","Nakamurella","Altos de Campana","Soberanía",0.4
"Whole community","Amnibacterium","Altos de Campana","Soberanía",0.4
"Whole community","Lawsonella","Altos de Campana","Soberanía",0.4
"Whole community","Bradyrhizobium","Altos de Campana","Soberanía",0.9
"Whole community","Mycoplasma","Altos de Campana","Soberanía",0.3
"Whole community","Halomonas","Altos de Campana","Soberanía",0.4
"Whole community","Curtobacterium","Altos de Campana","Soberanía",0.1
"Whole community","Unclassified_Beijerinckiaceae","Altos de Campana","Soberanía",0.5
"Whole community","Mycobacterium","Altos de Campana","Soberanía",0.6
"Whole community","Lapillicoccus","Altos de Campana","Soberanía",0.3
"Whole community","Unclassified_Rhizobiaceae","Altos de Campana","Soberanía",0.4
"Whole community","Unclassified_67-14","Altos de Campana","Soberanía",0.7
"Whole community","Haliangium","Altos de Campana","Soberanía",0.9
"Whole community","Kocuria","Altos de Campana","Soberanía",0.8
"Whole community","Nostoc PCC-7107","Altos de Campana","Soberanía",0.3
"Whole community","Micrococcus","Altos de Campana","Soberanía",0.4
"Whole community","LD29","Altos de Campana","Soberanía",0.6
"Whole community","Unclassified_Caulobacteraceae","Altos de Campana","Soberanía",0.4
"Whole community","Nocardioides","Altos de Campana","Soberanía",0.6
"Whole community","Clostridium sensu stricto 10","Altos de Campana","Soberanía",0.5
"Whole community","Terriglobus","Altos de Campana","Soberanía",0.4
"Whole community","Conexibacter","Altos de Campana","Soberanía",0.6
"Whole community","Loriellopsis LF-B5","Altos de Campana","Soberanía",0.7
"Whole community","Streptomyces","Altos de Campana","Soberanía",0.2
"Whole community","Parafilimonas","Altos de Campana","Soberanía",0.7
"Whole community","Aridibacter","Altos de Campana","Soberanía",0.6
"Whole community","Devosia","Altos de Campana","Soberanía",0.6
"Whole community","Bacillus","Altos de Campana","Soberanía",0.4
"Whole community","Quadrisphaera","Altos de Campana","Soberanía",0.4
"Whole community","Brachybacterium","Altos de Campana","Soberanía",0.7
"Whole community","Actinoplanes","Altos de Campana","Soberanía",0.6
"Whole community","Flavobacterium","Altos de Campana","Soberanía",0.5
"Whole community","Rothia","Altos de Campana","Soberanía",0.3
"Whole community","Tumebacillus","Altos de Campana","Soberanía",0.2
"Whole community","Rubrobacter","Altos de Campana","Soberanía",0.1
"Whole community","Haemophilus","Altos de Campana","Soberanía",0.4
"Whole community","Brevibacterium","Altos de Campana","Soberanía",0.7
"Whole community","Psychroglaciecola","Altos de Campana","Soberanía",0.6
"Whole community","Unclassified_Kineosporiaceae","Altos de Campana","Soberanía",0.5
"Whole community","Candidatus Udaeobacter","Altos de Campana","Soberanía",0.9
"Whole community","Candidatus Megaira","Altos de Campana","Soberanía",0.4
"Whole community","Actinomyces","Altos de Campana","Soberanía",0.2
"Whole community","Blastocatella","Altos de Campana","Soberanía",0.4
"Whole community","Niabella","Altos de Campana","Soberanía",0.2
"Whole community","Neorhizobium","Altos de Campana","Soberanía",0.2
"Whole community","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Altos de Campana","Soberanía",0.3
"Whole community","Tianweitania","Altos de Campana","Soberanía",0.4
"Whole community","Hephaestia","Altos de Campana","Soberanía",0.1
"Whole community","Kineococcus","Altos de Campana","Soberanía",0.3
"Whole community","Qipengyuania","Altos de Campana","Soberanía",0.3
"Whole community","IheB3-7","Altos de Campana","Soberanía",0.3
"Whole community","Gemella","Altos de Campana","Soberanía",0.4
"Whole community","Unclassified_Sphingomonadaceae","Altos de Campana","Soberanía",0.2
"Whole community","Mucilaginibacter","Altos de Campana","Soberanía",0.3
"Whole community","Unclassified_Microbacteriaceae","Altos de Campana","Soberanía",0.2
"Whole community","FFCH7168","Altos de Campana","Soberanía",0.8
"Whole community","Enhydrobacter","Altos de Campana","Soberanía",0.1
"Whole community","Sphingobium","Altos de Campana","Soberanía",0.5
"Whole community","Luteibacter","Altos de Campana","Soberanía",0.3
"Whole community","Klenkia","Altos de Campana","Soberanía",0.3
"Whole community","Edaphobacter","Altos de Campana","Soberanía",0.9
"Whole community","Sphingoaurantiacus","Altos de Campana","Soberanía",0.7
"Whole community","Methylopila","Altos de Campana","Soberanía",0.3
"Whole community","Unclassified_Chitinophagaceae","Altos de Campana","Soberanía",0.4
"Whole community","Peptoniphilus","Altos de Campana","Soberanía",0.5
"Whole community","Kribbella","Altos de Campana","Soberanía",0.2
"Whole community","Marmoricola","Altos de Campana","Soberanía",0.3
"Whole community","Achromobacter","Altos de Campana","Soberanía",0.4
"Whole community","Unclassified_Simkaniaceae","Altos de Campana","Soberanía",0.2
"Whole community","Cytophaga","Altos de Campana","Soberanía",0.5
"Whole community","Unclassified_Acetobacteraceae","Altos de Campana","Soberanía",0.5
"Whole community","Bosea","Altos de Campana","Soberanía",0.2
"Whole community","Rhizorhapis","Altos de Campana","Soberanía",0.4
"Whole community","Sediminibacterium","Altos de Campana","Soberanía",0.5
"Whole community","Micromonospora","Altos de Campana","Soberanía",0.3
"Whole community","Unclassified_Micropepsaceae","Altos de Campana","Soberanía",0.6
"Whole community","Unclassified_Nocardioidaceae","Altos de Campana","Soberanía",0.4
"Whole community","Cellulomonas","Altos de Campana","Soberanía",0.2
"Whole community","Rhodococcus","Altos de Campana","Soberanía",0.4
"Whole community","Scytonema VB-61278","Altos de Campana","Soberanía",0.6
"Whole community","Kineosporia","Altos de Campana","Soberanía",0.7
"Whole community","Granulicella","Altos de Campana","Soberanía",0.3
"Whole community","Unclassified_Xanthobacteraceae","Altos de Campana","Soberanía",0.4
"Whole community","Flexivirga","Altos de Campana","Soberanía",0.3
"Whole community","Truepera","Altos de Campana","Soberanía",0.3
"Whole community","Solirubrobacter","Altos de Campana","Soberanía",0.4
"Whole community","Aetokthonos AEL04","Altos de Campana","Soberanía",0.4
"Whole community","Anaerococcus","Altos de Campana","Soberanía",0.3
"Whole community","Labrys","Altos de Campana","Soberanía",0.5
"Whole community","Unclassified_BIrii41","Altos de Campana","Soberanía",0.5
"Whole community","Thermoanaerobacterium","Altos de Campana","Soberanía",0.1
"Whole community","Unclassified_Comamonadaceae","Altos de Campana","Soberanía",0.3
"Whole community","Brevundimonas","Altos de Campana","Soberanía",0.7
"Whole community","Finegoldia","Altos de Campana","Soberanía",0.3
"Whole community","Acidiphilium","Altos de Campana","Soberanía",0.6
"Whole community","Paracoccus","Altos de Campana","Soberanía",0.4
"Whole community","Acidibacter","Altos de Campana","Soberanía",1
"Whole community","Dactylosporangium","Altos de Campana","Soberanía",0.6
"Whole community","Burkholderia-Caballeronia-Paraburkholderia","Altos de Campana","Soberanía",0.3
"Whole community","Pseudorhizobium","Altos de Campana","Soberanía",0.2
"Whole community","Novosphingobium","Altos de Campana","Soberanía",0.4
"Whole community","Bryobacter","Altos de Campana","Soberanía",0.8
"Whole community","Pedobacter","Altos de Campana","Soberanía",0.5
"Whole community","Unclassified_Lachnospiraceae","Altos de Campana","Soberanía",0.2
"Whole community","Candidatus Solibacter","Altos de Campana","Soberanía",0.8
"Whole community","Rhodopseudomonas","Altos de Campana","Soberanía",0.4
"Whole community","MN 122.2a","Altos de Campana","Soberanía",0.3
"Whole community","Unclassified_Solimonadaceae","Altos de Campana","Soberanía",0.4
"Whole community","Duganella","Altos de Campana","Soberanía",0.2
"Whole community","Xylophilus","Altos de Campana","Soberanía",0.3
"Whole community","Ellin6055","Altos de Campana","Soberanía",0.3
"Whole community","Spirosoma","Altos de Campana","Soberanía",0.5
"Whole community","Unclassified_Chthoniobacteraceae","Altos de Campana","Soberanía",0.6
"Whole community","Acuticoccus","Altos de Campana","Soberanía",0.9
"Whole community","Aurantisolimonas","Altos de Campana","Soberanía",0.2
"Whole community","Cellvibrio","Altos de Campana","Soberanía",0.3
"Whole community","Cutibacterium","Altos de Campana","Soberanía",0.2
"Whole community","Acidothermus","Altos de Campana","Soberanía",0.8
"Whole community","Legionella","Altos de Campana","Soberanía",0.3
"Whole community","Schumannella","Altos de Campana","Soberanía",0.3
"Whole community","Asticcacaulis","Altos de Campana","Soberanía",0.2
"Whole community","Unclassified_Micromonosporaceae","Altos de Campana","Soberanía",0.5
"Whole community","Pseudactinotalea","Altos de Campana","Soberanía",0.2
"Whole community","Paenibacillus","Altos de Campana","Soberanía",0.5
"Whole community","Flavisolibacter","Altos de Campana","Soberanía",0.5
"Whole community","Abiotrophia","Altos de Campana","Soberanía",0.4
"Whole community","Candidatus Alysiosphaera","Altos de Campana","Soberanía",0.7
"Whole community","Pedococcus-Phycicoccus","Altos de Campana","Soberanía",0.2
"Whole community","Brucella","Altos de Campana","Soberanía",0.4
"Whole community","Angustibacter","Altos de Campana","Soberanía",0.5
"Whole community","Fimbriiglobus","Altos de Campana","Soberanía",0.7
"Whole community","Acidicaldus","Altos de Campana","Soberanía",0.2
"Whole community","Unclassified_Polyangiaceae","Altos de Campana","Soberanía",0.6
"Whole community","Piscinibacter","Altos de Campana","Soberanía",0.4
"Whole community","Aeromicrobium","Altos de Campana","Soberanía",0.4
"Whole community","Unclassified_JG30-KF-CM45","Altos de Campana","Soberanía",0.3
"Whole community","Bryocella","Altos de Campana","Soberanía",0.5
"Whole community","Rubellimicrobium","Altos de Campana","Soberanía",0.2
"Whole community","Gemmata","Altos de Campana","Soberanía",0.7
"Whole community","Luteolibacter","Altos de Campana","Soberanía",0.4
"Whole community","Phenylobacterium","Altos de Campana","Soberanía",0.2
"Whole community","Prevotella_7","Altos de Campana","Soberanía",0.2
"Whole community","Calditerricola","Altos de Campana","Soberanía",0.3
"Whole community","alphaI cluster","Altos de Campana","Soberanía",0.3
"Whole community","Ohtaekwangia","Altos de Campana","Soberanía",0.3
"Whole community","Unclassified_Fimbriimonadaceae","Altos de Campana","Soberanía",0.4
"Whole community","Unclassified_Neisseriaceae","Altos de Campana","Soberanía",0.2
"Whole community","P3OB-42","Altos de Campana","Soberanía",0.5
"Whole community","Williamsia","Altos de Campana","Soberanía",0.2
"Whole community","Pseudochrobactrum","Altos de Campana","Soberanía",0.3
"Whole community","Caulobacter","Altos de Campana","Soberanía",0.3
"Whole community","Thermobrachium","Altos de Campana","Soberanía",0.1
"Whole community","Patulibacter","Altos de Campana","Soberanía",0.3
"Whole community","RB41","Altos de Campana","Soberanía",0.7
"Whole community","Azospirillum","Altos de Campana","Soberanía",0.4
"Whole community","Acidisphaera","Altos de Campana","Soberanía",0.2
"Whole community","Chthoniobacter","Altos de Campana","Soberanía",0.6
"Whole community","Unclassified_Staphylococcaceae","Altos de Campana","Soberanía",0.3
"Whole community","Amaricoccus","Altos de Campana","Soberanía",0.2
"Whole community","Unclassified_Sandaracinaceae","Altos de Campana","Soberanía",0.7
"Whole community","Edaphobaculum","Altos de Campana","Soberanía",0.3
"Whole community","Unclassified_Roseiflexaceae","Altos de Campana","Soberanía",0.2
"Whole community","CL500-29 marine group","Altos de Campana","Soberanía",0.5
"Whole community","Mesorhizobium","Altos de Campana","Soberanía",0.3
"Whole community","Acidipila-Silvibacterium","Altos de Campana","Soberanía",0.3
"Whole community","Methylocystis","Altos de Campana","Soberanía",0.3
"Whole community","Unclassified_Ktedonobacteraceae","Altos de Campana","Soberanía",0.5
"Whole community","Unclassified_AKIW781","Altos de Campana","Soberanía",0.3
"Whole community","Oligoflexus","Altos de Campana","Soberanía",0.4
"Whole community","Deinococcus","Altos de Campana","Soberanía",0.4
"Whole community","Shinella","Altos de Campana","Soberanía",0.2
"Whole community","Abditibacterium","Altos de Campana","Soberanía",0.2
"Whole community","Roseomonas","Altos de Campana","Soberanía",0.5
"Whole community","Pseudolabrys","Altos de Campana","Soberanía",0.2
"Whole community","Pseudoxanthomonas","Altos de Campana","Soberanía",0.4
"Whole community","Unclassified_Chroococcidiopsaceae","Altos de Campana","Soberanía",0.3
"Whole community","Unclassified_Rhizobiales Incertae Sedis","Altos de Campana","Soberanía",0.3
"Whole community","Dyadobacter","Altos de Campana","Soberanía",0.4
"Whole community","Unclassified_Nostocaceae","Altos de Campana","Soberanía",0.4
"Whole community","Unclassified_Sphingobacteriaceae","Altos de Campana","Soberanía",0.3
"Whole community","Rhodanobacter","Altos de Campana","Soberanía",0.9
"Whole community","Variibacter","Altos de Campana","Soberanía",0.4
"Whole community","Unclassified_Microscillaceae","Altos de Campana","Soberanía",0.2
"Whole community","Rhodopila","Altos de Campana","Soberanía",0.4
"Whole community","Microvirga","Altos de Campana","Soberanía",0.4
"Whole community","Unclassified_Solirubrobacteraceae","Altos de Campana","Soberanía",0.5
"Whole community","Acidisoma","Altos de Campana","Soberanía",0.6
"Whole community","Roseiarcus","Altos de Campana","Soberanía",0.4
"Whole community","Alicyclobacillus","Altos de Campana","Soberanía",0.1
"Whole community","Unclassified_Rhodobacteraceae","Altos de Campana","Soberanía",0.2
"Whole community","Gordonia","Altos de Campana","Soberanía",0.4
"Whole community","Phaselicystis","Altos de Campana","Soberanía",0.5
"Whole community","Unclassified_Rhodanobacteraceae","Altos de Campana","Soberanía",0.2
"Whole community","Unclassified_Isosphaeraceae","Altos de Campana","Soberanía",0.3
"Whole community","Thermomonas","Altos de Campana","Soberanía",0.4
"Whole community","Unclassified_Acidobacteriaceae (Subgroup 1)","Altos de Campana","Soberanía",0.5
"Whole community","Hirschia","Altos de Campana","Soberanía",0.4
"Whole community","Unclassified_Ilumatobacteraceae","Altos de Campana","Soberanía",0.2
"Whole community","Chryseolinea","Altos de Campana","Soberanía",0.2
"Whole community","Pajaroellobacter","Altos de Campana","Soberanía",0.5
"Whole community","Pseudaminobacter","Altos de Campana","Soberanía",0.2
"Whole community","Unclassified_Devosiaceae","Altos de Campana","Soberanía",0.2
"Whole community","Veillonella","Altos de Campana","Soberanía",0.4
"Whole community","Desulfotomaculum","Altos de Campana","Soberanía",0.2
"Whole community","Unclassified_Micrococcaceae","Altos de Campana","Soberanía",0.3
"Whole community","Subgroup 10","Altos de Campana","Soberanía",0.6
"Whole community","Pseudorhodoplanes","Altos de Campana","Soberanía",0.3
"Whole community","Hymenobacter","Altos de Campana","Soberanía",0.3
"Whole community","JCM 18997","Altos de Campana","Soberanía",0.4
"Whole community","Unclassified_Obscuribacteraceae","Altos de Campana","Soberanía",0.6
"Whole community","Chitinophaga","Altos de Campana","Soberanía",0.5
"Whole community","Rhodoplanes","Altos de Campana","Soberanía",0.8
"Whole community","Unclassified_Gemmatimonadaceae","Altos de Campana","Soberanía",0.2
"Whole community","Flavitalea","Altos de Campana","Soberanía",0.3
"Whole community","Iamia","Altos de Campana","Soberanía",0.4
"Whole community","Parviterribacter","Altos de Campana","Soberanía",0.3
